Chest_Ax_Mean;Chest_Ax_Median;Chest_Ax_Std;Chest_Ax_Var;Chest_Ax_RMS;Chest_Ax_AvgDeriv;Chest_Ax_Skew;Chest_Ax_Kurt;Chest_Ax_IQR;Chest_Ax_ZCR;Chest_Ax_MCR;Chest_Ax_DomFreq;Chest_Ax_Energy;Chest_Ax_SpecEnt;Chest_Ay_Mean;Chest_Ay_Median;Chest_Ay_Std;Chest_Ay_Var;Chest_Ay_RMS;Chest_Ay_AvgDeriv;Chest_Ay_Skew;Chest_Ay_Kurt;Chest_Ay_IQR;Chest_Ay_ZCR;Chest_Ay_MCR;Chest_Ay_DomFreq;Chest_Ay_Energy;Chest_Ay_SpecEnt;Chest_Az_Mean;Chest_Az_Median;Chest_Az_Std;Chest_Az_Var;Chest_Az_RMS;Chest_Az_AvgDeriv;Chest_Az_Skew;Chest_Az_Kurt;Chest_Az_IQR;Chest_Az_ZCR;Chest_Az_MCR;Chest_Az_DomFreq;Chest_Az_Energy;Chest_Az_SpecEnt;Chest_Gx_Mean;Chest_Gx_Median;Chest_Gx_Std;Chest_Gx_Var;Chest_Gx_RMS;Chest_Gx_AvgDeriv;Chest_Gx_Skew;Chest_Gx_Kurt;Chest_Gx_IQR;Chest_Gx_ZCR;Chest_Gx_MCR;Chest_Gx_DomFreq;Chest_Gx_Energy;Chest_Gx_SpecEnt;Chest_Gy_Mean;Chest_Gy_Median;Chest_Gy_Std;Chest_Gy_Var;Chest_Gy_RMS;Chest_Gy_AvgDeriv;Chest_Gy_Skew;Chest_Gy_Kurt;Chest_Gy_IQR;Chest_Gy_ZCR;Chest_Gy_MCR;Chest_Gy_DomFreq;Chest_Gy_Energy;Chest_Gy_SpecEnt;Chest_Gz_Mean;Chest_Gz_Median;Chest_Gz_Std;Chest_Gz_Var;Chest_Gz_RMS;Chest_Gz_AvgDeriv;Chest_Gz_Skew;Chest_Gz_Kurt;Chest_Gz_IQR;Chest_Gz_ZCR;Chest_Gz_MCR;Chest_Gz_DomFreq;Chest_Gz_Energy;Chest_Gz_SpecEnt;Chest_Corr_AxAy;Chest_Corr_AxAz;Chest_Corr_AyAz;Chest_Corr_GxGy;Chest_Corr_GxGz;Chest_Corr_GyGz;Chest_Corr_AxGx;Chest_Corr_AyGy;Chest_Corr_AzGz;Chest_Corr_AxGy;Chest_Corr_AxGz;Chest_Corr_AyGx;Chest_Corr_AyGz;Chest_Corr_AzGx;Chest_Corr_AzGy;Chest_AI;Chest_VI;Chest_SMA;Chest_EVA1;Chest_EVA2;Chest_CAGH;Chest_AVH;Chest_AVG;Chest_ARATG;Chest_AAE;Chest_ARE
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.405880;-0.308075;1.129059;1.274775;1.199797;0.448432;0.040875;0.362406;1.484610;0.117647;0.117647;2.509804;81.816860;2.379978;10.007521;9.591600;2.273828;5.170294;10.262590;0.767654;0.841814;0.327790;2.383925;0.088235;0.088235;0.000000;10479.038807;0.173026;2.256917;2.223850;1.341637;1.799990;2.625579;0.556749;-0.289340;0.800907;1.936425;0.156863;0.156863;0.000000;611.462367;0.784307;1.752204;8.322300;30.085787;905.154554;30.136768;12.130138;-0.585203;0.150211;37.077500;0.127451;0.127451;1.505882;46476.221635;2.556408;4.038966;1.995750;16.988934;288.623880;17.462449;8.740988;0.061261;-0.506822;22.549025;0.186275;0.186275;0.501961;16384.398262;2.867600;0.000000;0.000000;-0.149082;0.002479;0.418840;0.120487;0.000000;-0.133064;-0.065815;0.000000;0.000000;-0.135825;-0.089496;0.061402;-0.104412;10.533393;4.807897;13.942973;5.259102;1.249780;0.000000;10.072347;3.017578;2.298427;115.760276;1220.055564
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.111531;-0.337310;1.043294;1.088463;1.049239;0.289936;0.232418;-0.956841;1.791800;0.068627;0.068627;0.501961;56.805525;2.319603;9.815204;9.722550;1.373984;1.887831;9.910906;0.544432;0.370194;-0.026930;1.634000;0.137255;0.137255;0.000000;9922.780950;0.072622;1.323497;1.440300;1.059254;1.122018;1.695188;0.405029;0.117042;0.111078;1.475470;0.127451;0.127451;0.000000;235.896114;1.090063;-2.125088;1.668150;22.390913;501.352999;22.491532;10.245457;-0.559976;-0.136335;30.756000;0.176471;0.176471;1.505882;26033.360029;2.450918;46.041514;40.854500;41.111882;1690.186802;61.725261;8.653560;0.204766;-0.849970;62.268750;0.068627;0.068627;0.000000;302427.241050;0.967064;0.000000;0.000000;0.009725;0.097584;-0.337722;0.247930;0.000000;-0.337530;-0.205745;0.000000;0.000000;-0.423393;0.232714;0.177353;-0.547620;10.323809;1.745932;13.747321;1.906768;1.098995;0.000000;9.863442;3.017578;1.223158;108.326961;4318.750448
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;0.443692;0.461760;1.075164;1.155978;1.163116;0.563467;-0.414616;0.178860;1.204286;0.176471;0.176471;0.000000;79.125621;2.398724;9.743783;9.452000;2.202183;4.849611;9.989541;1.037460;0.299376;-0.609277;2.941725;0.137255;0.137255;0.000000;9931.670672;0.176556;1.348613;1.795650;1.527917;2.334530;2.037961;0.591463;-0.442586;0.139038;1.967285;0.078431;0.078431;0.000000;304.590844;1.488519;3.661004;3.530050;25.748428;662.981569;26.007394;17.854870;-0.408552;0.872126;27.171750;0.284314;0.284314;3.011765;35183.858034;3.407683;32.348616;34.936500;29.961888;897.714720;44.092490;5.783561;-0.257005;-0.962678;48.860375;0.088235;0.088235;0.000000;152526.359899;1.186796;0.000000;0.000000;-0.099180;-0.255645;-0.121139;-0.078076;0.000000;0.124473;-0.018417;0.000000;0.000000;-0.321848;0.019058;0.119920;-0.275475;10.283426;4.394904;13.673908;4.912644;1.152406;0.000000;9.802627;3.017578;1.535223;110.143765;2624.685489
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;0.147771;0.197210;0.615123;0.378376;0.632624;0.381155;-0.241210;0.748017;0.724980;0.284314;0.284314;1.505882;21.535714;3.233056;9.928656;9.713700;1.265981;1.602709;10.009042;0.691346;1.228652;1.738644;1.103350;0.215686;0.215686;0.000000;10137.011066;0.070540;0.783221;0.724825;0.830749;0.690144;1.141744;0.567049;-0.397907;-0.442048;1.375988;0.225490;0.225490;0.000000;97.872327;1.748243;-3.481044;2.385250;22.350858;499.560872;22.620312;17.332605;-0.989229;1.083182;26.897750;0.333333;0.333333;2.007843;26719.648238;3.270956;-8.345847;-11.737500;36.136626;1305.855733;37.087854;7.240581;-0.554683;0.287707;57.007750;0.039216;0.039216;1.003922;73703.395799;1.756682;0.000000;0.000000;-0.031887;0.121378;0.286278;0.050152;0.000000;0.031642;-0.045792;0.000000;0.000000;0.291411;0.335290;0.153545;-0.214144;10.397237;1.478593;13.420773;1.619086;0.381614;0.000000;10.012138;3.017578;0.848942;109.581129;1888.491018
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;0.356520;0.198515;0.929063;0.863158;0.995120;0.272828;0.579910;-0.146113;1.470720;0.088235;0.088235;0.501961;56.995707;2.205917;9.700534;9.394900;2.035577;4.143573;9.911808;0.740449;1.700113;4.239414;1.865300;0.137255;0.137255;0.000000;9809.574370;0.159231;2.762441;2.769100;1.581765;2.501979;3.183247;0.445231;0.089039;-0.907556;2.515450;0.107843;0.107843;0.000000;905.975705;0.712259;7.520797;9.959550;16.607643;275.813815;18.231188;9.300955;-0.442732;-0.143352;17.858217;0.245098;0.245098;0.000000;19836.521186;2.560631;8.132013;1.674550;21.803868;475.408668;23.270976;4.119818;0.312123;-1.126523;33.870425;0.078431;0.078431;0.501961;30992.182601;1.192240;0.000000;0.000000;0.435894;-0.188198;-0.152123;0.155493;0.000000;0.079937;-0.027258;0.000000;0.000000;-0.265626;-0.245262;0.101311;-0.037053;10.213197;3.924813;13.485727;4.382039;0.674263;0.000000;9.888189;3.017578;3.354312;108.234203;884.047572
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;0.898847;0.925505;0.548807;0.301189;1.053145;0.198719;-0.282502;0.195482;0.696327;0.117647;0.117647;0.000000;97.769093;0.842997;9.939851;9.725500;1.418446;2.011990;10.040549;0.428608;0.371608;-0.512263;1.976500;0.098039;0.098039;0.000000;10180.284431;0.076689;0.867319;0.948300;0.812042;0.659412;1.188131;0.293484;-0.111558;-0.445544;1.095973;0.107843;0.107843;0.000000;110.371258;1.298681;-2.832765;3.654700;21.944841;481.576055;22.126920;6.144391;-0.520361;-0.872845;39.742500;0.049020;0.049020;1.505882;25380.186525;2.085128;1.055356;1.376340;15.235009;232.105491;15.271518;3.409499;0.113888;-1.248475;25.218000;0.058824;0.058824;0.501961;11951.194314;1.196398;0.000000;0.000000;0.352345;0.233493;-0.002580;0.351282;0.000000;-0.010044;-0.007853;0.000000;0.000000;0.229238;-0.274940;0.441601;-0.376622;10.442775;1.870195;13.878336;2.075234;0.260847;0.000000;10.087936;3.017578;0.943811;110.921743;724.231532
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.615825;-0.607190;1.048420;1.099185;1.215905;0.315021;-0.209301;-0.815797;1.780480;0.078431;0.078431;0.000000;94.741393;2.047569;9.633770;9.315750;1.986999;3.948165;9.836548;0.838664;0.580829;1.145191;2.284025;0.098039;0.098039;0.000000;9668.055093;0.156117;0.205673;0.303415;1.301955;1.695087;1.318100;0.498576;-0.297854;-0.867427;1.928750;0.107843;0.107843;1.505882;90.783699;2.434596;2.374826;4.045650;19.573953;383.139635;19.717491;10.742992;-0.260131;0.964597;22.748575;0.225490;0.225490;0.501961;20143.240679;2.972150;-8.450969;-6.935300;31.597338;998.391737;32.707960;5.146160;-0.294379;0.007128;44.449250;0.088235;0.088235;1.003922;58225.919044;2.144748;0.000000;0.000000;-0.043214;0.001733;0.103838;-0.568951;0.000000;-0.281597;0.148346;0.000000;0.000000;0.357293;0.607142;0.066991;-0.153826;10.183409;3.534284;13.605466;3.990125;1.107199;0.000000;9.621461;3.017578;0.216981;107.236107;1460.327437
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.632766;-0.715385;1.187542;1.410256;1.345604;0.395150;-0.215670;-0.805403;1.960803;0.117647;0.117647;0.000000;112.778203;2.055134;9.519948;9.314350;1.582317;2.503728;9.650551;0.576016;0.771542;0.813665;1.902050;0.137255;0.137255;0.000000;9371.891355;0.103961;3.144858;3.058900;0.926778;0.858917;3.278574;0.396570;0.234458;-0.902555;1.527425;0.176471;0.176471;0.000000;1052.620310;0.273621;0.095185;3.333700;19.705109;388.291330;19.705339;9.146282;-0.418722;0.047950;24.125225;0.117647;0.117647;1.003922;19804.262441;2.358461;-8.611546;-8.969250;42.391229;1797.016320;43.257081;7.353479;0.348250;0.238977;47.235750;0.117647;0.117647;0.501961;99226.854352;1.863139;0.000000;0.000000;-0.080643;-0.228723;-0.137546;-0.129724;0.000000;-0.232863;-0.370135;0.000000;0.000000;-0.069999;0.064770;0.394036;-0.099242;10.084128;2.254147;13.626388;2.549333;1.403404;0.000000;9.437236;3.017578;2.955321;103.943788;2270.224480
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.738924;-0.912335;0.855312;0.731558;1.130295;0.431326;0.759164;0.503249;1.126700;0.196078;0.196078;0.000000;93.002861;1.734008;9.801473;9.509900;1.864172;3.475136;9.977174;0.782434;0.525747;0.199170;2.658600;0.147059;0.147059;0.000000;9976.258411;0.129312;1.492564;1.422400;1.115521;1.244388;1.863367;0.538300;0.121770;0.050202;1.470505;0.176471;0.176471;0.000000;290.788572;0.972240;-3.986984;1.459350;18.169850;330.143462;18.602137;7.421698;-0.809253;0.196295;21.889250;0.078431;0.078431;1.505882;18466.321746;2.410611;-0.228653;1.384000;16.208118;262.703089;16.209731;4.578188;-0.516167;-0.038721;17.376525;0.107843;0.107843;1.003922;13427.819128;2.257100;0.000000;0.000000;-0.187794;-0.005846;0.316626;-0.003630;0.000000;0.291947;-0.061632;0.000000;0.000000;-0.196262;0.117711;0.237683;-0.442302;10.324548;3.225275;13.778603;3.542162;0.706183;0.000000;9.770869;3.017578;1.500513;109.821567;612.267011
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.431599;-0.123405;1.244969;1.549949;1.317659;0.398081;-0.436912;-0.671834;1.904645;0.117647;0.117647;1.003922;98.052658;2.109422;9.796969;9.437600;1.360447;1.850816;9.890976;0.728873;1.565397;2.774125;1.047050;0.205882;0.205882;0.000000;9884.433224;0.081244;0.281063;0.355245;1.087253;1.182119;1.122994;0.468413;0.044062;-0.215560;1.596998;0.088235;0.088235;0.501961;68.430938;2.502342;2.433944;3.927150;20.524310;421.247302;20.668125;10.015058;-0.125110;0.884435;22.315500;0.176471;0.176471;1.003922;22152.236568;2.742128;-46.753573;-27.007000;61.098393;3733.013688;76.934455;8.441218;-0.288665;-1.240253;100.814625;0.009804;0.009804;0.000000;413356.590679;1.186546;0.000000;0.000000;0.082405;-0.247586;0.471100;-0.368443;0.000000;-0.222925;-0.016552;0.000000;0.000000;0.423614;0.594005;0.082983;-0.268116;10.339656;1.659158;13.791005;1.924458;1.509978;0.000000;9.840810;3.017578;0.395183;108.567636;6347.342819
