Left Lower Leg_Ax_Mean;Left Lower Leg_Ax_Median;Left Lower Leg_Ax_Std;Left Lower Leg_Ax_Var;Left Lower Leg_Ax_RMS;Left Lower Leg_Ax_AvgDeriv;Left Lower Leg_Ax_Skew;Left Lower Leg_Ax_Kurt;Left Lower Leg_Ax_IQR;Left Lower Leg_Ax_ZCR;Left Lower Leg_Ax_MCR;Left Lower Leg_Ax_DomFreq;Left Lower Leg_Ax_Energy;Left Lower Leg_Ax_SpecEnt;Left Lower Leg_Ay_Mean;Left Lower Leg_Ay_Median;Left Lower Leg_Ay_Std;Left Lower Leg_Ay_Var;Left Lower Leg_Ay_RMS;Left Lower Leg_Ay_AvgDeriv;Left Lower Leg_Ay_Skew;Left Lower Leg_Ay_Kurt;Left Lower Leg_Ay_IQR;Left Lower Leg_Ay_ZCR;Left Lower Leg_Ay_MCR;Left Lower Leg_Ay_DomFreq;Left Lower Leg_Ay_Energy;Left Lower Leg_Ay_SpecEnt;Left Lower Leg_Az_Mean;Left Lower Leg_Az_Median;Left Lower Leg_Az_Std;Left Lower Leg_Az_Var;Left Lower Leg_Az_RMS;Left Lower Leg_Az_AvgDeriv;Left Lower Leg_Az_Skew;Left Lower Leg_Az_Kurt;Left Lower Leg_Az_IQR;Left Lower Leg_Az_ZCR;Left Lower Leg_Az_MCR;Left Lower Leg_Az_DomFreq;Left Lower Leg_Az_Energy;Left Lower Leg_Az_SpecEnt;Left Lower Leg_Gx_Mean;Left Lower Leg_Gx_Median;Left Lower Leg_Gx_Std;Left Lower Leg_Gx_Var;Left Lower Leg_Gx_RMS;Left Lower Leg_Gx_AvgDeriv;Left Lower Leg_Gx_Skew;Left Lower Leg_Gx_Kurt;Left Lower Leg_Gx_IQR;Left Lower Leg_Gx_ZCR;Left Lower Leg_Gx_MCR;Left Lower Leg_Gx_DomFreq;Left Lower Leg_Gx_Energy;Left Lower Leg_Gx_SpecEnt;Left Lower Leg_Gy_Mean;Left Lower Leg_Gy_Median;Left Lower Leg_Gy_Std;Left Lower Leg_Gy_Var;Left Lower Leg_Gy_RMS;Left Lower Leg_Gy_AvgDeriv;Left Lower Leg_Gy_Skew;Left Lower Leg_Gy_Kurt;Left Lower Leg_Gy_IQR;Left Lower Leg_Gy_ZCR;Left Lower Leg_Gy_MCR;Left Lower Leg_Gy_DomFreq;Left Lower Leg_Gy_Energy;Left Lower Leg_Gy_SpecEnt;Left Lower Leg_Gz_Mean;Left Lower Leg_Gz_Median;Left Lower Leg_Gz_Std;Left Lower Leg_Gz_Var;Left Lower Leg_Gz_RMS;Left Lower Leg_Gz_AvgDeriv;Left Lower Leg_Gz_Skew;Left Lower Leg_Gz_Kurt;Left Lower Leg_Gz_IQR;Left Lower Leg_Gz_ZCR;Left Lower Leg_Gz_MCR;Left Lower Leg_Gz_DomFreq;Left Lower Leg_Gz_Energy;Left Lower Leg_Gz_SpecEnt;Left Lower Leg_Corr_AxAy;Left Lower Leg_Corr_AxAz;Left Lower Leg_Corr_AyAz;Left Lower Leg_Corr_GxGy;Left Lower Leg_Corr_GxGz;Left Lower Leg_Corr_GyGz;Left Lower Leg_Corr_AxGx;Left Lower Leg_Corr_AyGy;Left Lower Leg_Corr_AzGz;Left Lower Leg_Corr_AxGy;Left Lower Leg_Corr_AxGz;Left Lower Leg_Corr_AyGx;Left Lower Leg_Corr_AyGz;Left Lower Leg_Corr_AzGx;Left Lower Leg_Corr_AzGy;Left Lower Leg_AI;Left Lower Leg_VI;Left Lower Leg_SMA;Left Lower Leg_EVA1;Left Lower Leg_EVA2;Left Lower Leg_CAGH;Left Lower Leg_AVH;Left Lower Leg_AVG;Left Lower Leg_ARATG;Left Lower Leg_AAE;Left Lower Leg_ARE
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.171554;1.356000;1.022719;1.045954;1.555150;0.458975;-0.726309;3.987916;1.253992;0.137255;0.137255;0.000000;193.457969;1.400107;9.615293;9.539850;0.983438;0.967150;9.665455;0.414649;6.669848;59.077125;0.295475;0.274510;0.274510;0.000000;9479.750230;0.052484;-1.242160;-1.281650;0.891363;0.794528;1.528885;0.452067;1.639140;11.658618;0.760685;0.215686;0.215686;0.000000;197.909318;1.245301;1.900718;2.082200;10.061994;101.243731;10.239944;3.001134;-0.238646;0.049824;11.409275;0.127451;0.127451;2.509804;5531.963887;2.739183;4.263151;2.455450;8.817518;77.748627;9.794033;4.249174;0.795679;0.465659;10.336550;0.186275;0.186275;0.000000;5824.933762;2.685856;0.000000;0.000000;0.270701;-0.293439;-0.101474;0.020508;0.000000;0.220979;-0.102422;0.000000;0.000000;0.216731;-0.087324;0.701797;-0.190686;10.952980;0.871730;15.921143;1.294344;0.738692;0.000000;9.757415;5.029297;-1.097514;120.839505;203.117035
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.736547;0.646125;1.233558;1.521664;1.436721;0.481745;4.274543;32.269318;1.342043;0.068627;0.068627;0.000000;133.333338;2.790013;9.578256;9.564350;0.490611;0.240699;9.590813;0.224735;4.501813;39.999383;0.197200;0.333333;0.333333;0.000000;9370.179209;0.015041;-1.463474;-1.542500;0.686227;0.470907;1.616374;0.325874;5.148330;36.250845;0.425825;0.274510;0.274510;0.000000;242.620679;0.663494;2.953311;3.827400;10.566800;111.657258;10.971750;2.296811;-0.817628;1.090292;9.098062;0.088235;0.088235;1.505882;6584.252596;2.057645;2.825655;0.473455;13.146720;172.836260;13.446954;5.632988;1.014002;4.764126;9.115850;0.147059;0.147059;6.023529;9657.323206;3.127328;0.000000;0.000000;0.732389;0.252151;0.014123;-0.353171;0.000000;0.060321;-0.071624;0.000000;0.000000;0.630976;-0.166306;0.617332;0.091312;10.886994;0.521208;15.467815;1.676515;0.103298;0.000000;9.682578;5.029297;-1.423020;119.047852;303.812552
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.158496;0.044074;1.088644;1.185146;1.100121;0.353977;7.686438;69.606164;0.144064;0.166667;0.166667;5.521569;63.557355;3.778088;9.548073;9.535200;0.480683;0.231056;9.560165;0.178034;4.965289;44.874056;0.071550;0.225490;0.225490;0.000000;9310.809497;0.014658;-1.694848;-1.922800;0.698544;0.487964;1.833160;0.212259;5.746003;40.515186;0.241150;0.117647;0.117647;0.000000;318.044782;0.529521;3.074909;1.766200;8.446767;71.347876;8.989046;1.349516;-0.522249;3.586195;6.290254;0.019608;0.019608;0.000000;4603.163948;2.458815;-0.029511;-0.273775;11.437986;130.827519;11.438024;3.919891;1.861121;11.227328;2.078982;0.176471;0.176471;4.517647;6691.286112;3.052937;0.000000;0.000000;0.867806;0.449599;0.005408;-0.225620;0.000000;0.168185;-0.119876;0.000000;0.000000;0.730585;-0.209846;0.620651;0.207182;10.820776;0.517821;14.863131;1.380264;0.049961;0.000000;9.615886;5.029297;-1.521966;117.607013;214.991804
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.065216;0.067315;0.059675;0.003561;0.088398;0.023752;-0.266665;0.766562;0.060077;0.166667;0.166667;0.000000;0.615548;1.305615;9.513427;9.510500;0.022380;0.000501;9.513454;0.018065;0.754462;0.402771;0.024950;0.303922;0.303922;0.000000;9231.566392;0.000048;-2.006610;-2.021700;0.057005;0.003250;2.007419;0.018568;0.260739;-1.396837;0.109125;0.078431;0.078431;0.000000;410.867317;0.004009;0.647822;0.487115;0.906705;0.822115;1.114355;0.245259;0.175420;-0.224554;1.224125;0.098039;0.098039;0.000000;84.735101;1.597118;-0.262824;-0.226940;0.578499;0.334661;0.635403;0.315746;-0.309179;1.886887;0.459274;0.303922;0.303922;0.000000;24.139039;2.629400;0.000000;0.000000;-0.106953;-0.159085;-0.111296;0.243407;0.000000;0.459642;-0.098536;0.000000;0.000000;0.040686;-0.196040;0.481064;-0.082114;10.747708;0.000394;14.589190;0.003603;0.000499;0.000000;9.575357;5.029297;-1.995600;115.513617;5.675258
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.077650;0.079447;0.029736;0.000884;0.083149;0.020698;-0.124050;-0.326744;0.036820;0.235294;0.235294;0.000000;0.660116;0.454852;9.498751;9.498300;0.017211;0.000296;9.498767;0.018670;-0.075803;-0.161962;0.024250;0.500000;0.500000;0.000000;9203.094701;0.000029;-2.069100;-2.069700;0.028855;0.000833;2.069301;0.019075;-0.231269;2.191788;0.024300;0.303922;0.303922;0.000000;436.722305;0.001288;0.709383;0.667360;0.714558;0.510593;1.006884;0.201230;0.179054;1.024743;0.734470;0.186275;0.186275;0.000000;77.372169;1.355178;-0.275484;-0.283335;0.378292;0.143104;0.467970;0.253499;0.027445;0.101748;0.408212;0.343137;0.343137;0.000000;15.040773;2.079711;0.000000;0.000000;-0.046885;0.435128;0.241478;0.014968;0.000000;0.010641;0.019305;0.000000;0.000000;0.116707;-0.260743;0.274475;0.121914;10.734675;0.000232;14.576401;0.000894;0.000298;0.000000;9.557527;5.029297;-2.072191;115.233480;5.514819
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.115000;0.116260;0.046984;0.002208;0.124228;0.020593;-0.330851;-0.672615;0.072662;0.137255;0.137255;0.000000;1.461567;0.412880;9.487715;9.486100;0.017812;0.000317;9.487731;0.016748;0.594518;0.447589;0.024275;0.421569;0.421569;0.000000;9181.722907;0.000031;-2.111230;-2.106650;0.040488;0.001639;2.111619;0.019684;-0.397560;-0.771693;0.063650;0.186275;0.186275;0.000000;454.727590;0.002204;0.834412;0.957130;0.538652;0.290146;0.993171;0.179676;-1.736205;4.756686;0.560133;0.127451;0.127451;0.000000;85.816858;0.853287;-0.402108;-0.418760;0.444194;0.197309;0.599165;0.239568;0.201740;-0.450534;0.623912;0.245098;0.245098;0.000000;26.557147;1.695082;0.000000;0.000000;-0.444685;-0.235270;0.081711;-0.246368;0.000000;0.266306;-0.019050;0.000000;0.000000;-0.637071;-0.369901;0.419518;-0.085292;10.725308;0.000242;14.602715;0.002301;0.000249;0.000000;9.548285;5.029297;-2.105387;115.032480;5.804321
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;2.581744;2.517900;0.795912;0.633476;2.701643;0.330318;1.292718;6.675760;1.001575;0.098039;0.098039;0.000000;712.367625;0.309912;8.981684;8.986000;1.144585;1.310075;9.054321;0.412484;6.532202;61.943248;0.248625;0.176471;0.176471;0.000000;8296.345445;0.078403;-2.511756;-2.418350;0.910009;0.828117;2.671523;0.360504;-6.969222;62.369980;0.427975;0.196078;0.196078;0.000000;686.567454;0.467697;1.269377;0.855815;5.723627;32.759901;5.862697;1.797080;-1.041976;4.633589;8.415225;0.107843;0.107843;0.501961;1842.902695;2.314393;0.387010;0.781695;5.654960;31.978576;5.668188;2.582749;-3.486634;22.927718;5.600950;0.176471;0.176471;1.003922;1649.333205;3.248469;0.000000;0.000000;0.521982;-0.358228;0.555854;0.040310;0.000000;-0.293782;-0.523544;0.000000;0.000000;-0.424975;-0.483836;-0.940618;0.405596;10.629913;1.284556;16.563428;1.570755;0.392038;0.000000;9.380644;5.029297;-2.538884;114.279603;73.636606
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.963972;1.760100;0.651053;0.423870;2.069071;0.141932;1.080808;0.086618;0.816475;0.107843;0.107843;0.000000;415.059286;0.301011;9.090530;9.095400;0.099579;0.009916;9.091076;0.071381;-0.347561;0.176903;0.122850;0.313725;0.313725;0.000000;8429.555485;0.000813;-2.726354;-2.863400;0.338609;0.114656;2.747301;0.079974;0.508352;-1.182791;0.602350;0.049020;0.049020;0.000000;764.018687;0.057319;3.138301;2.175550;3.477672;12.094200;4.684350;0.627229;0.685094;-0.530245;5.057985;0.058824;0.058824;0.000000;1621.437789;1.305081;0.417987;0.078206;3.790394;14.367090;3.813372;1.461859;0.115387;-0.250989;5.069600;0.166667;0.166667;1.003922;751.043334;2.297159;0.000000;0.000000;-0.583886;0.107010;-0.133644;0.489269;0.000000;-0.182980;0.343253;0.000000;0.000000;0.895399;-0.322150;-0.376854;0.423788;10.579038;0.012677;16.054502;0.431534;0.006547;0.000000;9.410198;5.029297;-2.566504;111.928713;44.032597
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.672799;1.726200;0.223453;0.049931;1.687658;0.083044;-0.381991;-1.020403;0.399175;0.127451;0.127451;0.000000;287.972562;0.070812;9.070214;9.077100;0.068356;0.004673;9.070471;0.056170;0.068889;-0.465084;0.104775;0.303922;0.303922;0.000000;8391.653568;0.000418;-3.025835;-3.028700;0.090651;0.008218;3.027193;0.055528;0.542077;0.255954;0.107675;0.254902;0.254902;0.000000;934.298511;0.005099;0.668550;0.782820;1.655082;2.739295;1.785008;0.385811;0.001657;-0.984070;2.692673;0.078431;0.078431;1.505882;185.293913;1.935431;-0.277595;0.030361;3.510718;12.325143;3.521676;1.096311;-0.023611;0.416503;4.301575;0.078431;0.078431;1.003922;636.535028;2.372000;0.000000;0.000000;-0.445376;-0.062388;-0.134416;0.665359;0.000000;-0.347544;0.109274;0.000000;0.000000;0.393465;-0.345654;-0.024335;0.194615;10.493749;0.002867;15.743013;0.051436;0.003709;0.000000;9.282576;5.029297;-3.025145;110.121637;24.752352
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.748409;1.751100;0.136111;0.018526;1.753699;0.053977;-0.481759;-0.182050;0.213925;0.196078;0.196078;0.000000;312.752176;0.026126;9.052659;9.047300;0.054392;0.002958;9.052822;0.048507;-0.086544;-0.357291;0.082150;0.323529;0.323529;0.000000;8359.115437;0.000275;-3.038473;-3.033650;0.067491;0.004555;3.039222;0.041604;-0.129645;-0.335292;0.092900;0.264706;0.264706;0.000000;941.928866;0.002925;0.181342;0.200125;1.379944;1.904245;1.391808;0.250288;0.348132;-0.696074;2.120143;0.058824;0.058824;1.003922;100.472050;1.233023;-0.270869;-0.069257;2.914012;8.491464;2.926574;0.710852;0.019501;1.317364;3.001375;0.088235;0.088235;1.003922;440.548602;1.950052;0.000000;0.000000;-0.326080;0.003192;0.146153;0.765176;0.000000;-0.080383;-0.040005;0.000000;0.000000;0.236646;0.032875;0.029257;0.016858;10.489378;0.002004;15.801068;0.019079;0.002618;0.000000;9.265805;5.029297;-3.077208;110.029050;19.738834
