Left Wrist_Ax_Mean;Left Wrist_Ax_Median;Left Wrist_Ax_Std;Left Wrist_Ax_Var;Left Wrist_Ax_RMS;Left Wrist_Ax_AvgDeriv;Left Wrist_Ax_Skew;Left Wrist_Ax_Kurt;Left Wrist_Ax_IQR;Left Wrist_Ax_ZCR;Left Wrist_Ax_MCR;Left Wrist_Ax_DomFreq;Left Wrist_Ax_Energy;Left Wrist_Ax_SpecEnt;Left Wrist_Ay_Mean;Left Wrist_Ay_Median;Left Wrist_Ay_Std;Left Wrist_Ay_Var;Left Wrist_Ay_RMS;Left Wrist_Ay_AvgDeriv;Left Wrist_Ay_Skew;Left Wrist_Ay_Kurt;Left Wrist_Ay_IQR;Left Wrist_Ay_ZCR;Left Wrist_Ay_MCR;Left Wrist_Ay_DomFreq;Left Wrist_Ay_Energy;Left Wrist_Ay_SpecEnt;Left Wrist_Az_Mean;Left Wrist_Az_Median;Left Wrist_Az_Std;Left Wrist_Az_Var;Left Wrist_Az_RMS;Left Wrist_Az_AvgDeriv;Left Wrist_Az_Skew;Left Wrist_Az_Kurt;Left Wrist_Az_IQR;Left Wrist_Az_ZCR;Left Wrist_Az_MCR;Left Wrist_Az_DomFreq;Left Wrist_Az_Energy;Left Wrist_Az_SpecEnt;Left Wrist_Gx_Mean;Left Wrist_Gx_Median;Left Wrist_Gx_Std;Left Wrist_Gx_Var;Left Wrist_Gx_RMS;Left Wrist_Gx_AvgDeriv;Left Wrist_Gx_Skew;Left Wrist_Gx_Kurt;Left Wrist_Gx_IQR;Left Wrist_Gx_ZCR;Left Wrist_Gx_MCR;Left Wrist_Gx_DomFreq;Left Wrist_Gx_Energy;Left Wrist_Gx_SpecEnt;Left Wrist_Gy_Mean;Left Wrist_Gy_Median;Left Wrist_Gy_Std;Left Wrist_Gy_Var;Left Wrist_Gy_RMS;Left Wrist_Gy_AvgDeriv;Left Wrist_Gy_Skew;Left Wrist_Gy_Kurt;Left Wrist_Gy_IQR;Left Wrist_Gy_ZCR;Left Wrist_Gy_MCR;Left Wrist_Gy_DomFreq;Left Wrist_Gy_Energy;Left Wrist_Gy_SpecEnt;Left Wrist_Gz_Mean;Left Wrist_Gz_Median;Left Wrist_Gz_Std;Left Wrist_Gz_Var;Left Wrist_Gz_RMS;Left Wrist_Gz_AvgDeriv;Left Wrist_Gz_Skew;Left Wrist_Gz_Kurt;Left Wrist_Gz_IQR;Left Wrist_Gz_ZCR;Left Wrist_Gz_MCR;Left Wrist_Gz_DomFreq;Left Wrist_Gz_Energy;Left Wrist_Gz_SpecEnt;Left Wrist_Corr_AxAy;Left Wrist_Corr_AxAz;Left Wrist_Corr_AyAz;Left Wrist_Corr_GxGy;Left Wrist_Corr_GxGz;Left Wrist_Corr_GyGz;Left Wrist_Corr_AxGx;Left Wrist_Corr_AyGy;Left Wrist_Corr_AzGz;Left Wrist_Corr_AxGy;Left Wrist_Corr_AxGz;Left Wrist_Corr_AyGx;Left Wrist_Corr_AyGz;Left Wrist_Corr_AzGx;Left Wrist_Corr_AzGy;Left Wrist_AI;Left Wrist_VI;Left Wrist_SMA;Left Wrist_EVA1;Left Wrist_EVA2;Left Wrist_CAGH;Left Wrist_AVH;Left Wrist_AVG;Left Wrist_ARATG;Left Wrist_AAE;Left Wrist_ARE
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.149478;-1.091750;0.767291;0.588736;1.382040;0.383594;-1.604196;7.150519;0.618932;0.254902;0.254902;0.000000;164.814352;1.058052;7.874326;9.207300;3.216254;10.344289;8.505839;0.263343;-1.037352;-0.407781;4.535200;0.009804;0.009804;0.000000;6852.160436;0.369735;3.637391;1.742950;3.434915;11.798639;5.002924;0.284909;0.749341;-0.865174;5.898475;0.009804;0.009804;0.000000;1951.302245;0.935002;-32.157633;-18.450000;48.515273;2353.731678;58.205197;3.485001;-0.675230;-0.974155;77.865000;0.039216;0.039216;0.501961;225520.090217;0.932131;-6.508659;-5.788650;25.579630;654.317457;26.394698;6.674210;-0.226251;-0.746853;36.812000;0.098039;0.098039;0.501961;37691.787182;1.990519;0.000000;0.000000;-0.185429;-0.515953;-0.174329;0.614404;0.000000;0.294270;-0.111242;0.000000;0.000000;-0.075446;0.010403;-0.863818;0.104613;8.130567;9.153218;10.041245;10.468337;0.572935;0.000000;9.269759;1.005859;1.957255;75.259335;4109.554362
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.462832;-1.511850;0.859119;0.738086;1.696456;0.443862;-0.480572;2.483180;1.149775;0.156863;0.156863;0.000000;255.931141;0.864657;4.448419;2.693000;3.324252;11.050653;5.553295;0.278505;1.162702;-0.275009;2.904875;0.009804;0.009804;0.000000;2582.057429;0.813745;7.933477;9.328650;2.605258;6.787367;8.350295;0.296580;-1.333165;0.820399;2.594575;0.009804;0.009804;0.000000;6766.212959;0.291633;-36.009086;-8.378700;44.702230;1998.289373;57.401600;3.521151;-0.841197;-0.814441;63.577175;0.009804;0.009804;0.000000;234172.029992;0.990328;-5.749224;-3.021850;21.911988;480.135204;22.653670;6.293831;-0.485131;0.234758;24.583150;0.098039;0.098039;0.501961;27858.361367;2.139505;0.000000;0.000000;-0.066003;0.656039;0.322754;0.660329;0.000000;0.006586;-0.440326;0.000000;0.000000;-0.098851;-0.035239;-0.929097;-0.728633;4.999706;9.719994;6.928692;11.163544;0.741915;0.000000;6.107236;1.005859;6.806031;34.717049;3877.859840
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.591057;-1.482550;0.612703;0.375405;1.704954;0.216307;0.111075;-0.944036;0.994325;0.078431;0.078431;0.000000;277.358784;0.392050;2.567730;2.515450;0.290027;0.084116;2.584058;0.129741;2.048647;5.888989;0.269350;0.196078;0.196078;0.000000;676.800502;0.056317;9.517046;9.509000;0.165111;0.027262;9.518478;0.090474;0.416083;0.406829;0.234925;0.205882;0.205882;0.000000;9239.956839;0.001864;-0.476464;-0.941200;4.153520;17.251730;4.180759;1.352410;1.007488;1.345852;5.024575;0.098039;0.098039;1.003922;903.100092;2.440102;-1.242180;-1.628400;13.850747;191.843197;13.906337;3.720272;0.248937;-0.164728;19.300875;0.098039;0.098039;1.003922;9941.757194;2.259099;0.000000;0.000000;0.502662;0.017021;-0.062321;-0.667815;0.000000;0.039331;0.214160;0.000000;0.000000;0.814658;0.033879;0.624106;-0.239306;3.240721;0.081952;5.158788;0.404581;0.059490;0.000000;3.106796;1.005859;9.571791;10.584224;301.466384
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.297792;-1.248900;0.604908;0.365914;1.431844;0.167244;-0.418751;-0.383038;0.842833;0.088235;0.088235;0.000000;190.462207;0.490085;2.532023;2.540950;0.125884;0.015847;2.535150;0.068678;-0.710649;1.526160;0.157650;0.176471;0.176471;0.000000;654.744289;0.012930;9.550396;9.561600;0.125970;0.015869;9.551227;0.074468;-0.205370;1.590713;0.153350;0.264706;0.264706;0.000000;9304.236904;0.001146;-0.458434;-0.224050;2.360280;5.570923;2.404389;0.836502;-0.319573;-0.116234;2.699550;0.147059;0.147059;1.003922;305.665285;2.377847;-4.848846;-3.703900;12.970565;168.235562;13.847269;3.144110;-0.599724;-0.038045;16.272625;0.098039;0.098039;1.003922;10978.233684;1.885101;0.000000;0.000000;0.759698;0.315771;-0.094636;-0.849346;0.000000;0.247810;0.017594;0.000000;0.000000;0.817299;-0.032647;0.771123;0.195405;3.071111;0.045439;4.829814;0.378941;0.006599;0.000000;2.954551;1.005859;9.575212;9.477162;288.753888
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.885050;-0.724515;0.413617;0.171079;0.976930;0.117924;-1.026860;0.034191;0.344167;0.049020;0.049020;0.000000;88.623232;0.530404;2.597373;2.625750;0.084277;0.007103;2.598739;0.043191;-1.062872;0.538391;0.096950;0.147059;0.147059;0.000000;688.489746;0.005857;9.593323;9.595550;0.074834;0.005600;9.593614;0.051638;1.140061;6.555011;0.068900;0.264706;0.264706;0.000000;9387.534370;0.000452;-0.771084;-0.844955;1.299789;1.689451;1.511298;0.553022;0.529938;2.305015;1.061813;0.215686;0.215686;0.000000;146.811740;2.346127;-1.938730;-0.181895;9.177500;84.226509;9.380042;2.064110;-2.468347;6.718602;3.790975;0.098039;0.098039;1.003922;4679.009882;2.368304;0.000000;0.000000;0.763363;0.503322;-0.173081;-0.753426;0.000000;0.457405;-0.037821;0.000000;0.000000;0.700058;-0.109745;0.558872;0.395125;2.948900;0.011827;4.482423;0.177025;0.002921;0.000000;2.787457;1.005859;9.638193;8.707840;182.306642
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.664437;-0.665140;0.075087;0.005638;0.668666;0.053469;0.838080;3.036930;0.072467;0.313725;0.313725;0.000000;45.318104;0.058453;2.669680;2.662300;0.040142;0.001611;2.669982;0.027956;0.367853;-0.448711;0.060075;0.235294;0.235294;0.000000;727.056031;0.001474;9.606119;9.604750;0.034375;0.001182;9.606180;0.033158;0.597434;0.348364;0.037525;0.450980;0.450980;0.000000;9412.366819;0.000104;-0.852651;-0.916080;0.478948;0.229391;0.977960;0.263687;-0.123100;1.009568;0.439955;0.215686;0.215686;0.000000;85.866051;0.807066;-0.113102;-0.112670;1.264993;1.600208;1.270039;0.644569;0.351670;0.873083;1.350433;0.254902;0.254902;5.521569;83.022410;3.004944;0.000000;0.000000;0.289002;0.258559;-0.345097;-0.807604;0.000000;0.101932;-0.236386;0.000000;0.000000;0.556189;-0.201630;0.071125;0.220794;2.928258;0.001222;4.334117;0.005876;0.001445;0.000000;2.754886;1.005859;9.664029;8.575919;94.848101
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.817960;-1.104750;0.710294;0.504517;1.083317;0.054905;2.155260;3.352156;0.125625;0.029412;0.029412;0.000000;93.981896;1.126517;9.694879;9.699200;0.079249;0.006280;9.695203;0.038841;-0.925654;3.500999;0.053750;0.333333;0.333333;0.000000;9587.370424;0.000475;1.387024;1.266300;0.235090;0.055267;1.406805;0.027797;1.503486;1.123768;0.197800;0.049020;0.049020;0.000000;199.049877;0.096372;-3.488756;-1.563400;4.808801;23.124567;5.941043;0.352356;-2.156605;3.405969;1.701875;0.009804;0.009804;0.000000;2421.010133;1.669530;-12.800071;-0.459455;19.055656;363.118033;22.955606;0.965094;-1.024664;-0.637384;28.525728;0.009804;0.009804;0.000000;35231.602275;1.223950;0.000000;0.000000;-0.337467;-0.876763;-0.933939;0.790812;0.000000;-0.972710;-0.111350;0.000000;0.000000;0.876450;-0.776609;0.024091;0.351093;9.806430;0.004469;11.743780;0.510243;0.005612;0.000000;9.811837;1.005859;1.287569;96.170543;564.234950
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;1.740372;1.637250;2.538449;6.443723;3.077762;0.119256;0.275025;-1.312124;4.999923;0.009804;0.009804;0.000000;637.642831;1.350507;9.086563;9.495400;0.773914;0.598942;9.119461;0.112813;-0.755533;-0.984069;1.236175;0.009804;0.009804;0.000000;8452.243431;0.028323;1.805943;1.804850;0.370264;0.137096;1.843509;0.060956;0.113732;-0.876298;0.605350;0.058824;0.058824;0.000000;339.660378;0.129494;-1.142915;-1.990000;9.977436;99.549227;10.042683;0.817141;0.164426;-1.046154;18.392475;0.029412;0.029412;0.501961;5210.414309;1.045022;-15.106985;-12.515500;20.431575;417.449252;25.410043;2.197353;-0.272970;-0.974349;30.411518;0.049020;0.049020;0.000000;44569.366155;1.126574;0.000000;0.000000;-0.909662;0.243974;0.183563;0.678588;0.000000;0.566048;-0.559152;0.000000;0.000000;0.747476;0.371208;-0.649188;-0.762085;9.671325;0.102658;12.563572;7.015602;0.096792;0.000000;9.580912;1.005859;1.647587;93.637184;749.924268
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;3.905890;3.981900;2.835109;8.037842;4.826367;1.269364;-0.641426;1.788713;3.588750;0.137255;0.137255;0.000000;1966.040472;0.936912;8.357842;8.313950;1.219915;1.488192;8.446403;0.742402;0.310109;0.130222;1.788125;0.215686;0.215686;0.000000;7200.964349;0.091670;2.028879;1.987850;1.647297;2.713588;2.613415;0.622421;0.801847;1.973361;1.022950;0.166667;0.166667;0.000000;558.263017;1.253730;-19.257575;-10.330500;32.624207;1064.338874;37.883942;3.549200;-0.724146;-0.834318;54.925750;0.029412;0.029412;0.501961;92114.637515;1.176616;-5.536589;-1.918300;27.995836;783.766820;28.538056;10.564225;-0.872543;2.152240;35.411750;0.137255;0.137255;1.003922;43131.243544;2.620814;0.000000;0.000000;-0.448473;-0.359955;0.326221;-0.310023;0.000000;0.514390;-0.017252;0.000000;0.000000;-0.643121;-0.438350;0.226637;-0.199079;9.712161;1.309472;13.661961;8.469635;1.150717;0.000000;9.471588;1.005859;1.850958;95.635537;2256.443663
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;0.502531;-1.634250;4.298016;18.472938;4.327294;1.483014;0.674493;-0.851767;6.926175;0.068627;0.068627;0.501961;967.915753;1.519048;5.849494;6.276150;3.022342;9.134552;6.584158;0.814156;-0.121375;-0.970030;4.844775;0.029412;0.029412;0.000000;3956.051000;0.532670;5.308756;6.502700;3.784704;14.323983;6.519729;0.722150;-0.320462;-1.436082;7.327300;0.049020;0.049020;0.000000;3605.390689;0.763763;-41.241881;-38.921500;24.992646;624.632349;48.223699;4.146364;0.155234;-0.595810;38.694500;0.039216;0.039216;0.000000;205347.485918;0.581037;-11.749168;-11.603500;28.360645;804.326211;30.698032;13.118381;-0.353407;1.455797;33.273975;0.166667;0.166667;0.000000;55117.638307;2.674370;0.000000;0.000000;0.523017;-0.109546;-0.015359;-0.480194;0.000000;0.332580;0.127271;0.000000;0.000000;-0.864517;-0.179625;-0.744873;-0.325224;7.347051;9.097446;10.592434;22.265837;5.614994;0.000000;7.885655;1.005859;3.325623;63.076610;3310.401164
