Mean_X;Median_X;Std_X;Variance_X;RMS_X;AvgDerivative_X;Skewness_X;Kurtosis_X;IQR_X;ZeroCross_X;MeanCross_X;MedianAbsDev_X;Range_X;Mean_Y;Median_Y;Std_Y;Variance_Y;RMS_Y;AvgDerivative_Y;Skewness_Y;Kurtosis_Y;IQR_Y;ZeroCross_Y;MeanCross_Y;MedianAbsDev_Y;Range_Y;Mean_Z;Median_Z;Std_Z;Variance_Z;RMS_Z;AvgDerivative_Z;Skewness_Z;Kurtosis_Z;IQR_Z;ZeroCross_Z;MeanCross_Z;MedianAbsDev_Z;Range_Z;Correlation_XY;Correlation_XZ;Correlation_YZ;FFT_Max_X;FFT_Min_X;MeanFFT_X;StdFFT_X;FFT_Energy_X;FFT_DominantFreq_X;SkewnessFFT_X;KurtosisFFT_X;SpectralEntropy_X;FFT_Max_Y;FFT_Min_Y;MeanFFT_Y;StdFFT_Y;FFT_Energy_Y;FFT_DominantFreq_Y;SkewnessFFT_Y;KurtosisFFT_Y;SpectralEntropy_Y;FFT_Max_Z;FFT_Min_Z;MeanFFT_Z;StdFFT_Z;FFT_Energy_Z;FFT_DominantFreq_Z;SkewnessFFT_Z;KurtosisFFT_Z;SpectralEntropy_Z;AI;VI;SMA;EVA1;EVA2;CAGH;AVH;AVG;ARATG;DF;ENERGY;AAE;MaxAccel_X;MaxAccel_Y;MaxAccel_Z;MinAccel_X;MinAccel_Y;MinAccel_Z;RMSAccel_X;RMSAccel_Y;RMSAccel_Z;TotalEnergy;SignalMagnitude_X;SignalMagnitude_Y;SignalMagnitude_Z;Cov_XY;Cov_XZ;Cov_YZ;EntropyTime_X;EntropyTime_Y;EntropyTime_Z;Max_X;Max_Y;Max_Z;Min_X;Min_Y;Min_Z;MaxFFT_X;MaxFFT_Y;MaxFFT_Z
0.085651;0.090558;0.021299;0.000454;0.088260;0.014713;0.357880;0.980445;0.036084;0.000000;14.912621;0.012312;0.134102;9.466961;9.472500;0.012041;0.000145;9.466969;0.013006;-0.243226;-0.076771;0.012400;0.000000;24.854369;0.011600;0.061000;-2.190459;-2.191300;0.022603;0.000511;2.190576;0.014729;0.405315;0.002777;0.024400;0.000000;11.433010;0.012200;0.110000;0.194293;0.279888;0.132974;8.822087;0.016825;0.325171;1.198855;0.778985;0.000000;6.846330;45.529953;0.209780;975.097000;0.015246;18.861550;133.899755;9231.212897;0.000000;7.001399;47.019594;0.000015;225.617300;0.025453;4.508818;30.961746;494.231806;0.000000;7.001143;47.017248;0.000721;9.717498;0.000148;11.743072;0.000634;0.000349;0.070650;9.869579;0.081179;1.798174;11.433010;9726.273207;3242.074563;0.163580;9.497500;-2.118100;0.029478;9.436500;-2.228100;0.088260;9.466969;2.190576;9726.223689;0.088260;9.466969;2.190576;0.000050;0.000136;0.000037;2.007616;2.031111;2.169287;0.163580;9.497500;-2.118100;0.029478;9.436500;-2.228100;8.822087;975.097000;225.617300
0.082214;0.079030;0.026125;0.000683;0.086265;0.015696;-0.101911;0.437630;0.036566;0.000000;10.039216;0.023710;0.158123;9.467306;9.461600;0.011724;0.000137;9.467313;0.012109;0.154247;-0.215467;0.012500;0.000000;24.094118;0.011350;0.060500;-2.182142;-2.179600;0.019751;0.000390;2.182232;0.015478;0.413457;0.251269;0.024625;0.000000;15.560784;0.012200;0.108500;0.267826;0.297605;0.035167;8.385822;0.008744;0.330962;1.145089;0.724311;0.000000;6.705930;44.103331;0.291323;965.665200;0.019276;18.674991;132.605163;9142.254910;0.000000;7.001399;47.019592;0.000014;222.578500;0.015421;4.439345;30.545809;485.717852;0.000000;7.001245;47.018183;0.000581;9.715938;0.000147;11.731662;0.000766;0.000331;0.143802;9.772424;0.090743;1.797332;19.074510;9628.751184;3209.565691;0.163580;9.497500;-2.118100;0.005457;9.437000;-2.226600;0.086265;9.467313;2.182232;9628.697073;0.086265;9.467313;2.182232;0.000083;0.000155;0.000008;2.118949;1.899370;2.202868;0.163580;9.497500;-2.118100;0.005457;9.437000;-2.226600;8.385822;965.665200;222.578500
0.049776;0.053978;0.028410;0.000807;0.057313;0.017419;0.197896;-0.143025;0.036637;3.011765;14.556863;0.024017;0.146538;9.466350;9.461000;0.011324;0.000128;9.466357;0.011827;0.067464;-0.252311;0.012375;0.000000;24.094118;0.011400;0.060800;-2.186856;-2.190000;0.017206;0.000296;2.186924;0.015826;0.229492;-0.230972;0.024400;0.000000;20.078431;0.012150;0.085600;0.048028;0.032967;0.172555;5.077146;0.014499;0.311301;0.693242;0.294408;0.000000;6.266593;39.994660;0.810553;965.567700;0.004591;18.668174;132.592465;9140.408356;0.000000;7.001399;47.019592;0.000013;223.059300;0.009425;4.423495;30.615324;487.813708;0.000000;7.001267;47.018385;0.000448;9.715848;0.000122;11.703615;0.000816;0.000305;0.036544;9.772485;0.062641;1.797827;15.560784;9628.572464;3209.505491;0.127610;9.496900;-2.141000;-0.018928;9.436100;-2.226600;0.057313;9.466357;2.186924;9628.516472;0.057313;9.466357;2.186924;0.000016;0.000016;0.000034;2.495465;1.927792;2.157309;0.127610;9.496900;-2.141000;-0.018928;9.436100;-2.226600;5.077146;965.567700;223.059300
0.007634;0.005692;0.030134;0.000908;0.031086;0.016801;0.031544;-1.114026;0.048771;8.450485;8.450485;0.024389;0.121799;9.469262;9.472000;0.010997;0.000121;9.469269;0.011576;-0.229592;-0.078256;0.012450;0.000000;22.368932;0.011500;0.060700;-2.175565;-2.176900;0.019135;0.000366;2.175649;0.016697;0.138847;-0.302051;0.024400;0.000000;18.889320;0.012200;0.086300;-0.067414;-0.279981;0.250161;1.746531;0.015906;0.198064;0.255524;0.052768;0.497087;4.529569;23.612343;1.982963;975.334000;0.008356;18.852471;133.934215;9235.699544;0.000000;7.001399;47.019592;0.000013;224.083200;0.013232;4.450256;30.755042;487.526435;0.000000;7.001203;47.017802;0.000534;9.716036;0.000110;11.671632;0.000963;0.000334;0.045713;9.867602;0.022104;1.796627;8.947573;9723.344921;3241.092916;0.066417;9.496800;-2.128600;-0.055382;9.436100;-2.214900;0.031086;9.469269;2.175649;9723.278748;0.031086;9.469269;2.175649;-0.000023;-0.000163;0.000053;2.855098;1.879029;2.252609;0.066417;9.496800;-2.128600;-0.055382;9.436100;-2.214900;1.746531;975.334000;224.083200
-0.030365;-0.030876;0.027543;0.000759;0.040995;0.016032;-0.678290;0.574325;0.024565;6.462136;18.392233;0.012312;0.133619;9.472781;9.471900;0.013621;0.000186;9.472790;0.013354;0.916603;2.475424;0.023900;0.000000;19.883495;0.011900;0.085000;-2.159485;-2.164400;0.026950;0.000726;2.159654;0.017453;0.859169;0.286186;0.030600;0.000000;14.912621;0.012900;0.122400;0.007726;-0.318102;0.401753;3.127559;0.023845;0.262186;0.443567;0.134036;0.000000;5.270108;30.646952;1.425379;975.696400;0.000938;18.884438;133.980488;9242.567467;0.000000;7.001398;47.019586;0.000019;222.427000;0.014029;4.477173;30.519628;480.365271;0.000000;7.001009;47.016023;0.001029;9.715935;0.000148;11.665362;0.001001;0.000543;0.163448;9.867600;-0.019314;1.794933;9.444660;9723.145182;3241.022258;0.030079;9.532600;-2.079100;-0.103540;9.447600;-2.201500;0.040995;9.472790;2.159654;9723.066773;0.040995;9.472790;2.159654;0.000003;-0.000238;0.000149;2.255986;1.612159;2.653523;0.030079;9.532600;-2.079100;-0.103540;9.447600;-2.201500;3.127559;975.696400;222.427000
-0.066368;-0.067455;0.031119;0.000968;0.073301;0.016040;0.238097;-0.942421;0.049308;1.003922;3.513725;0.024386;0.134238;9.476818;9.471900;0.013699;0.000188;9.476828;0.012999;0.661857;1.696249;0.012475;0.000000;21.584314;0.011900;0.085000;-2.145649;-2.139500;0.025578;0.000654;2.145801;0.014532;-0.016387;-0.270489;0.036075;0.000000;13.050980;0.012900;0.122100;-0.141027;-0.444067;0.431038;6.769556;0.008109;0.321890;0.935299;0.498790;0.000000;6.351417;40.522260;0.522210;966.635400;0.013401;18.710331;132.736075;9160.637129;0.000000;7.001398;47.019585;0.000019;218.856200;0.006600;4.385259;30.032500;469.621958;0.000000;7.000993;47.015875;0.000926;9.716993;0.000145;11.688944;0.001227;0.000459;0.053639;9.772742;-0.054426;1.793453;7.529412;9630.842682;3210.252626;0.005578;9.532600;-2.079100;-0.128660;9.447600;-2.201200;0.073301;9.476828;2.145801;9630.757878;0.073301;9.476828;2.145801;-0.000061;-0.000357;0.000153;2.260684;1.654388;2.369606;0.005578;9.532600;-2.079100;-0.128660;9.447600;-2.201200;6.769556;966.635400;218.856200
-0.090476;-0.091778;0.015632;0.000244;0.091816;0.014400;-0.144687;-0.382829;0.024355;0.000000;19.576471;0.012134;0.073397;9.478049;9.477750;0.010402;0.000108;9.478055;0.010856;0.329743;0.195552;0.012200;0.000000;25.098039;0.006050;0.049100;-2.140048;-2.139300;0.016350;0.000267;2.140110;0.015803;0.538464;1.506305;0.023900;0.000000;23.592157;0.011900;0.110200;0.064608;-0.016382;0.178544;9.228546;0.012508;0.310837;1.251269;0.847444;0.000000;6.957470;46.615123;0.126621;966.761000;0.008937;18.687443;132.756858;9163.013767;0.000000;7.001399;47.019599;0.000012;218.284900;0.039997;4.343479;29.957877;467.153824;0.000000;7.001338;47.019036;0.000438;9.717094;0.000103;11.708573;0.000276;0.000247;0.070172;9.773985;-0.089437;1.792863;6.023529;9631.041388;3210.338345;-0.055263;9.508200;-2.077600;-0.128660;9.459100;-2.187800;0.091816;9.478055;2.140110;9631.015034;0.091816;9.478055;2.140110;0.000011;-0.000004;0.000031;1.996662;1.570336;1.922424;-0.055263;9.508200;-2.077600;-0.128660;9.459100;-2.187800;9.228546;966.761000;218.284900
-0.095495;-0.092075;0.012393;0.000154;0.096296;0.013202;-0.001833;-0.385931;0.012608;0.000000;23.592157;0.012075;0.061201;9.473106;9.471600;0.011909;0.000142;9.473113;0.012386;0.091716;-0.304506;0.023875;0.000000;22.588235;0.011900;0.061400;-2.156708;-2.151300;0.025779;0.000665;2.156862;0.015245;-0.018897;0.214172;0.035800;0.000000;9.537255;0.012500;0.134900;-0.048351;0.020912;0.396501;9.740486;0.013968;0.297549;1.323478;0.938105;0.000000;6.981616;46.838353;0.078740;966.256800;0.016248;18.686649;132.686372;9153.460212;0.000000;7.001399;47.019591;0.000015;219.984200;0.008352;4.413418;30.186483;474.475545;0.000000;7.001013;47.016059;0.000936;9.716022;0.000115;11.725309;0.000698;0.000157;-0.063327;9.772312;-0.094456;1.794647;12.549020;9628.916845;3209.624620;-0.067209;9.508200;-2.077600;-0.128410;9.446800;-2.212500;0.096296;9.473113;2.156862;9628.873861;0.096296;9.473113;2.156862;-0.000007;0.000007;0.000123;1.859978;1.908488;2.260861;-0.067209;9.508200;-2.077600;-0.128410;9.446800;-2.212500;9.740486;966.256800;219.984200
-0.103525;-0.104390;0.017544;0.000308;0.105000;0.016071;1.038561;4.057048;0.024505;0.000000;21.871845;0.012197;0.121784;9.464485;9.459300;0.013465;0.000181;9.464495;0.013325;0.513359;0.184869;0.012750;0.000000;24.357282;0.011600;0.073200;-2.190303;-2.198800;0.025595;0.000655;2.190452;0.012406;0.478444;-0.601070;0.036800;0.000000;9.444660;0.013700;0.109500;0.245134;0.234910;0.488154;10.663025;0.016557;0.362135;1.444574;1.119735;0.000000;6.968817;46.721303;0.124695;974.842000;0.006281;18.855469;133.864914;9226.387249;0.000000;7.001396;47.019572;0.000018;225.601200;0.026024;4.491020;30.962314;494.168703;0.000000;7.000911;47.015114;0.000843;9.715227;0.000131;11.758313;0.000748;0.000282;0.162472;9.866583;-0.102114;1.798216;9.941748;9721.727867;3240.558562;-0.019296;9.508200;-2.126400;-0.141080;9.435000;-2.235900;0.105000;9.464495;2.190452;9721.675687;0.105000;9.464495;2.190452;0.000058;0.000107;0.000170;2.080081;1.707343;2.296748;-0.019296;9.508200;-2.126400;-0.141080;9.435000;-2.235900;10.663025;974.842000;225.601200
-0.113955;-0.116700;0.017228;0.000297;0.115250;0.015003;1.971138;8.133759;0.024080;0.000000;19.386408;0.012070;0.122034;9.461053;9.458700;0.011848;0.000140;9.461061;0.012423;0.715279;1.198746;0.012450;0.000000;22.866019;0.012000;0.073200;-2.206718;-2.211000;0.014406;0.000208;2.206765;0.014139;-0.576643;3.346906;0.012700;0.000000;24.357282;0.011700;0.108800;0.176612;0.061547;0.414103;11.737393;0.037860;0.379525;1.592354;1.352824;0.000000;6.974998;46.777194;0.101579;974.488500;0.007235;18.842370;133.817238;9219.694963;0.000000;7.001398;47.019587;0.000015;227.292000;0.018924;4.499433;31.197269;501.580137;0.000000;7.001352;47.019161;0.000325;9.715691;0.000112;11.781727;0.000319;0.000238;0.173673;9.866154;-0.113311;1.799942;16.900971;9722.655348;3240.875975;-0.019296;9.508200;-2.163400;-0.141330;9.435000;-2.272200;0.115250;9.461061;2.206765;9722.627924;0.115250;9.461061;2.206765;0.000036;0.000015;0.000071;1.777416;1.340060;1.599246;-0.019296;9.508200;-2.163400;-0.141330;9.435000;-2.272200;11.737393;974.488500;227.292000
