Mean_X;Median_X;Std_X;Variance_X;RMS_X;AvgDerivative_X;Skewness_X;Kurtosis_X;IQR_X;ZeroCross_X;MeanCross_X;MedianAbsDev_X;Range_X;Mean_Y;Median_Y;Std_Y;Variance_Y;RMS_Y;AvgDerivative_Y;Skewness_Y;Kurtosis_Y;IQR_Y;ZeroCross_Y;MeanCross_Y;MedianAbsDev_Y;Range_Y;Mean_Z;Median_Z;Std_Z;Variance_Z;RMS_Z;AvgDerivative_Z;Skewness_Z;Kurtosis_Z;IQR_Z;ZeroCross_Z;MeanCross_Z;MedianAbsDev_Z;Range_Z;Correlation_XY;Correlation_XZ;Correlation_YZ;FFT_Max_X;FFT_Min_X;MeanFFT_X;StdFFT_X;FFT_Energy_X;FFT_DominantFreq_X;SkewnessFFT_X;KurtosisFFT_X;SpectralEntropy_X;FFT_Max_Y;FFT_Min_Y;MeanFFT_Y;StdFFT_Y;FFT_Energy_Y;FFT_DominantFreq_Y;SkewnessFFT_Y;KurtosisFFT_Y;SpectralEntropy_Y;FFT_Max_Z;FFT_Min_Z;MeanFFT_Z;StdFFT_Z;FFT_Energy_Z;FFT_DominantFreq_Z;SkewnessFFT_Z;KurtosisFFT_Z;SpectralEntropy_Z;AI;VI;SMA;EVA1;EVA2;CAGH;AVH;AVG;ARATG;DF;ENERGY;AAE;MaxAccel_X;MaxAccel_Y;MaxAccel_Z;MinAccel_X;MinAccel_Y;MinAccel_Z;RMSAccel_X;RMSAccel_Y;RMSAccel_Z;TotalEnergy;SignalMagnitude_X;SignalMagnitude_Y;SignalMagnitude_Z;Cov_XY;Cov_XZ;Cov_YZ;EntropyTime_X;EntropyTime_Y;EntropyTime_Z;Max_X;Max_Y;Max_Z;Min_X;Min_Y;Min_Z;MaxFFT_X;MaxFFT_Y;MaxFFT_Z
1.900279;2.018000;0.828595;0.686569;2.073073;0.276131;0.027909;1.084633;1.006500;1.491262;8.450485;0.433000;4.557250;4.170321;3.141300;2.639130;6.965005;4.935239;0.259692;0.444812;-1.352358;4.784800;0.000000;0.497087;1.661900;8.583290;8.252526;9.394600;2.135627;4.560905;8.524382;0.291525;-0.953595;-0.118703;3.244050;0.000000;0.497087;0.568900;9.077200;-0.504730;0.726480;-0.886396;195.728781;0.460753;9.187514;26.876613;407.297681;0.000000;6.436313;41.645683;0.512626;429.543080;1.538049;19.950093;62.134594;2150.030365;0.000000;5.770811;33.974288;0.631248;850.010200;1.512756;27.401291;116.657574;7249.618054;0.000000;6.747070;44.555234;0.195402;10.041154;0.494540;14.326850;11.274940;0.869938;0.561355;9.287548;1.698031;0.467909;0.497087;10410.419965;3268.982033;4.420200;9.042000;11.724000;-0.137050;0.458710;2.646800;2.073073;4.935239;8.524382;9806.946099;2.073073;4.935239;8.524382;-1.114549;1.298160;-5.044884;2.873529;3.008853;2.638012;4.420200;9.042000;11.724000;-0.137050;0.458710;2.646800;195.728781;429.543080;850.010200
2.144780;2.186500;0.334484;0.111879;2.170705;0.156492;-1.027050;3.455733;0.269650;0.000000;11.930097;0.128600;2.286080;1.920995;1.939300;0.431749;0.186407;1.968916;0.151580;0.347567;5.046802;0.221700;0.000000;11.930097;0.115600;3.109190;9.573941;9.597300;0.239192;0.057213;9.576928;0.126417;-2.478272;10.424175;0.137700;0.000000;19.883495;0.067700;1.842200;0.405867;0.016205;-0.100878;220.912320;0.242217;6.697230;30.084294;479.570067;0.000000;6.938247;46.436192;0.099984;197.862480;0.394119;6.649192;26.975540;389.692798;0.000000;6.843771;45.551349;0.179822;986.115900;0.225452;20.953921;135.156361;9443.961691;0.000000;7.000326;47.009773;0.003867;10.011955;0.066905;13.639716;0.221194;0.082026;0.181209;9.889967;2.150806;0.198019;4.473786;10328.087147;3437.741519;3.075900;3.567900;10.147000;0.789820;0.458710;8.304800;2.170705;1.968916;9.576928;10313.224556;2.170705;1.968916;9.576928;0.059187;0.001309;-0.010520;2.580805;2.236029;2.166005;3.075900;3.567900;10.147000;0.789820;0.458710;8.304800;220.912320;197.862480;986.115900
2.192198;2.194800;0.117479;0.013801;2.195344;0.069572;1.103406;6.413267;0.073200;0.000000;14.556863;0.036800;0.890500;1.972635;1.983400;0.086012;0.007398;1.974510;0.057971;-0.689635;2.877555;0.081925;0.000000;14.054902;0.036900;0.610800;9.586237;9.582350;0.057881;0.003350;9.586412;0.043494;0.064891;2.216770;0.061350;0.000000;15.560784;0.034050;0.390000;0.106426;0.238448;0.024519;223.604200;0.161471;5.275430;30.578904;490.889950;0.000000;6.996583;46.975432;0.015575;201.208800;0.134625;4.614314;27.532047;397.293013;0.000000;6.998775;46.995563;0.010940;977.796200;0.036639;19.240555;134.225166;9373.557749;0.000000;7.001315;47.018822;0.000270;10.030584;0.004902;13.751071;0.014359;0.007299;0.254112;9.843568;2.206178;0.202945;7.529412;10262.737030;3420.580237;2.728600;2.265400;9.765300;1.838100;1.654600;9.375300;2.195344;1.974510;9.586412;10261.740711;2.195344;1.974510;9.586412;0.001086;0.001637;0.000123;2.359858;2.570674;2.669684;2.728600;2.265400;9.765300;1.838100;1.654600;9.375300;223.604200;201.208800;977.796200
2.185341;2.183900;0.034188;0.001169;2.185609;0.018361;0.078382;1.765972;0.025900;0.000000;15.560784;0.012700;0.205800;1.996181;1.995600;0.028071;0.000788;1.996379;0.018550;-0.242608;-0.246215;0.036850;0.000000;12.549020;0.023600;0.135100;9.579923;9.582250;0.023769;0.000565;9.579952;0.020433;0.181936;-0.248517;0.035450;0.000000;19.074510;0.013100;0.121800;-0.069453;0.197687;-0.042407;222.904800;0.014007;4.527942;30.579818;487.182652;0.000000;7.000729;47.013457;0.001574;203.610500;0.040447;4.141713;27.931696;406.483722;0.000000;7.001026;47.016177;0.001327;977.152100;0.012490;18.965750;134.173022;9361.070287;0.000000;7.001385;47.019466;0.000051;10.026826;0.000653;13.761445;0.001233;0.000784;0.177503;9.844295;2.202719;0.205432;7.529412;10254.831939;3418.245553;2.280800;2.057600;9.644000;2.075000;1.922500;9.522200;2.185609;1.996379;9.579952;10254.736660;2.185609;1.996379;9.579952;-0.000067;0.000162;-0.000029;2.351396;2.381827;2.552395;2.280800;2.057600;9.644000;2.075000;1.922500;9.522200;222.904800;203.610500;977.152100
0.281055;0.311070;0.371712;0.138170;0.466006;0.124982;-0.759420;4.125913;0.097710;2.485437;16.403883;0.049010;2.567100;9.626750;9.691800;0.370986;0.137631;9.633895;0.081471;-2.617757;7.146544;0.071450;0.000000;3.479612;0.037600;2.229600;-0.855499;-1.897000;2.044348;4.179361;2.216132;0.112009;1.858824;2.058407;1.288865;0.497087;0.497087;0.059300;7.625500;0.736407;-0.454570;-0.764662;28.948645;0.154648;3.078863;4.553139;15.251888;0.000000;3.670579;17.347618;2.002990;991.555200;0.408255;21.608525;135.847164;9552.541523;0.000000;6.997003;46.979211;0.008039;99.662439;2.562754;12.764054;20.315785;290.620524;0.497087;3.080372;8.837171;1.931617;9.895468;0.020055;12.025769;4.333557;0.141483;0.516406;10.011577;0.325975;1.659430;5.467961;10086.821920;3286.137978;1.561600;10.224000;5.507400;-1.005500;7.994400;-2.118100;0.466006;9.633895;2.216132;9858.413935;0.466006;9.633895;2.216132;0.102546;-0.348818;-0.585624;2.109711;2.064441;1.689065;1.561600;10.224000;5.507400;-1.005500;7.994400;-2.118100;28.948645;991.555200;99.662439
0.049377;0.242240;0.599988;0.359986;0.602017;0.243335;-0.554301;0.337831;0.804935;4.970874;4.970874;0.316838;3.411300;7.380591;8.257000;2.661618;7.084212;7.845849;0.182061;-0.663749;-1.144955;4.877650;0.000000;0.497087;1.547200;7.803100;4.170664;5.141500;4.546297;20.668820;6.169543;0.240655;-0.120248;-1.519296;9.279885;0.497087;0.497087;4.355500;12.907100;0.426498;-0.492327;-0.914683;24.034484;0.040925;3.815248;4.760604;18.790413;0.497087;2.358628;6.029359;2.444141;760.200900;2.342090;26.255151;105.578835;5975.569054;0.000000;6.499055;41.969681;0.299369;429.578430;5.049188;28.023032;69.799202;2856.071701;0.000000;4.665884;21.742199;1.063348;9.992576;0.131448;12.995736;27.211950;0.905258;-0.194717;9.081564;0.194668;1.056445;0.000000;10291.482068;2950.143722;1.561600;10.224000;10.789000;-1.849700;2.420900;-2.118100;0.602017;7.845849;6.169543;8850.431167;0.602017;7.845849;6.169543;0.687768;-1.356099;-11.176640;2.856189;2.882294;3.000413;1.561600;10.224000;10.789000;-1.849700;2.420900;-2.118100;24.034484;760.200900;429.578430
-0.020393;0.099704;0.512465;0.262620;0.512871;0.214147;-0.877415;0.874488;0.724792;6.525490;7.529412;0.335335;2.782140;3.831421;2.996950;2.000582;4.002328;4.322281;0.203296;1.119142;-0.193213;2.185625;0.000000;0.501961;0.607000;6.977100;8.963682;9.588350;1.460068;2.131799;9.081817;0.269293;-1.314519;0.459298;1.137100;0.000000;0.501961;0.412100;6.009600;-0.113599;-0.065541;-0.935885;17.700147;0.233551;3.372021;3.875165;13.452415;0.501961;2.119071;4.173681;2.572626;390.804900;2.000619;16.827565;55.266259;1701.483994;0.000000;6.052995;37.474489;0.540347;914.295600;0.980968;25.203266;125.115018;8304.181994;0.000000;6.898015;46.040696;0.092055;10.063013;0.160312;13.205032;6.016083;0.338672;-0.234872;9.707418;-0.111444;0.403934;0.000000;10337.135594;3339.706135;0.932440;8.369900;10.789000;-1.849700;1.392800;4.779400;0.512871;4.322281;9.081817;10019.118404;0.512871;4.322281;9.081817;-0.117618;-0.049525;-2.760772;2.938137;2.847125;2.721770;0.932440;8.369900;10.789000;-1.849700;1.392800;4.779400;17.700147;390.804900;914.295600
0.238101;0.164615;0.432133;0.186739;0.493387;0.142633;0.522176;0.012392;0.565057;9.035294;5.521569;0.268200;2.082810;2.549833;2.577500;0.383099;0.146765;2.578452;0.126767;-0.297287;1.046657;0.413025;0.000000;7.529412;0.234350;2.176300;9.707320;9.705550;0.316655;0.100270;9.712483;0.211226;0.129240;0.399144;0.293000;0.000000;15.560784;0.143850;1.546900;-0.459801;0.124875;-0.163963;24.286290;0.199008;2.882187;4.660221;15.306691;0.000000;2.932343;8.830083;2.000614;260.083000;0.109891;7.300087;35.527763;670.653801;0.000000;6.922912;46.285987;0.086191;990.146600;0.324199;21.515682;135.649567;9616.803286;0.000000;6.999133;46.998824;0.006217;10.056478;0.091412;12.631716;0.252339;0.099464;-0.022466;10.097254;0.183762;0.256868;7.529412;10320.220627;3434.254593;1.491400;3.569100;10.552000;-0.591410;1.392800;9.005100;0.493387;2.578452;9.712483;10302.763778;0.493387;2.578452;9.712483;-0.076874;0.017257;-0.020087;3.066404;2.905853;2.918827;1.491400;3.569100;10.552000;-0.591410;1.392800;9.005100;24.286290;260.083000;990.146600
0.437177;0.434015;0.381154;0.145279;0.580002;0.109125;0.144263;-0.322796;0.604592;4.517647;5.019608;0.305165;1.875250;2.541584;2.546400;0.222633;0.049565;2.551317;0.074037;-0.036783;-1.019874;0.349350;0.000000;6.023529;0.174900;0.853500;9.711293;9.706700;0.224756;0.050515;9.713894;0.132868;0.741992;3.470994;0.199775;0.000000;14.556863;0.106450;1.546900;-0.685782;0.037781;-0.318950;44.592019;0.018300;2.874663;6.671519;26.903804;0.000000;4.901891;26.790558;1.170299;259.241600;0.060083;6.175741;35.485862;661.412544;0.000000;6.971448;46.740967;0.032368;990.551900;0.110908;20.807489;135.798384;9622.117026;0.000000;7.000275;47.009299;0.003322;10.058041;0.041158;12.730080;0.175263;0.055441;-0.148520;10.102680;0.436698;0.255973;7.027451;10320.847482;3436.811125;1.491400;2.959600;10.552000;-0.383850;2.106100;9.005100;0.580002;2.551317;9.713894;10310.433374;0.580002;2.551317;9.713894;-0.058770;0.003269;-0.016118;3.076683;3.227650;2.590664;1.491400;2.959600;10.552000;-0.383850;2.106100;9.005100;44.592019;259.241600;990.551900
0.473454;0.488310;0.289335;0.083715;0.554864;0.106789;-0.259076;-0.714676;0.450460;1.988350;6.959223;0.231900;1.220260;2.486807;2.441600;0.177987;0.031679;2.493168;0.066703;0.317045;-0.753131;0.272550;0.000000;4.970874;0.132800;0.728600;9.715486;9.722000;0.166009;0.027559;9.716905;0.117581;-0.271638;1.571934;0.189150;0.000000;15.409709;0.100500;1.085700;-0.583463;-0.201670;-0.320639;48.765767;0.062815;2.527256;6.919928;27.399673;0.000000;5.811181;35.477976;0.766839;256.141100;0.036821;5.968666;35.061432;638.604912;0.000000;6.982704;46.847153;0.023786;1000.695100;0.082855;20.510200;137.257627;9723.658930;0.000000;7.000719;47.013365;0.001875;10.045909;0.021709;12.688312;0.098750;0.036372;-0.385050;10.183198;0.522138;0.250583;2.485437;10395.907585;3463.221172;1.050500;2.868300;10.176000;-0.169760;2.139700;9.090300;0.554864;2.493168;9.716905;10389.663516;0.554864;2.493168;9.716905;-0.030342;-0.009782;-0.009567;3.215022;3.173155;2.819516;1.050500;2.868300;10.176000;-0.169760;2.139700;9.090300;48.765767;256.141100;1000.695100
