Right Wrist_Ax_Mean;Right Wrist_Ax_Median;Right Wrist_Ax_Std;Right Wrist_Ax_Var;Right Wrist_Ax_RMS;Right Wrist_Ax_AvgDeriv;Right Wrist_Ax_Skew;Right Wrist_Ax_Kurt;Right Wrist_Ax_IQR;Right Wrist_Ax_ZCR;Right Wrist_Ax_MCR;Right Wrist_Ax_DomFreq;Right Wrist_Ax_Energy;Right Wrist_Ax_SpecEnt;Right Wrist_Ay_Mean;Right Wrist_Ay_Median;Right Wrist_Ay_Std;Right Wrist_Ay_Var;Right Wrist_Ay_RMS;Right Wrist_Ay_AvgDeriv;Right Wrist_Ay_Skew;Right Wrist_Ay_Kurt;Right Wrist_Ay_IQR;Right Wrist_Ay_ZCR;Right Wrist_Ay_MCR;Right Wrist_Ay_DomFreq;Right Wrist_Ay_Energy;Right Wrist_Ay_SpecEnt;Right Wrist_Az_Mean;Right Wrist_Az_Median;Right Wrist_Az_Std;Right Wrist_Az_Var;Right Wrist_Az_RMS;Right Wrist_Az_AvgDeriv;Right Wrist_Az_Skew;Right Wrist_Az_Kurt;Right Wrist_Az_IQR;Right Wrist_Az_ZCR;Right Wrist_Az_MCR;Right Wrist_Az_DomFreq;Right Wrist_Az_Energy;Right Wrist_Az_SpecEnt;Right Wrist_Gx_Mean;Right Wrist_Gx_Median;Right Wrist_Gx_Std;Right Wrist_Gx_Var;Right Wrist_Gx_RMS;Right Wrist_Gx_AvgDeriv;Right Wrist_Gx_Skew;Right Wrist_Gx_Kurt;Right Wrist_Gx_IQR;Right Wrist_Gx_ZCR;Right Wrist_Gx_MCR;Right Wrist_Gx_DomFreq;Right Wrist_Gx_Energy;Right Wrist_Gx_SpecEnt;Right Wrist_Gy_Mean;Right Wrist_Gy_Median;Right Wrist_Gy_Std;Right Wrist_Gy_Var;Right Wrist_Gy_RMS;Right Wrist_Gy_AvgDeriv;Right Wrist_Gy_Skew;Right Wrist_Gy_Kurt;Right Wrist_Gy_IQR;Right Wrist_Gy_ZCR;Right Wrist_Gy_MCR;Right Wrist_Gy_DomFreq;Right Wrist_Gy_Energy;Right Wrist_Gy_SpecEnt;Right Wrist_Gz_Mean;Right Wrist_Gz_Median;Right Wrist_Gz_Std;Right Wrist_Gz_Var;Right Wrist_Gz_RMS;Right Wrist_Gz_AvgDeriv;Right Wrist_Gz_Skew;Right Wrist_Gz_Kurt;Right Wrist_Gz_IQR;Right Wrist_Gz_ZCR;Right Wrist_Gz_MCR;Right Wrist_Gz_DomFreq;Right Wrist_Gz_Energy;Right Wrist_Gz_SpecEnt;Right Wrist_Corr_AxAy;Right Wrist_Corr_AxAz;Right Wrist_Corr_AyAz;Right Wrist_Corr_GxGy;Right Wrist_Corr_GxGz;Right Wrist_Corr_GyGz;Right Wrist_Corr_AxGx;Right Wrist_Corr_AyGy;Right Wrist_Corr_AzGz;Right Wrist_Corr_AxGy;Right Wrist_Corr_AxGz;Right Wrist_Corr_AyGx;Right Wrist_Corr_AyGz;Right Wrist_Corr_AzGx;Right Wrist_Corr_AzGy;Right Wrist_AI;Right Wrist_VI;Right Wrist_SMA;Right Wrist_EVA1;Right Wrist_EVA2;Right Wrist_CAGH;Right Wrist_AVH;Right Wrist_AVG;Right Wrist_ARATG;Right Wrist_AAE;Right Wrist_ARE
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;1.344014;1.241200;1.624782;2.639915;2.108622;0.590400;0.574979;-0.606276;2.387381;0.127451;0.127451;0.000000;318.912356;1.558632;5.816174;7.142400;3.151266;9.930475;6.615010;0.303103;-0.155268;-1.606657;6.191525;0.009804;0.009804;0.000000;3957.065640;0.458089;6.713893;7.609600;2.931615;8.594364;7.326031;0.299438;-0.180231;-1.720571;6.380425;0.029412;0.029412;0.000000;5036.155398;0.358279;20.249736;3.789950;44.996768;2024.709122;49.343297;4.175838;0.742431;-0.247042;49.929700;0.058824;0.058824;0.501961;145085.457210;1.218246;-26.158869;-11.510250;39.793253;1583.502951;47.621312;12.464476;-1.176830;0.367517;43.657428;0.068627;0.068627;0.000000;150556.321055;1.946412;0.000000;0.000000;0.753023;0.294114;0.412010;-0.171913;0.000000;0.161412;-0.542836;0.000000;0.000000;-0.637218;-0.576128;-0.879552;0.100713;6.537712;9.462970;9.388046;11.705943;0.988907;0.000000;4.440221;2.011719;8.294462;52.204645;4756.221022
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;2.790768;2.743450;1.310701;1.717937;3.083232;0.588983;-0.038208;-0.306070;2.030150;0.147059;0.147059;0.000000;882.033230;0.623641;8.918873;8.893250;0.845542;0.714941;8.958863;0.276747;-0.133376;-0.789020;1.354375;0.088235;0.088235;0.000000;8150.183746;0.038848;3.491976;3.087250;1.311475;1.719967;3.730130;0.280887;1.209086;0.952042;1.604975;0.068627;0.068627;0.000000;1331.507859;0.375403;8.693929;1.694430;41.133435;1691.959512;42.042168;4.219084;1.433119;1.706151;42.164500;0.029412;0.029412;0.501961;94017.742654;1.991717;-29.507659;-23.989500;48.760572;2377.593349;56.993818;14.658086;-0.121943;-0.303355;62.460048;0.107843;0.107843;0.000000;210095.144412;2.142201;0.000000;0.000000;-0.120373;0.668235;-0.212779;-0.007681;0.000000;0.258977;0.252446;0.000000;0.000000;0.362876;-0.288228;-0.143836;0.276927;9.645881;0.724534;13.739740;1.752559;0.704407;0.000000;9.335791;2.011719;3.966060;93.767550;5029.753033
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;2.416062;2.174350;1.124938;1.265485;2.665116;0.275455;0.835343;-0.053113;1.508125;0.088235;0.088235;0.000000;659.970118;0.518690;9.225559;9.204100;0.544997;0.297022;9.241643;0.158750;-1.002970;1.537931;0.621450;0.088235;0.088235;0.000000;8696.467497;0.017113;3.064057;2.874050;0.780630;0.609383;3.161934;0.135405;0.844810;0.511232;0.972900;0.058824;0.058824;0.000000;988.701388;0.197819;-1.740993;0.764165;13.486360;181.881907;13.598271;1.993086;0.025915;-0.713828;18.188325;0.039216;0.039216;1.003922;9585.175759;1.358174;-2.431226;3.836800;39.668843;1573.617127;39.743276;7.405866;-0.848243;1.278342;29.737250;0.088235;0.088235;0.501961;80857.586737;1.899590;0.000000;0.000000;-0.573240;0.170257;-0.101636;0.279937;0.000000;0.350111;0.567578;0.000000;0.000000;0.310801;-0.460200;-0.488108;-0.120626;9.815426;0.168208;13.641621;1.393239;0.184738;0.000000;9.634916;2.011719;3.072496;96.510800;1774.438779
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;2.015360;2.099450;0.398792;0.159035;2.054437;0.146704;-1.094678;0.635745;0.364025;0.127451;0.127451;0.000000;422.401898;0.138436;9.234091;9.185200;0.238420;0.056844;9.237169;0.114091;1.257985;1.447949;0.195400;0.186275;0.186275;0.000000;8700.280300;0.003898;3.260409;3.356900;0.354027;0.125335;3.279573;0.098175;-0.689113;-0.392832;0.446125;0.166667;0.166667;0.000000;1090.681091;0.047088;-2.620363;0.772185;8.249940;68.061504;8.656085;1.099800;-1.460208;0.587401;3.689100;0.009804;0.009804;0.501961;4171.563115;1.699138;5.314754;2.906200;13.311820;177.204562;14.333568;3.031335;1.417540;2.465864;9.378275;0.127451;0.127451;0.000000;11918.668233;2.137925;0.000000;0.000000;-0.556782;0.848883;-0.519088;-0.315505;0.000000;0.501172;0.086108;0.000000;0.000000;0.541996;-0.556097;-0.549885;-0.695519;9.669860;0.039799;13.249452;0.183312;0.034705;0.000000;9.540080;2.011719;3.174039;93.545997;291.134578
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;2.197201;2.214850;0.161868;0.026201;2.203155;0.126428;0.033022;0.020585;0.214300;0.313725;0.313725;0.000000;493.769483;0.026781;9.167129;9.170750;0.103744;0.010763;9.167716;0.092606;-0.203488;4.814021;0.108850;0.392157;0.392157;0.000000;8572.252834;0.000914;3.336375;3.347550;0.159700;0.025504;3.340195;0.107338;0.242343;1.625148;0.165275;0.303922;0.303922;0.000000;1136.710147;0.012530;0.571331;0.245795;1.850342;3.423765;1.936539;0.780433;1.186800;1.916356;2.131018;0.196078;0.196078;0.501961;207.947018;2.602144;-0.587939;-0.442410;5.153345;26.556967;5.186775;1.652286;-0.497473;1.925915;5.232675;0.137255;0.137255;1.003922;1389.667322;2.380506;0.000000;0.000000;-0.057016;0.040427;-0.085996;0.472228;0.000000;-0.589794;-0.056271;0.000000;0.000000;-0.000255;-0.482215;0.279458;0.040807;9.637956;0.010717;13.364330;0.026521;0.010810;0.000000;9.486067;2.011719;3.382607;92.900918;41.809730
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;2.206575;2.231200;0.176349;0.031099;2.213611;0.092020;-0.141916;-0.250184;0.212000;0.225490;0.225490;0.000000;498.228043;0.029765;9.196628;9.188300;0.082483;0.006803;9.196998;0.063409;0.635472;0.706170;0.087600;0.372549;0.372549;0.000000;8627.306917;0.000583;3.246208;3.254950;0.142242;0.020233;3.249323;0.077981;-0.400942;-0.490772;0.196050;0.225490;0.225490;0.000000;1075.895016;0.010526;0.028006;-0.336550;1.965589;3.863541;1.965789;0.585656;1.527580;2.681944;1.873885;0.137255;0.137255;1.003922;197.137738;1.920985;-0.775928;-0.709380;5.455827;29.766046;5.510727;1.487340;-0.043570;0.535189;6.285250;0.107843;0.107843;1.003922;1579.504482;2.063133;0.000000;0.000000;-0.253408;0.066147;-0.041406;0.362949;0.000000;-0.502302;-0.166940;0.000000;0.000000;0.379221;-0.366417;-0.299309;-0.171096;9.668436;0.006194;13.403204;0.031959;0.006318;0.000000;9.505333;2.011719;3.282450;93.484852;44.790533
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;-0.066440;-0.293735;1.975919;3.904257;1.977036;0.510481;0.228485;-0.718848;3.287325;0.058824;0.058824;0.501961;199.703004;0.702622;-9.203080;-9.356600;1.198556;1.436536;9.280799;0.665726;0.618531;1.979059;1.126550;0.284314;0.284314;0.000000;8712.822150;0.074779;0.513601;0.087181;2.964243;8.786735;3.008408;0.497199;0.729739;-0.059010;2.425300;0.068627;0.068627;0.501961;475.238177;1.415522;-28.495206;-3.189400;58.224877;3390.136330;64.823708;7.331727;-0.403550;-1.311354;98.558750;0.009804;0.009804;0.501961;255727.510895;1.348663;21.739896;20.114500;25.381074;644.198901;33.418886;9.086972;0.333029;-0.295322;34.981100;0.156863;0.156863;0.000000;81116.219038;1.604695;0.000000;0.000000;-0.304701;-0.611706;-0.339504;0.526022;0.000000;0.602230;-0.009512;0.000000;0.000000;-0.852441;0.545673;0.588023;-0.173508;9.635427;1.200436;12.857081;4.140370;1.253303;0.000000;9.053522;2.011719;1.468656;94.041897;5327.985582
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;-0.517376;-1.238700;1.668110;2.782592;1.746502;0.266970;1.139319;0.446056;1.940865;0.029412;0.029412;0.501961;169.293146;1.622912;-9.551667;-9.676900;0.457358;0.209176;9.562610;0.248657;0.737785;1.181579;0.585750;0.127451;0.127451;0.000000;9316.573848;0.011831;-0.202137;0.028543;0.889909;0.791938;0.912578;0.217934;-1.803298;2.977316;0.713930;0.088235;0.088235;0.501961;44.557096;2.383799;7.901554;6.306700;18.045300;325.632868;19.699427;2.837028;0.480265;-0.447337;21.598050;0.039216;0.039216;0.501961;22976.336535;1.524822;12.210993;7.894750;27.103734;734.612422;29.727441;4.740836;0.559799;0.393448;30.175275;0.058824;0.058824;0.000000;52692.264500;1.970236;0.000000;0.000000;0.515986;-0.802097;-0.834740;0.784022;0.000000;0.838337;0.485429;0.000000;0.000000;-0.832584;0.806201;-0.306431;0.611038;9.912408;0.237949;13.095400;2.869597;0.151793;0.000000;9.515998;2.011719;-0.535890;98.493782;1272.621001
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;-1.727740;-1.722400;0.503513;0.253526;1.799614;0.183296;0.326618;-0.576550;0.743175;0.117647;0.117647;0.000000;317.408930;0.272886;-9.700934;-9.768600;0.287754;0.082802;9.705201;0.158702;-0.133667;0.753070;0.396900;0.186275;0.186275;0.000000;9603.251963;0.005137;0.035244;-0.043494;0.342628;0.117394;0.344436;0.119248;0.414311;-0.905506;0.536293;0.117647;0.117647;2.509804;6.114343;2.234299;-0.374794;-0.048294;10.513344;110.530404;10.520023;2.589842;0.185963;-0.403930;14.714500;0.098039;0.098039;2.509804;5651.673562;1.872841;1.939395;0.175440;27.177424;738.612400;27.246535;6.677683;0.992763;2.685070;22.376000;0.107843;0.107843;1.003922;38053.257185;2.281507;0.000000;0.000000;-0.188602;-0.603983;-0.406548;0.511779;0.000000;0.201753;0.230173;0.000000;0.000000;0.369812;-0.096997;-0.065276;0.155160;10.067409;0.076811;13.428674;0.260345;0.079313;0.000000;9.926749;2.011719;0.127680;101.429540;853.163163
2.000000;2.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;408.000000;-0.000000;-1.938683;-1.995450;0.433275;0.187727;1.986509;0.179887;0.615499;0.799949;0.506100;0.147059;0.147059;0.000000;392.948435;0.180516;-9.635546;-9.624500;0.234658;0.055064;9.638403;0.116111;-1.090712;4.672654;0.241350;0.215686;0.215686;0.000000;9472.871039;0.003539;-0.105023;-0.115510;0.181020;0.032768;0.209280;0.078718;0.310446;0.479550;0.172461;0.196078;0.196078;0.000000;2.796417;2.200396;0.255142;-0.592530;8.027416;64.439409;8.031470;1.833806;1.063710;1.067026;8.971100;0.117647;0.117647;1.505882;3293.633611;2.178045;2.990546;-1.334855;25.971591;674.523531;26.143200;6.320594;1.258984;3.256943;21.239400;0.107843;0.107843;2.007843;35312.990593;2.193769;0.000000;0.000000;-0.288477;-0.548818;-0.302833;0.511171;0.000000;0.502753;0.180197;0.000000;0.000000;-0.040188;0.067911;0.022963;0.077596;10.039699;0.049470;13.574229;0.195842;0.049353;0.000000;9.880136;2.011719;-0.117650;100.845031;748.015198
