Chest_Ax_Mean;Chest_Ax_Median;Chest_Ax_Std;Chest_Ax_Var;Chest_Ax_RMS;Chest_Ax_AvgDeriv;Chest_Ax_Skew;Chest_Ax_Kurt;Chest_Ax_IQR;Chest_Ax_ZCR;Chest_Ax_MCR;Chest_Ax_DomFreq;Chest_Ax_Energy;Chest_Ax_SpecEnt;Chest_Ay_Mean;Chest_Ay_Median;Chest_Ay_Std;Chest_Ay_Var;Chest_Ay_RMS;Chest_Ay_AvgDeriv;Chest_Ay_Skew;Chest_Ay_Kurt;Chest_Ay_IQR;Chest_Ay_ZCR;Chest_Ay_MCR;Chest_Ay_DomFreq;Chest_Ay_Energy;Chest_Ay_SpecEnt;Chest_Az_Mean;Chest_Az_Median;Chest_Az_Std;Chest_Az_Var;Chest_Az_RMS;Chest_Az_AvgDeriv;Chest_Az_Skew;Chest_Az_Kurt;Chest_Az_IQR;Chest_Az_ZCR;Chest_Az_MCR;Chest_Az_DomFreq;Chest_Az_Energy;Chest_Az_SpecEnt;Chest_Gx_Mean;Chest_Gx_Median;Chest_Gx_Std;Chest_Gx_Var;Chest_Gx_RMS;Chest_Gx_AvgDeriv;Chest_Gx_Skew;Chest_Gx_Kurt;Chest_Gx_IQR;Chest_Gx_ZCR;Chest_Gx_MCR;Chest_Gx_DomFreq;Chest_Gx_Energy;Chest_Gx_SpecEnt;Chest_Gy_Mean;Chest_Gy_Median;Chest_Gy_Std;Chest_Gy_Var;Chest_Gy_RMS;Chest_Gy_AvgDeriv;Chest_Gy_Skew;Chest_Gy_Kurt;Chest_Gy_IQR;Chest_Gy_ZCR;Chest_Gy_MCR;Chest_Gy_DomFreq;Chest_Gy_Energy;Chest_Gy_SpecEnt;Chest_Gz_Mean;Chest_Gz_Median;Chest_Gz_Std;Chest_Gz_Var;Chest_Gz_RMS;Chest_Gz_AvgDeriv;Chest_Gz_Skew;Chest_Gz_Kurt;Chest_Gz_IQR;Chest_Gz_ZCR;Chest_Gz_MCR;Chest_Gz_DomFreq;Chest_Gz_Energy;Chest_Gz_SpecEnt;Chest_Corr_AxAy;Chest_Corr_AxAz;Chest_Corr_AyAz;Chest_Corr_GxGy;Chest_Corr_GxGz;Chest_Corr_GyGz;Chest_Corr_AxGx;Chest_Corr_AyGy;Chest_Corr_AzGz;Chest_Corr_AxGy;Chest_Corr_AxGz;Chest_Corr_AyGx;Chest_Corr_AyGz;Chest_Corr_AzGx;Chest_Corr_AzGy;Chest_AI;Chest_VI;Chest_SMA;Chest_EVA1;Chest_EVA2;Chest_CAGH;Chest_AVH;Chest_AVG;Chest_ARATG;Chest_AAE;Chest_ARE
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.573365;-0.582875;0.052665;0.002774;0.575779;0.036915;0.506223;0.037069;0.069563;0.294118;0.294118;0.000000;33.674376;0.040381;8.885301;8.860650;0.143234;0.020516;8.886455;0.074626;0.420577;0.371296;0.149775;0.186275;0.186275;0.000000;8053.800816;0.001669;4.568234;4.591650;0.188365;0.035481;4.572116;0.061719;-0.418543;-0.456512;0.292875;0.088235;0.088235;0.000000;2130.424469;0.008662;1.875366;2.119850;4.913229;24.139822;5.258975;2.336551;-0.081467;-0.090247;6.547875;0.225490;0.225490;0.000000;1589.895995;2.604700;-0.143636;-0.091757;1.230247;1.513509;1.238604;0.574923;0.000375;-0.085524;1.900178;0.205882;0.205882;1.003922;79.295352;2.886545;0.000000;0.000000;-0.167222;0.086671;-0.064759;0.695166;0.000000;-0.222926;0.403995;0.000000;0.000000;0.173269;-0.248468;-0.557363;0.367862;9.395855;0.018517;12.458666;0.020809;0.002711;0.000000;8.912898;3.017578;4.686256;88.300611;50.095204
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.594059;-0.597910;0.045232;0.002046;0.595779;0.035499;0.572263;0.231106;0.058752;0.294118;0.294118;0.000000;36.100901;0.029205;8.969515;8.972900;0.124917;0.015604;8.970385;0.078235;0.006616;-0.372546;0.165350;0.245098;0.245098;0.000000;8206.919674;0.001283;4.401259;4.392100;0.138249;0.019113;4.403430;0.057689;0.463717;0.264317;0.199550;0.147059;0.147059;0.000000;1976.824872;0.005332;1.096674;0.559995;4.581626;20.991298;4.711050;2.201872;0.412314;0.050026;5.687900;0.186275;0.186275;0.501961;1193.236664;2.872404;-0.152180;-0.259980;1.102103;1.214632;1.112560;0.510422;0.471394;0.164159;1.437525;0.225490;0.225490;2.007843;64.331873;2.719681;0.000000;0.000000;-0.115537;0.392966;0.307526;0.681825;0.000000;-0.103738;0.225014;0.000000;0.000000;-0.073677;0.018452;-0.265869;0.267797;9.476744;0.014069;12.563574;0.015790;0.002035;0.000000;9.033404;3.017578;4.455649;89.822751;42.821974
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.617671;-0.612065;0.050285;0.002529;0.619715;0.032414;-0.393997;-0.036533;0.069823;0.254902;0.254902;0.000000;39.044004;0.032230;9.003719;9.010400;0.106458;0.011333;9.004348;0.072483;-0.716596;1.080295;0.111625;0.303922;0.303922;0.000000;8269.408356;0.000950;4.316029;4.307000;0.110392;0.012186;4.317441;0.052073;-0.171695;0.156274;0.149550;0.176471;0.176471;0.000000;1900.689197;0.003603;0.133824;0.286950;4.533127;20.549242;4.535102;2.092354;-0.873195;2.704084;5.107050;0.186275;0.186275;2.509804;1049.842081;2.734407;-0.442145;-0.275270;0.874716;0.765129;0.980113;0.491190;-0.837645;0.733104;1.028442;0.245098;0.245098;0.000000;58.961752;2.501594;0.000000;0.000000;-0.105160;0.148398;0.274151;0.586961;0.000000;0.100147;0.024957;0.000000;0.000000;0.315645;0.219945;-0.102158;0.284219;9.510631;0.010225;12.621390;0.011482;0.002517;0.000000;9.068587;3.017578;4.364971;90.462329;40.168068
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.630497;-0.635940;0.059573;0.003549;0.633305;0.034326;0.939290;2.669113;0.061748;0.245098;0.245098;0.000000;40.729079;0.042193;8.992396;9.015650;0.114004;0.012997;8.993119;0.065369;-0.443515;-0.368034;0.179575;0.196078;0.196078;0.000000;8248.707941;0.001060;4.328954;4.289200;0.164452;0.027045;4.332076;0.052789;0.747008;-0.060087;0.189550;0.117647;0.117647;0.000000;1912.843361;0.007314;-0.599953;0.519310;6.219996;38.688352;6.248864;2.163150;-1.828376;4.107718;5.560625;0.147059;0.147059;1.505882;2009.971020;2.402582;-0.485474;-0.313505;1.046418;1.094990;1.153549;0.534946;-1.126401;2.287574;0.951979;0.254902;0.254902;0.000000;79.891361;2.724570;0.000000;0.000000;0.218438;-0.044349;0.127726;0.577293;0.000000;0.071964;0.046102;0.000000;0.000000;0.295179;0.353172;-0.446859;0.296311;9.500831;0.011471;12.622893;0.013355;0.003354;0.000000;9.088036;3.017578;4.310829;90.277260;59.145857
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.608254;-0.607175;0.054511;0.002971;0.610691;0.031120;0.843367;2.585201;0.051800;0.303922;0.303922;0.000000;37.888992;0.038323;8.891713;8.879800;0.141516;0.020027;8.892839;0.071906;-0.334664;-0.164756;0.223600;0.205882;0.205882;0.000000;8065.402571;0.001563;4.545796;4.576100;0.227900;0.051938;4.551505;0.063324;-0.177751;-0.869748;0.338500;0.088235;0.088235;0.000000;2110.403693;0.011787;-1.141614;-0.183370;7.195275;51.771984;7.285277;2.400947;-0.863546;1.724095;6.914950;0.117647;0.117647;1.003922;2773.350360;2.543867;-0.519807;-0.542895;1.238108;1.532912;1.342800;0.585975;-0.296951;1.162161;1.020801;0.205882;0.205882;0.000000;105.744003;2.547250;0.000000;0.000000;-0.089624;0.121368;0.057458;0.652136;0.000000;-0.004687;0.132503;0.000000;0.000000;0.336257;0.154809;-0.579354;0.185069;9.404123;0.018005;12.499966;0.020253;0.002973;0.000000;9.016217;3.017578;4.465610;88.455526;75.594579
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.593146;-0.596050;0.031916;0.001019;0.594004;0.026671;0.293650;0.112254;0.036080;0.372549;0.372549;0.000000;35.937840;0.015777;8.821887;8.827800;0.112083;0.012563;8.822599;0.074178;-0.396477;0.246814;0.146700;0.225490;0.225490;0.000000;7938.861741;0.001070;4.702694;4.685450;0.135221;0.018285;4.704638;0.061026;0.210907;-0.849649;0.217450;0.147059;0.147059;0.000000;2256.696494;0.004574;-0.515688;0.558350;6.586317;43.379569;6.606474;2.290613;-0.590985;0.804639;6.374550;0.117647;0.117647;2.007843;2239.485343;2.341836;-0.471079;-0.527605;1.201044;1.442508;1.290125;0.562053;-0.252886;0.789461;1.101080;0.196078;0.196078;0.000000;96.203419;2.527503;0.000000;0.000000;0.003567;0.068510;-0.046364;0.748437;0.000000;0.022280;0.125005;0.000000;0.000000;-0.183261;0.048923;-0.292608;0.230217;9.337017;0.011209;12.415033;0.012687;0.001029;0.000000;8.904833;3.017578;4.707814;87.191098;67.443543
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.594440;-0.593600;0.031605;0.000999;0.595280;0.026816;-0.494231;0.881988;0.036353;0.303922;0.303922;0.000000;36.093611;0.015316;8.762996;8.753650;0.121645;0.014798;8.763840;0.078901;-0.247914;0.107626;0.175675;0.264706;0.264706;0.000000;7833.344926;0.001254;4.818326;4.827800;0.166285;0.027651;4.821195;0.054524;-0.182052;-0.551587;0.260200;0.147059;0.147059;0.000000;2369.470471;0.006142;-0.715098;-0.178770;5.278280;27.860236;5.326500;2.033179;-0.901794;1.200674;5.443550;0.156863;0.156863;2.007843;1473.034857;2.319445;-0.416207;-0.443495;1.068750;1.142226;1.146933;0.515718;0.043436;1.326414;1.146950;0.196078;0.196078;2.007843;75.923496;2.460471;0.000000;0.000000;0.019506;0.081021;0.134409;0.667857;0.000000;0.126272;0.064205;0.000000;0.000000;0.091355;0.172824;-0.542832;0.228460;9.281491;0.013178;12.357436;0.014945;0.001008;0.000000;8.876621;3.017578;4.767243;86.159256;52.930977
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.592074;-0.593475;0.033704;0.001136;0.593033;0.026227;-0.704218;1.694772;0.035935;0.303922;0.303922;0.000000;35.814473;0.017099;8.711792;8.707950;0.107584;0.011574;8.712456;0.087103;-0.218781;1.049301;0.103650;0.401961;0.401961;0.000000;7741.913676;0.001044;4.914799;4.912300;0.106924;0.011433;4.915962;0.062682;0.307615;-0.511993;0.143800;0.215686;0.215686;0.000000;2464.418548;0.002885;-0.172570;-0.364550;4.773315;22.784539;4.776434;2.372936;-0.108095;-0.198476;6.436375;0.166667;0.166667;1.003922;1165.073696;2.504738;-0.277221;-0.328795;1.146089;1.313519;1.179140;0.565534;0.718753;0.804555;1.353410;0.196078;0.196078;2.007843;74.828328;2.450449;0.000000;0.000000;0.022113;0.377827;0.294592;0.554840;0.000000;-0.177016;0.231613;0.000000;0.000000;-0.071049;-0.167268;-0.074187;0.365683;9.233000;0.010293;12.303867;0.011689;0.001147;0.000000;8.788817;3.017578;4.942825;85.258585;48.371372
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.596997;-0.594095;0.035317;0.001247;0.598040;0.025319;-0.604885;0.946905;0.044915;0.245098;0.245098;0.000000;36.417775;0.018134;8.743609;8.742500;0.092676;0.008589;8.744100;0.072638;-0.468522;1.352271;0.106375;0.313725;0.313725;0.000000;7798.409384;0.000797;4.854438;4.850400;0.098620;0.009726;4.855440;0.057519;0.499911;0.202939;0.121800;0.196078;0.196078;0.000000;2404.184548;0.002538;0.417939;1.213600;3.961602;15.694287;3.983586;1.880527;-0.321787;-0.616599;6.469450;0.156863;0.156863;1.003922;818.281439;2.812610;-0.330894;-0.305860;1.041233;1.084167;1.092547;0.540096;0.272164;2.006664;1.009330;0.215686;0.215686;2.007843;66.460691;2.638770;0.000000;0.000000;0.129604;0.343375;0.267150;0.490901;0.000000;-0.057475;0.048921;0.000000;0.000000;0.012071;-0.136827;-0.137253;0.282831;9.263333;0.007598;12.340605;0.008699;0.001235;0.000000;8.806259;3.017578;4.902906;85.816936;40.637915
3.000000;3.000000;0.000000;0.000000;3.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;918.000000;-0.000000;-0.605408;-0.606555;0.038407;0.001475;0.606625;0.025641;0.325531;1.392552;0.046942;0.264706;0.264706;0.000000;37.460270;0.020505;8.742799;8.754250;0.086547;0.007490;8.743227;0.065554;-0.136724;-0.021466;0.117025;0.274510;0.274510;0.000000;7796.909164;0.000695;4.853657;4.850650;0.090176;0.008132;4.854494;0.050648;0.257415;-0.101820;0.121925;0.235294;0.235294;0.000000;2403.329759;0.002119;-0.055854;0.662510;3.379451;11.420687;3.379912;1.539084;-0.653145;0.133903;4.596125;0.166667;0.166667;3.011765;582.778171;2.889701;-0.340941;-0.374675;0.999816;0.999632;1.056349;0.532223;-0.136513;1.603806;1.051388;0.254902;0.254902;1.003922;62.837821;2.569566;0.000000;0.000000;0.191368;-0.002078;0.147435;0.385423;0.000000;0.022947;0.112992;0.000000;0.000000;0.234847;0.092522;-0.355453;0.254887;9.263122;0.006594;12.348207;0.007632;0.001423;0.000000;8.832573;3.017578;4.856527;85.812019;36.105796
