Right Upper Leg_Ax_Mean;Right Upper Leg_Ax_Median;Right Upper Leg_Ax_Std;Right Upper Leg_Ax_Var;Right Upper Leg_Ax_RMS;Right Upper Leg_Ax_AvgDeriv;Right Upper Leg_Ax_Skew;Right Upper Leg_Ax_Kurt;Right Upper Leg_Ax_IQR;Right Upper Leg_Ax_ZCR;Right Upper Leg_Ax_MCR;Right Upper Leg_Ax_DomFreq;Right Upper Leg_Ax_Energy;Right Upper Leg_Ax_SpecEnt;Right Upper Leg_Ay_Mean;Right Upper Leg_Ay_Median;Right Upper Leg_Ay_Std;Right Upper Leg_Ay_Var;Right Upper Leg_Ay_RMS;Right Upper Leg_Ay_AvgDeriv;Right Upper Leg_Ay_Skew;Right Upper Leg_Ay_Kurt;Right Upper Leg_Ay_IQR;Right Upper Leg_Ay_ZCR;Right Upper Leg_Ay_MCR;Right Upper Leg_Ay_DomFreq;Right Upper Leg_Ay_Energy;Right Upper Leg_Ay_SpecEnt;Right Upper Leg_Az_Mean;Right Upper Leg_Az_Median;Right Upper Leg_Az_Std;Right Upper Leg_Az_Var;Right Upper Leg_Az_RMS;Right Upper Leg_Az_AvgDeriv;Right Upper Leg_Az_Skew;Right Upper Leg_Az_Kurt;Right Upper Leg_Az_IQR;Right Upper Leg_Az_ZCR;Right Upper Leg_Az_MCR;Right Upper Leg_Az_DomFreq;Right Upper Leg_Az_Energy;Right Upper Leg_Az_SpecEnt;Right Upper Leg_Gx_Mean;Right Upper Leg_Gx_Median;Right Upper Leg_Gx_Std;Right Upper Leg_Gx_Var;Right Upper Leg_Gx_RMS;Right Upper Leg_Gx_AvgDeriv;Right Upper Leg_Gx_Skew;Right Upper Leg_Gx_Kurt;Right Upper Leg_Gx_IQR;Right Upper Leg_Gx_ZCR;Right Upper Leg_Gx_MCR;Right Upper Leg_Gx_DomFreq;Right Upper Leg_Gx_Energy;Right Upper Leg_Gx_SpecEnt;Right Upper Leg_Gy_Mean;Right Upper Leg_Gy_Median;Right Upper Leg_Gy_Std;Right Upper Leg_Gy_Var;Right Upper Leg_Gy_RMS;Right Upper Leg_Gy_AvgDeriv;Right Upper Leg_Gy_Skew;Right Upper Leg_Gy_Kurt;Right Upper Leg_Gy_IQR;Right Upper Leg_Gy_ZCR;Right Upper Leg_Gy_MCR;Right Upper Leg_Gy_DomFreq;Right Upper Leg_Gy_Energy;Right Upper Leg_Gy_SpecEnt;Right Upper Leg_Gz_Mean;Right Upper Leg_Gz_Median;Right Upper Leg_Gz_Std;Right Upper Leg_Gz_Var;Right Upper Leg_Gz_RMS;Right Upper Leg_Gz_AvgDeriv;Right Upper Leg_Gz_Skew;Right Upper Leg_Gz_Kurt;Right Upper Leg_Gz_IQR;Right Upper Leg_Gz_ZCR;Right Upper Leg_Gz_MCR;Right Upper Leg_Gz_DomFreq;Right Upper Leg_Gz_Energy;Right Upper Leg_Gz_SpecEnt;Right Upper Leg_Corr_AxAy;Right Upper Leg_Corr_AxAz;Right Upper Leg_Corr_AyAz;Right Upper Leg_Corr_GxGy;Right Upper Leg_Corr_GxGz;Right Upper Leg_Corr_GyGz;Right Upper Leg_Corr_AxGx;Right Upper Leg_Corr_AyGy;Right Upper Leg_Corr_AzGz;Right Upper Leg_Corr_AxGy;Right Upper Leg_Corr_AxGz;Right Upper Leg_Corr_AyGx;Right Upper Leg_Corr_AyGz;Right Upper Leg_Corr_AzGx;Right Upper Leg_Corr_AzGy;Right Upper Leg_AI;Right Upper Leg_VI;Right Upper Leg_SMA;Right Upper Leg_EVA1;Right Upper Leg_EVA2;Right Upper Leg_CAGH;Right Upper Leg_AVH;Right Upper Leg_AVG;Right Upper Leg_ARATG;Right Upper Leg_AAE;Right Upper Leg_ARE
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;1.424505;1.358350;1.670096;2.789220;2.195093;0.844004;0.164790;0.643335;1.834650;0.225490;0.225490;0.000000;349.359256;1.943156;9.856140;9.724400;2.143404;4.594180;10.086510;1.026356;0.082507;0.110603;2.046375;0.225490;0.225490;0.000000;10143.090382;0.177077;-0.458830;-0.991580;2.044191;4.178716;2.095052;0.782973;1.456220;2.081263;1.976212;0.127451;0.127451;0.501961;234.609452;2.389499;-3.348285;22.781000;76.026835;5780.079683;76.100530;14.466861;-0.973004;-0.351364;89.593500;0.049020;0.049020;1.003922;295950.994407;1.925771;-31.145753;-36.027500;45.210775;2044.014142;54.900565;15.855016;0.353883;-0.399613;57.751600;0.176471;0.176471;0.000000;203199.928309;1.802606;0.000000;0.000000;0.080068;0.106827;0.270141;-0.205208;0.000000;0.407428;-0.005797;0.000000;0.000000;-0.000326;-0.221457;-0.144871;-0.108845;10.891806;3.924670;15.604985;4.684527;2.771976;0.000000;9.955031;4.023438;-0.384062;122.556114;8809.751984
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.021796;-0.006521;1.414041;1.999513;1.414209;0.531309;-0.235167;0.015490;1.972997;0.107843;0.107843;0.501961;102.023784;2.398659;8.865059;8.604500;1.590715;2.530374;9.006644;0.593876;1.878069;6.370630;1.768825;0.127451;0.127451;0.000000;8145.158963;0.122535;3.088857;4.094250;2.224351;4.947739;3.806412;0.482856;-0.266221;-1.623627;4.463035;0.029412;0.029412;0.000000;1225.552983;0.723911;8.031902;10.382500;36.606418;1340.029871;37.477211;6.982201;-0.239288;-0.754030;57.081250;0.068627;0.068627;0.501961;74923.364070;1.736696;-36.681942;-36.499500;34.761180;1208.339659;50.536171;12.442048;0.768150;1.067428;42.224250;0.127451;0.127451;0.000000;198873.192624;1.508559;0.000000;0.000000;-0.002009;0.001622;0.321359;-0.219028;0.000000;-0.085923;0.049219;0.000000;0.000000;-0.690857;-0.526600;-0.223605;0.247522;9.838475;2.324032;14.037328;2.555466;2.019272;0.000000;8.678456;4.023438;4.099763;99.119630;3972.934639
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.757479;0.618720;3.014216;9.085500;3.107937;1.396627;0.450871;0.371195;3.416700;0.205882;0.205882;1.505882;522.241954;2.840802;10.147475;10.267500;4.322358;18.682782;11.029689;1.821198;0.024944;0.535891;5.091525;0.137255;0.137255;0.000000;11455.896716;0.506699;0.058286;-0.370935;2.858439;8.170673;2.859033;1.234147;1.108254;2.975655;1.928802;0.196078;0.196078;1.505882;417.271340;2.953213;-15.290570;28.172500;107.370367;11528.395740;108.453664;25.213368;-0.597063;-0.778205;178.174000;0.058824;0.058824;1.505882;611805.668926;1.683343;59.276987;33.062000;95.170661;9057.454781;112.121434;37.426190;0.207373;-0.104971;131.046325;0.107843;0.107843;0.000000;820410.796462;2.070526;0.000000;0.000000;0.422145;0.256876;0.311628;-0.485659;0.000000;-0.356146;-0.101410;0.000000;0.000000;-0.402963;-0.174025;0.103039;-0.197670;11.481786;15.481888;16.582284;21.392922;6.650293;0.000000;10.433751;4.023438;-0.038792;147.313303;24341.587340
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.337126;0.344100;1.686845;2.845446;1.720203;0.782285;0.682558;2.982223;1.798270;0.127451;0.127451;0.501961;156.715593;3.284940;9.863884;9.713050;2.738820;7.501133;10.237058;1.020471;1.377214;3.673406;1.681175;0.196078;0.196078;0.000000;10307.632139;0.258072;0.627162;-0.401220;2.638228;6.960248;2.711749;0.898458;0.403842;-1.072088;4.701075;0.058824;0.058824;0.501961;395.387299;1.777706;-0.515262;13.668000;63.727375;4061.178290;63.729458;12.440424;-0.452549;-0.034836;91.656750;0.088235;0.088235;0.501961;207345.148208;1.648373;-0.968195;-7.791100;57.747727;3334.799957;57.755843;15.447570;0.203211;-0.514374;87.570250;0.107843;0.107843;0.501961;170173.498350;2.081274;0.000000;0.000000;0.470538;-0.034312;0.121047;-0.758152;0.000000;-0.049651;0.284395;0.000000;0.000000;-0.417392;-0.298790;-0.089307;-0.543799;10.813128;6.832703;15.152135;8.441097;2.007923;0.000000;9.942672;4.023438;1.658295;123.756446;7404.534723
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.319637;-0.207645;2.081202;4.331403;2.105605;0.964979;0.882935;3.273514;2.409032;0.166667;0.166667;4.517647;231.380351;3.143140;9.643205;9.015750;2.722075;7.409691;10.020035;0.962891;1.682740;3.500939;2.201950;0.147059;0.147059;0.000000;9863.083324;0.272881;-3.246309;-3.771050;2.760401;7.619815;4.261260;0.892027;-0.056511;-0.879703;4.423980;0.068627;0.068627;0.000000;1463.563247;1.125075;-7.938313;19.611000;76.366540;5831.848469;76.778026;16.654240;-0.459704;-0.915941;111.016000;0.058824;0.058824;0.501961;303873.273248;1.768122;-15.808619;-21.768000;56.003799;3136.425533;58.192250;19.785402;0.260529;0.614460;65.138000;0.166667;0.166667;1.003922;185468.618434;2.719700;0.000000;0.000000;0.084869;0.070435;-0.038824;-0.567231;0.000000;0.197148;0.088075;0.000000;0.000000;-0.400299;-0.106994;-0.126623;-0.298556;10.666055;7.069941;15.183634;7.557128;4.300214;0.000000;10.017395;4.023438;-2.329798;120.834662;9299.361573
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.401980;-0.361375;2.024589;4.098961;2.064110;0.651292;0.485302;-0.142164;2.820398;0.058824;0.058824;0.501961;225.564495;2.447128;9.051947;8.559500;3.053377;9.323110;9.553055;0.999516;1.285258;2.105429;2.495000;0.127451;0.127451;0.000000;8833.183096;0.345844;3.408793;3.731150;1.946719;3.789716;3.925505;0.630173;-0.153087;-1.007205;3.047425;0.078431;0.078431;0.000000;1378.502565;0.644631;8.633758;16.617000;41.492670;1721.641675;42.381404;11.283215;-0.380386;-0.556536;64.151500;0.068627;0.068627;0.501961;95406.987743;1.915922;-13.752006;-14.566500;37.207567;1384.403058;39.667628;15.628648;-0.008470;0.002600;52.349125;0.156863;0.156863;0.000000;89894.737631;2.610361;0.000000;0.000000;0.255368;-0.406285;0.367127;-0.494420;0.000000;0.063058;0.122755;0.000000;0.000000;-0.439293;-0.143109;0.057996;-0.161262;10.177798;7.933830;14.737489;9.859757;3.695207;0.000000;8.899641;4.023438;3.991409;111.521405;3385.113773
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.016398;-0.064284;2.444397;5.975078;2.444452;1.360973;0.503533;3.818255;2.334358;0.254902;0.254902;3.011765;305.053027;3.093402;9.723209;9.412350;3.561614;12.685096;10.354993;1.521359;1.170101;2.421270;3.565300;0.156863;0.156863;0.000000;10290.107548;0.420471;1.809240;1.388450;2.332178;5.439052;2.951678;0.842754;0.802640;0.586918;3.312188;0.117647;0.117647;0.000000;611.695344;1.740332;-9.097757;14.861500;64.184065;4119.594152;64.825638;12.528519;-0.596122;-0.514184;100.651750;0.058824;0.058824;0.501961;218547.013962;1.793972;9.639268;1.933550;66.105562;4369.945347;66.804647;24.426125;0.035701;-0.080206;75.837500;0.156863;0.156863;0.501961;232362.866482;2.480501;0.000000;0.000000;0.298854;-0.001910;0.335251;-0.209116;0.000000;0.147513;-0.278166;0.000000;0.000000;0.141973;-0.087814;-0.154268;-0.308742;10.853169;11.409969;15.427507;13.710155;5.134773;0.000000;10.115389;4.023438;2.055731;129.201237;8673.936569
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;2.388460;2.635250;1.522742;2.318743;2.832575;0.482335;0.321827;-0.674653;2.184925;0.078431;0.078431;0.000000;700.151503;0.790376;9.329192;9.202800;1.591761;2.533702;9.464012;0.576446;0.811298;0.412150;1.507575;0.176471;0.176471;0.000000;9006.671274;0.106146;2.507073;2.809200;1.931747;3.731645;3.164974;0.464004;-0.133879;-0.907289;3.268203;0.137255;0.137255;0.000000;831.540090;0.842660;-14.996475;-11.024500;52.362815;2741.864350;54.467959;8.498636;-0.356124;-0.527021;74.269000;0.039216;0.039216;0.501961;162774.306737;1.770139;-14.015740;-24.686000;40.158733;1612.723801;42.534278;10.976101;0.314253;-0.950849;62.626750;0.068627;0.068627;0.501961;102292.300298;2.091010;0.000000;0.000000;-0.100100;0.095194;0.344459;-0.541381;0.000000;0.035150;0.365796;0.000000;0.000000;-0.494066;-0.249579;-0.082517;-0.401601;10.559833;2.080948;15.717652;2.718237;2.182251;0.000000;9.666808;4.023438;2.817419;113.591011;4785.940428
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.943541;0.931990;2.009155;4.036705;2.219679;0.861201;0.419122;1.381197;2.423138;0.166667;0.166667;0.000000;296.826663;2.547912;9.791104;9.798950;2.389377;5.709124;10.078434;0.996879;0.131276;0.663048;2.587750;0.156863;0.156863;0.000000;10069.667835;0.205237;-1.039784;-1.448400;2.623212;6.881240;2.821771;0.939790;1.167547;1.826814;2.540479;0.147059;0.147059;0.000000;461.313931;2.477394;-11.219337;-2.434749;74.825890;5598.913818;75.662324;15.449731;-0.523856;-0.545869;103.960500;0.078431;0.078431;1.505882;298384.467197;1.875069;17.173047;18.302000;67.565602;4565.110530;69.713873;24.434186;-0.152272;-0.820327;112.599750;0.156863;0.156863;0.501961;262901.945508;2.323167;0.000000;0.000000;0.374809;0.251772;0.377745;-0.337902;0.000000;0.402853;-0.154831;0.000000;0.000000;0.387506;-0.086578;-0.114193;-0.233316;10.826493;5.288867;15.504306;6.924942;2.917380;0.000000;10.142061;4.023438;-1.368407;122.501814;10592.773793
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.591255;-0.140330;2.654422;7.045958;2.719474;0.956846;-1.929604;5.758414;1.806385;0.186275;0.186275;4.517647;395.258365;2.756239;10.307790;10.050500;2.793762;7.805104;10.679684;1.039557;0.468382;2.523483;2.032950;0.196078;0.196078;0.000000;11235.620117;0.248068;-0.932598;-1.210400;1.808322;3.270027;2.034641;0.913407;0.193115;3.541122;1.653398;0.196078;0.196078;0.000000;255.530177;2.600392;-29.549983;-9.075250;85.281370;7272.912044;90.255823;19.885647;0.146318;0.205259;127.258000;0.068627;0.068627;1.505882;460014.887904;2.324399;75.795178;73.718500;75.370366;5680.692128;106.890604;19.687396;-0.068503;-1.009200;130.549000;0.049020;0.049020;0.000000;875696.396731;1.411722;0.000000;0.000000;-0.215450;0.090713;0.156835;-0.016023;0.000000;0.106493;-0.072802;0.000000;0.000000;-0.571137;-0.340835;0.292390;0.001208;11.380285;7.940290;15.947687;9.157520;5.840583;0.000000;10.392907;4.023438;-0.986065;137.451183;19575.854466
