Left Lower Leg_Ax_Mean;Left Lower Leg_Ax_Median;Left Lower Leg_Ax_Std;Left Lower Leg_Ax_Var;Left Lower Leg_Ax_RMS;Left Lower Leg_Ax_AvgDeriv;Left Lower Leg_Ax_Skew;Left Lower Leg_Ax_Kurt;Left Lower Leg_Ax_IQR;Left Lower Leg_Ax_ZCR;Left Lower Leg_Ax_MCR;Left Lower Leg_Ax_DomFreq;Left Lower Leg_Ax_Energy;Left Lower Leg_Ax_SpecEnt;Left Lower Leg_Ay_Mean;Left Lower Leg_Ay_Median;Left Lower Leg_Ay_Std;Left Lower Leg_Ay_Var;Left Lower Leg_Ay_RMS;Left Lower Leg_Ay_AvgDeriv;Left Lower Leg_Ay_Skew;Left Lower Leg_Ay_Kurt;Left Lower Leg_Ay_IQR;Left Lower Leg_Ay_ZCR;Left Lower Leg_Ay_MCR;Left Lower Leg_Ay_DomFreq;Left Lower Leg_Ay_Energy;Left Lower Leg_Ay_SpecEnt;Left Lower Leg_Az_Mean;Left Lower Leg_Az_Median;Left Lower Leg_Az_Std;Left Lower Leg_Az_Var;Left Lower Leg_Az_RMS;Left Lower Leg_Az_AvgDeriv;Left Lower Leg_Az_Skew;Left Lower Leg_Az_Kurt;Left Lower Leg_Az_IQR;Left Lower Leg_Az_ZCR;Left Lower Leg_Az_MCR;Left Lower Leg_Az_DomFreq;Left Lower Leg_Az_Energy;Left Lower Leg_Az_SpecEnt;Left Lower Leg_Gx_Mean;Left Lower Leg_Gx_Median;Left Lower Leg_Gx_Std;Left Lower Leg_Gx_Var;Left Lower Leg_Gx_RMS;Left Lower Leg_Gx_AvgDeriv;Left Lower Leg_Gx_Skew;Left Lower Leg_Gx_Kurt;Left Lower Leg_Gx_IQR;Left Lower Leg_Gx_ZCR;Left Lower Leg_Gx_MCR;Left Lower Leg_Gx_DomFreq;Left Lower Leg_Gx_Energy;Left Lower Leg_Gx_SpecEnt;Left Lower Leg_Gy_Mean;Left Lower Leg_Gy_Median;Left Lower Leg_Gy_Std;Left Lower Leg_Gy_Var;Left Lower Leg_Gy_RMS;Left Lower Leg_Gy_AvgDeriv;Left Lower Leg_Gy_Skew;Left Lower Leg_Gy_Kurt;Left Lower Leg_Gy_IQR;Left Lower Leg_Gy_ZCR;Left Lower Leg_Gy_MCR;Left Lower Leg_Gy_DomFreq;Left Lower Leg_Gy_Energy;Left Lower Leg_Gy_SpecEnt;Left Lower Leg_Gz_Mean;Left Lower Leg_Gz_Median;Left Lower Leg_Gz_Std;Left Lower Leg_Gz_Var;Left Lower Leg_Gz_RMS;Left Lower Leg_Gz_AvgDeriv;Left Lower Leg_Gz_Skew;Left Lower Leg_Gz_Kurt;Left Lower Leg_Gz_IQR;Left Lower Leg_Gz_ZCR;Left Lower Leg_Gz_MCR;Left Lower Leg_Gz_DomFreq;Left Lower Leg_Gz_Energy;Left Lower Leg_Gz_SpecEnt;Left Lower Leg_Corr_AxAy;Left Lower Leg_Corr_AxAz;Left Lower Leg_Corr_AyAz;Left Lower Leg_Corr_GxGy;Left Lower Leg_Corr_GxGz;Left Lower Leg_Corr_GyGz;Left Lower Leg_Corr_AxGx;Left Lower Leg_Corr_AyGy;Left Lower Leg_Corr_AzGz;Left Lower Leg_Corr_AxGy;Left Lower Leg_Corr_AxGz;Left Lower Leg_Corr_AyGx;Left Lower Leg_Corr_AyGz;Left Lower Leg_Corr_AzGx;Left Lower Leg_Corr_AzGy;Left Lower Leg_AI;Left Lower Leg_VI;Left Lower Leg_SMA;Left Lower Leg_EVA1;Left Lower Leg_EVA2;Left Lower Leg_CAGH;Left Lower Leg_AVH;Left Lower Leg_AVG;Left Lower Leg_ARATG;Left Lower Leg_AAE;Left Lower Leg_ARE
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.631416;0.558845;0.901645;0.812963;1.100749;0.431686;0.061044;-1.225681;1.558620;0.098039;0.098039;0.000000;82.153901;1.608095;9.522711;9.507450;0.330419;0.109177;9.528442;0.244616;3.957113;28.916435;0.249200;0.401961;0.401961;0.000000;9255.144577;0.007206;-1.797536;-1.950100;0.585596;0.342922;1.890518;0.349804;0.983336;3.161820;0.893100;0.147059;0.147059;0.000000;347.137639;0.364716;-2.326871;-0.941625;9.706108;94.208524;9.981125;1.911050;-0.505671;-0.449431;11.043675;0.107843;0.107843;1.003922;5357.218487;1.827092;-6.899706;-5.648450;11.306065;127.827100;13.245114;4.007704;-0.190843;-0.796167;18.150625;0.137255;0.137255;0.000000;11375.092072;2.010802;0.000000;0.000000;0.224168;-0.167352;0.221533;0.253202;0.000000;0.412376;0.002324;0.000000;0.000000;0.380789;0.320973;0.500202;-0.106356;10.812326;0.096444;15.405961;0.827356;0.103914;0.000000;9.591283;5.029297;-1.936109;117.002846;278.629955
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.141149;0.062211;1.374532;1.889337;1.381760;0.346551;-0.085147;-1.373005;2.654550;0.029412;0.029412;0.501961;98.395853;1.833013;9.607361;9.571450;0.684877;0.469057;9.631741;0.322294;1.828118;9.129641;0.424500;0.274510;0.274510;0.000000;9438.707572;0.025648;-1.098245;-1.126300;0.757500;0.573806;1.334147;0.307666;-0.362304;-0.708172;1.188407;0.117647;0.117647;0.000000;152.354470;0.915325;-1.905588;-1.377700;9.552353;91.247454;9.740571;1.686253;-0.411207;-0.644940;11.222425;0.117647;0.117647;0.501961;5024.079507;1.329196;-4.757838;0.519640;15.146227;229.408203;15.875932;3.811091;-1.469968;1.749381;15.502400;0.078431;0.078431;0.501961;14008.851601;2.175118;0.000000;0.000000;0.022737;-0.117272;0.200866;0.624104;0.000000;0.213111;-0.238024;0.000000;0.000000;-0.579459;-0.301501;-0.200447;-0.074758;10.921098;0.409317;15.881434;1.908369;0.473375;0.000000;9.677974;5.029297;-1.375889;119.679698;348.703895
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-1.116348;-1.357700;0.743316;0.552519;1.341176;0.148225;2.037150;5.509140;0.143950;0.049020;0.049020;0.000000;155.295184;0.885063;9.669206;9.632050;0.652209;0.425377;9.691177;0.216527;1.881076;10.920710;0.068575;0.147059;0.147059;0.000000;9558.059592;0.023122;-0.542649;-0.470625;0.446769;0.199602;0.702901;0.152184;-2.637084;8.233524;0.106603;0.088235;0.088235;0.000000;40.251062;1.391108;-1.747073;0.053507;6.124120;37.504849;6.368447;0.986767;-1.578359;2.371435;2.565940;0.049020;0.049020;0.501961;2224.280052;2.233987;-2.836577;0.101089;13.379623;179.014304;13.677005;2.025273;-2.456893;5.638107;1.499285;0.039216;0.039216;1.003922;9950.705818;2.262145;0.000000;0.000000;0.176520;0.278325;0.489164;0.712066;0.000000;-0.734678;-0.286252;0.000000;0.000000;-0.409516;-0.925576;-0.585841;-0.124947;10.970345;0.369211;15.948854;0.601449;0.386128;0.000000;9.803632;5.029297;-0.613689;120.717672;228.111659
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-1.353783;-1.356900;0.029551;0.000873;1.354106;0.017955;-0.366913;-0.025665;0.036700;0.186275;0.186275;0.000000;186.983242;0.002916;9.637011;9.632650;0.023947;0.000573;9.637041;0.022092;-0.002182;2.889012;0.020825;0.450980;0.450980;0.000000;9472.970931;0.000053;-0.477716;-0.482560;0.023359;0.000546;0.478287;0.015088;-0.273197;0.578967;0.032600;0.352941;0.352941;0.000000;23.305692;0.012546;0.493805;0.428875;0.621524;0.386292;0.793811;0.186469;1.967233;6.971834;0.440867;0.166667;0.166667;0.000000;44.575293;1.838439;0.019440;-0.131030;0.526074;0.276754;0.526433;0.240711;2.980959;13.128051;0.447407;0.225490;0.225490;1.003922;14.173730;3.215798;0.000000;0.000000;-0.233674;-0.214975;-0.011875;0.545648;0.000000;-0.182158;0.294666;0.000000;0.000000;0.003161;-0.519432;-0.121553;0.112245;10.941008;0.000495;15.990794;0.000956;0.000505;0.000000;9.789644;5.029297;-0.481679;119.706153;1.136026
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-1.334467;-1.333000;0.016479;0.000272;1.334568;0.015387;-0.260876;1.310451;0.024300;0.352941;0.352941;0.000000;181.655701;0.001072;9.637993;9.632600;0.017127;0.000293;9.638008;0.014264;0.252562;6.069558;0.012200;0.431373;0.431373;0.000000;9474.887955;0.000028;-0.481589;-0.483300;0.015737;0.000248;0.481846;0.011824;0.942519;1.035754;0.023773;0.294118;0.294118;0.000000;23.669406;0.006301;0.461918;0.429635;0.227187;0.051614;0.514764;0.138570;1.249473;2.739097;0.191890;0.382353;0.382353;0.000000;24.396100;0.655938;-0.236318;-0.292760;0.236278;0.055827;0.334176;0.155308;1.705736;4.052638;0.199193;0.343137;0.343137;0.000000;8.543858;1.626874;0.000000;0.000000;-0.333436;-0.081031;0.348730;0.109299;0.000000;0.196344;0.311811;0.000000;0.000000;-0.096141;-0.410238;0.009678;-0.084795;10.939471;0.000252;15.972460;0.000381;0.000190;0.000000;9.786988;5.029297;-0.480165;119.672278;0.608832
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-1.331666;-1.333000;0.011297;0.000128;1.331714;0.011636;0.014782;-0.485033;0.024000;0.460784;0.460784;0.000000;180.886614;0.000533;9.636038;9.632400;0.010520;0.000111;9.636044;0.010217;0.709405;1.455357;0.012200;0.411765;0.411765;0.000000;9471.035414;0.000011;-0.490574;-0.495010;0.010007;0.000100;0.490676;0.009166;-0.056614;-0.051770;0.012190;0.411765;0.411765;0.000000;24.552683;0.002713;0.470616;0.459680;0.118484;0.014039;0.485302;0.137313;0.318543;-0.212700;0.161950;0.509804;0.509804;0.000000;23.308830;0.244516;-0.330783;-0.340510;0.115854;0.013422;0.350484;0.114133;0.022463;-0.820031;0.177535;0.372549;0.372549;0.000000;11.845773;0.410900;0.000000;0.000000;0.093768;-0.059305;0.166285;-0.136991;0.000000;0.062176;-0.114012;0.000000;0.000000;-0.110147;-0.175358;-0.030400;-0.096754;10.937400;0.000085;15.967704;0.000134;0.000106;0.000000;9.785110;5.029297;-0.491772;119.626805;0.599120
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.914943;1.069250;0.584277;0.341380;1.085588;0.513423;-1.480076;3.731254;0.633642;0.362745;0.362745;0.000000;102.894943;0.997784;8.991198;9.021000;0.320548;0.102751;8.996910;0.335819;-0.372171;0.384708;0.405650;0.450980;0.450980;0.000000;8251.189289;0.007701;-3.460319;-3.437250;0.351203;0.123343;3.478096;0.320183;-0.240667;-0.346038;0.498550;0.382353;0.382353;0.000000;1227.790947;0.051674;-1.577769;-1.291750;4.636919;21.501015;4.897997;1.716378;-0.184031;-0.150343;6.060275;0.156863;0.156863;0.000000;1350.582095;2.505288;0.719584;0.693425;5.693367;32.414428;5.738661;3.583811;0.404868;-0.132017;7.447250;0.235294;0.235294;1.003922;1706.474746;3.025947;0.000000;0.000000;0.581139;0.105334;-0.149514;0.243261;0.000000;-0.097980;-0.223071;0.000000;0.000000;0.615932;-0.386548;0.583913;0.156413;10.345825;0.086807;14.982631;0.387363;0.061165;0.000000;9.069691;5.029297;-3.548178;107.122894;69.019748
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.940730;0.910705;0.384991;0.148218;1.016460;0.269221;-0.591586;2.169627;0.422788;0.284314;0.284314;0.000000;97.829790;0.516361;9.109430;9.115850;0.434763;0.189019;9.119799;0.265687;1.534239;6.127747;0.360700;0.352941;0.352941;0.000000;8473.836255;0.012553;-3.190367;-3.171500;0.392285;0.153888;3.214394;0.224190;-0.407262;0.354991;0.483400;0.196078;0.196078;0.000000;1046.083695;0.067129;-0.927087;-1.871050;6.078743;36.951120;6.149033;1.774025;0.138722;-0.511406;7.933125;0.107843;0.107843;1.505882;1972.406870;2.155714;-0.274000;0.480440;5.323749;28.342299;5.330795;2.931442;-0.000690;0.434951;6.621400;0.235294;0.235294;3.011765;1453.296064;2.849153;0.000000;0.000000;-0.113553;-0.236914;0.374249;0.242894;0.000000;-0.118474;0.225915;0.000000;0.000000;-0.057628;-0.325340;0.451755;0.024488;10.443115;0.145274;15.064766;0.198446;0.142130;0.000000;9.174634;5.029297;-3.311114;109.203932;76.560313
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.936886;0.921235;0.284529;0.080957;0.979138;0.126458;-0.750363;1.713752;0.411793;0.166667;0.166667;0.000000;93.662504;0.290037;9.183724;9.157550;0.374651;0.140363;9.191362;0.161716;2.113201;10.847758;0.127125;0.313725;0.313725;0.000000;8609.926173;0.009303;-3.010282;-2.954900;0.298031;0.088822;3.025000;0.123365;-1.003459;2.951408;0.348175;0.127451;0.127451;0.000000;928.834358;0.044130;-1.157747;-1.762700;5.944556;35.337746;6.056247;1.223065;0.259427;-0.325611;6.854175;0.068627;0.068627;0.501961;1939.007270;2.017179;0.142519;0.119060;4.478625;20.058084;4.480892;1.888796;-0.156154;2.235460;3.869550;0.156863;0.156863;5.019608;1025.763678;2.593875;0.000000;0.000000;-0.336779;-0.295001;0.380200;0.250419;0.000000;-0.296943;0.356000;0.000000;0.000000;-0.072355;-0.438669;0.376901;0.021565;10.503950;0.106889;15.123198;0.158812;0.064699;0.000000;9.290504;5.029297;-3.046789;110.439852;65.907142
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.158704;1.196500;0.164076;0.026921;1.170263;0.053534;-1.070780;1.088962;0.115450;0.127451;0.127451;0.000000;138.317726;0.077252;9.173859;9.186200;0.050722;0.002573;9.173999;0.035952;-0.591770;0.592196;0.052725;0.303922;0.303922;0.000000;8584.419177;0.000232;-2.932617;-2.880150;0.154735;0.023943;2.936696;0.046586;-1.281051;0.639069;0.130900;0.068627;0.068627;0.000000;878.445798;0.012858;-0.054751;0.267255;2.969186;8.816064;2.969690;0.545485;0.299592;0.444897;3.134450;0.058824;0.058824;1.003922;449.943724;1.782394;0.301022;-0.140765;1.739860;3.027112;1.765708;0.718552;1.167016;3.408033;1.456292;0.127451;0.127451;1.003922;163.697536;2.749028;0.000000;0.000000;0.473198;-0.072356;-0.473923;0.469740;0.000000;-0.317419;-0.251169;0.000000;0.000000;0.778605;-0.605040;0.631846;-0.013456;10.513270;0.002933;15.332563;0.027815;0.001971;0.000000;9.280393;5.029297;-3.007052;110.531774;20.560971
