Left Wrist_Ax_Mean;Left Wrist_Ax_Median;Left Wrist_Ax_Std;Left Wrist_Ax_Var;Left Wrist_Ax_RMS;Left Wrist_Ax_AvgDeriv;Left Wrist_Ax_Skew;Left Wrist_Ax_Kurt;Left Wrist_Ax_IQR;Left Wrist_Ax_ZCR;Left Wrist_Ax_MCR;Left Wrist_Ax_DomFreq;Left Wrist_Ax_Energy;Left Wrist_Ax_SpecEnt;Left Wrist_Ay_Mean;Left Wrist_Ay_Median;Left Wrist_Ay_Std;Left Wrist_Ay_Var;Left Wrist_Ay_RMS;Left Wrist_Ay_AvgDeriv;Left Wrist_Ay_Skew;Left Wrist_Ay_Kurt;Left Wrist_Ay_IQR;Left Wrist_Ay_ZCR;Left Wrist_Ay_MCR;Left Wrist_Ay_DomFreq;Left Wrist_Ay_Energy;Left Wrist_Ay_SpecEnt;Left Wrist_Az_Mean;Left Wrist_Az_Median;Left Wrist_Az_Std;Left Wrist_Az_Var;Left Wrist_Az_RMS;Left Wrist_Az_AvgDeriv;Left Wrist_Az_Skew;Left Wrist_Az_Kurt;Left Wrist_Az_IQR;Left Wrist_Az_ZCR;Left Wrist_Az_MCR;Left Wrist_Az_DomFreq;Left Wrist_Az_Energy;Left Wrist_Az_SpecEnt;Left Wrist_Gx_Mean;Left Wrist_Gx_Median;Left Wrist_Gx_Std;Left Wrist_Gx_Var;Left Wrist_Gx_RMS;Left Wrist_Gx_AvgDeriv;Left Wrist_Gx_Skew;Left Wrist_Gx_Kurt;Left Wrist_Gx_IQR;Left Wrist_Gx_ZCR;Left Wrist_Gx_MCR;Left Wrist_Gx_DomFreq;Left Wrist_Gx_Energy;Left Wrist_Gx_SpecEnt;Left Wrist_Gy_Mean;Left Wrist_Gy_Median;Left Wrist_Gy_Std;Left Wrist_Gy_Var;Left Wrist_Gy_RMS;Left Wrist_Gy_AvgDeriv;Left Wrist_Gy_Skew;Left Wrist_Gy_Kurt;Left Wrist_Gy_IQR;Left Wrist_Gy_ZCR;Left Wrist_Gy_MCR;Left Wrist_Gy_DomFreq;Left Wrist_Gy_Energy;Left Wrist_Gy_SpecEnt;Left Wrist_Gz_Mean;Left Wrist_Gz_Median;Left Wrist_Gz_Std;Left Wrist_Gz_Var;Left Wrist_Gz_RMS;Left Wrist_Gz_AvgDeriv;Left Wrist_Gz_Skew;Left Wrist_Gz_Kurt;Left Wrist_Gz_IQR;Left Wrist_Gz_ZCR;Left Wrist_Gz_MCR;Left Wrist_Gz_DomFreq;Left Wrist_Gz_Energy;Left Wrist_Gz_SpecEnt;Left Wrist_Corr_AxAy;Left Wrist_Corr_AxAz;Left Wrist_Corr_AyAz;Left Wrist_Corr_GxGy;Left Wrist_Corr_GxGz;Left Wrist_Corr_GyGz;Left Wrist_Corr_AxGx;Left Wrist_Corr_AyGy;Left Wrist_Corr_AzGz;Left Wrist_Corr_AxGy;Left Wrist_Corr_AxGz;Left Wrist_Corr_AyGx;Left Wrist_Corr_AyGz;Left Wrist_Corr_AzGx;Left Wrist_Corr_AzGy;Left Wrist_AI;Left Wrist_VI;Left Wrist_SMA;Left Wrist_EVA1;Left Wrist_EVA2;Left Wrist_CAGH;Left Wrist_AVH;Left Wrist_AVG;Left Wrist_ARATG;Left Wrist_AAE;Left Wrist_ARE
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.613995;-0.617920;0.050485;0.002549;0.616067;0.040761;-0.212845;2.833935;0.056505;0.401961;0.401961;0.000000;38.583726;0.034245;2.715659;2.716050;0.026092;0.000681;2.715784;0.026003;-0.119989;0.272762;0.035850;0.460784;0.460784;0.000000;752.264643;0.000668;9.589724;9.591800;0.018396;0.000338;9.589741;0.017243;-0.273562;1.206084;0.023850;0.421569;0.421569;0.000000;9380.222658;0.000032;-1.027809;-0.999465;0.331963;0.110200;1.080089;0.205226;0.047552;0.422027;0.420672;0.235294;0.235294;0.000000;113.399150;0.350242;0.058321;0.001276;0.767465;0.589002;0.769677;0.371292;0.383938;0.284711;0.785517;0.176471;0.176471;3.513725;30.386141;2.869338;0.000000;0.000000;0.028906;0.271612;-0.220971;-0.860524;0.000000;0.248852;0.076593;0.000000;0.000000;0.467013;-0.302455;-0.371003;-0.065962;2.958775;0.000673;4.329654;0.002575;0.000687;0.000000;2.797113;1.005859;9.647171;8.755022;93.722131
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.617192;-0.617930;0.041088;0.001688;0.618558;0.034176;0.918013;1.829083;0.047540;0.382353;0.382353;0.000000;38.940885;0.023151;2.721869;2.722000;0.021169;0.000448;2.721951;0.019940;0.049464;0.390816;0.024300;0.421569;0.421569;0.000000;755.696874;0.000449;9.587393;9.591250;0.016041;0.000257;9.587407;0.015563;0.101171;-0.249223;0.023525;0.441176;0.441176;0.000000;9375.660055;0.000025;-1.038894;-1.044750;0.281295;0.079127;1.076303;0.171809;-0.202104;-0.073671;0.391667;0.254902;0.254902;0.000000;114.132220;0.254545;-0.057820;-0.065682;0.663418;0.440123;0.665933;0.309504;0.446320;0.422958;0.883915;0.166667;0.166667;3.513725;22.790954;2.667663;0.000000;0.000000;0.018690;0.096437;-0.115319;-0.827215;0.000000;0.272805;0.123763;0.000000;0.000000;0.439558;-0.228491;-0.321560;-0.136593;2.964994;0.000441;4.339061;0.001705;0.000452;0.000000;2.806527;1.005859;9.643035;8.791631;93.520258
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.602492;-0.617440;0.061186;0.003744;0.605591;0.047216;1.134275;3.336528;0.059860;0.333333;0.333333;0.000000;37.216752;0.049188;2.728478;2.722200;0.028597;0.000818;2.728628;0.026006;1.416330;3.707118;0.033075;0.441176;0.441176;0.000000;759.391188;0.000803;9.587085;9.590300;0.028879;0.000834;9.587129;0.026062;-1.578203;10.278502;0.032350;0.450980;0.450980;0.000000;9375.087476;0.000076;-1.026229;-1.055850;0.319057;0.101797;1.074682;0.210524;0.557219;1.337739;0.385898;0.294118;0.294118;0.000000;112.624462;0.333461;-0.217740;-0.169320;0.642871;0.413283;0.678744;0.408023;0.025413;1.655877;0.719207;0.245098;0.245098;0.000000;25.926329;3.004742;0.000000;0.000000;0.197274;0.103381;-0.272237;-0.802655;0.000000;0.116481;-0.139918;0.000000;0.000000;0.392597;-0.233363;0.327046;0.211456;2.968405;0.000727;4.330971;0.003821;0.000785;0.000000;2.808922;1.005859;9.643065;8.812153;93.528674
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.576941;-0.581985;0.061044;0.003726;0.580161;0.051022;0.368336;2.390988;0.061805;0.372549;0.372549;0.000000;34.141973;0.053039;2.736379;2.733800;0.027541;0.000759;2.736518;0.025468;1.048470;3.062900;0.024525;0.411765;0.411765;0.000000;763.792074;0.000744;9.586657;9.581300;0.028562;0.000816;9.586699;0.024386;-1.565794;10.783038;0.023000;0.431373;0.431373;0.000000;9374.248894;0.000075;-1.030775;-1.085150;0.329141;0.108334;1.082050;0.221649;0.662867;1.085844;0.353403;0.303922;0.303922;0.000000;113.904182;0.345105;-0.170629;-0.128390;0.619876;0.384247;0.642932;0.398628;-0.139827;2.308324;0.637217;0.235294;0.235294;0.000000;22.579913;3.083847;0.000000;0.000000;0.146662;0.126625;-0.306506;-0.789539;0.000000;0.085776;-0.172470;0.000000;0.000000;0.420870;-0.184485;0.386444;0.263183;2.970591;0.000709;4.313320;0.003784;0.000745;0.000000;2.812387;1.005859;9.642370;8.825118;93.488998
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.578500;-0.581620;0.044951;0.002021;0.580244;0.039259;0.102222;0.700830;0.048022;0.411765;0.411765;0.000000;34.239132;0.030497;2.728537;2.722400;0.023350;0.000545;2.728637;0.018490;-0.192957;-0.491383;0.035500;0.333333;0.333333;0.000000;759.409302;0.000524;9.590428;9.590900;0.019910;0.000396;9.590449;0.019410;0.548374;0.488032;0.024050;0.460784;0.460784;0.000000;9381.605064;0.000038;-1.159567;-1.089000;0.488129;0.238270;1.258120;0.209507;-1.167819;2.162551;0.439933;0.254902;0.254902;0.000000;149.300493;0.478552;0.012637;0.009600;0.663614;0.440384;0.663735;0.326456;0.727135;0.949992;0.752147;0.235294;0.235294;3.011765;22.479071;2.542282;0.000000;0.000000;0.438222;0.118590;-0.299806;-0.851280;0.000000;0.198325;-0.143428;0.000000;0.000000;0.357411;-0.331523;0.313286;0.201162;2.963406;0.000370;4.307037;0.002174;0.000418;0.000000;2.810553;1.005859;9.645099;8.782143;94.000123
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.595918;-0.594130;0.067494;0.004555;0.599728;0.052816;-0.104095;2.324811;0.071530;0.313725;0.313725;0.000000;36.457920;0.060791;2.709614;2.709900;0.037676;0.001419;2.709876;0.027143;-0.319087;1.143247;0.037350;0.323529;0.323529;0.000000;748.957137;0.001302;9.594863;9.591950;0.032180;0.001036;9.594917;0.031232;0.804617;2.051763;0.025900;0.431373;0.431373;0.000000;9390.315221;0.000095;-1.193475;-0.991165;0.673416;0.453489;1.370354;0.297232;-0.987055;0.650411;0.844925;0.156863;0.156863;0.000000;168.418014;0.739040;0.026142;-0.126175;0.950719;0.903866;0.951078;0.463582;0.313441;-0.049326;1.252140;0.196078;0.196078;3.011765;46.182815;2.673184;0.000000;0.000000;0.438900;0.114196;-0.244569;-0.880442;0.000000;0.109709;-0.096200;0.000000;0.000000;0.225758;-0.310616;0.267477;0.097093;2.949935;0.000980;4.305532;0.004961;0.001073;0.000000;2.795590;1.005859;9.650902;8.703100;94.844847
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.602122;-0.605630;0.063274;0.004004;0.605437;0.048352;0.006768;3.399538;0.056340;0.303922;0.303922;0.000000;37.189253;0.053534;2.702274;2.709700;0.036978;0.001367;2.702527;0.027976;-0.159831;1.067945;0.044375;0.294118;0.294118;0.000000;744.902569;0.001250;9.593940;9.591350;0.031019;0.000962;9.593990;0.030351;0.976927;2.781053;0.023600;0.372549;0.372549;0.000000;9388.507620;0.000090;-1.090553;-1.070900;0.536934;0.288298;1.215567;0.281018;-1.566330;3.983500;0.478470;0.196078;0.196078;0.000000;136.024098;0.653741;-0.039363;-0.143295;0.869028;0.755209;0.869919;0.446187;0.333984;0.426347;1.073685;0.215686;0.215686;2.509804;38.677217;2.759929;0.000000;0.000000;0.313238;0.119820;-0.250364;-0.837765;0.000000;0.128289;-0.155146;0.000000;0.000000;0.214339;-0.278180;0.238536;0.166817;2.944342;0.001056;4.304395;0.004235;0.001189;0.000000;2.783235;1.005859;9.651198;8.670204;94.279012
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.583788;-0.593750;0.051558;0.002658;0.586060;0.039484;0.276899;-0.132516;0.071578;0.313725;0.313725;0.000000;34.898974;0.037614;2.711499;2.710100;0.028813;0.000830;2.711652;0.023535;0.079483;0.095674;0.036075;0.401961;0.401961;0.000000;749.969506;0.000800;9.594461;9.591600;0.021816;0.000476;9.594486;0.021112;0.304639;-0.486839;0.024700;0.392157;0.392157;0.000000;9389.499603;0.000044;-1.057390;-1.097550;0.313648;0.098375;1.102927;0.237305;0.429948;0.448355;0.400628;0.323529;0.323529;0.000000;119.075920;0.305274;-0.114354;-0.091396;0.685696;0.470180;0.695166;0.393117;-0.468800;0.955109;0.844463;0.254902;0.254902;6.525490;25.315628;2.789754;0.000000;0.000000;0.129353;0.390864;-0.430249;-0.788297;0.000000;0.221887;0.054106;0.000000;0.000000;0.551271;-0.304073;0.223586;-0.002869;2.948863;0.000731;4.295287;0.002705;0.000818;0.000000;2.786657;1.005859;9.649232;8.696523;93.753858
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.559353;-0.557815;0.047341;0.002241;0.561353;0.039843;-0.287351;0.269598;0.070723;0.392157;0.392157;0.000000;32.027724;0.035595;2.721812;2.721700;0.026859;0.000721;2.721944;0.025360;0.021461;-0.130679;0.035850;0.480392;0.480392;0.000000;755.679347;0.000700;9.596515;9.596600;0.019571;0.000383;9.596535;0.018271;0.183757;-0.424357;0.031975;0.382353;0.382353;0.000000;9393.515337;0.000036;-1.054189;-1.064900;0.298859;0.089317;1.095734;0.218641;0.309271;0.885467;0.369927;0.323529;0.323529;0.000000;117.910151;0.288208;-0.132218;-0.133425;0.605204;0.366272;0.619478;0.365684;-0.866076;2.004831;0.701788;0.264706;0.264706;1.003922;20.463079;3.043696;0.000000;0.000000;0.137862;0.421690;-0.378773;-0.804671;0.000000;0.250261;0.230850;0.000000;0.000000;0.574009;-0.305430;0.076408;-0.120907;2.953552;0.000630;4.281165;0.002284;0.000708;0.000000;2.793546;1.005859;9.652549;8.724098;93.677863
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-0.559015;-0.569460;0.031872;0.001016;0.559922;0.028945;0.064973;0.257410;0.024725;0.411765;0.411765;0.000000;31.926601;0.017670;2.720852;2.721900;0.022841;0.000522;2.720948;0.023581;-0.150721;-0.209689;0.024500;0.401961;0.401961;0.000000;755.136290;0.000511;9.595925;9.592200;0.015500;0.000240;9.595938;0.015962;0.289903;0.151981;0.013300;0.431373;0.431373;0.000000;9392.354500;0.000024;-1.079521;-1.064900;0.216199;0.046742;1.100958;0.176848;-0.124107;0.007727;0.329005;0.323529;0.323529;0.000000;121.254947;0.162765;-0.012987;-0.031231;0.432987;0.187478;0.433182;0.287881;0.537726;-0.144879;0.579720;0.294118;0.294118;0.501961;9.578765;3.157194;0.000000;0.000000;0.312589;0.319377;-0.300964;-0.739587;0.000000;0.400956;-0.099680;0.000000;0.000000;0.406883;-0.273105;-0.015884;0.091922;2.952401;0.000400;4.279867;0.001116;0.000437;0.000000;2.794920;1.005859;9.651854;8.717070;93.481781
