Left Lower Leg_Ax_Mean;Left Lower Leg_Ax_Median;Left Lower Leg_Ax_Std;Left Lower Leg_Ax_Var;Left Lower Leg_Ax_RMS;Left Lower Leg_Ax_AvgDeriv;Left Lower Leg_Ax_Skew;Left Lower Leg_Ax_Kurt;Left Lower Leg_Ax_IQR;Left Lower Leg_Ax_ZCR;Left Lower Leg_Ax_MCR;Left Lower Leg_Ax_DomFreq;Left Lower Leg_Ax_Energy;Left Lower Leg_Ax_SpecEnt;Left Lower Leg_Ay_Mean;Left Lower Leg_Ay_Median;Left Lower Leg_Ay_Std;Left Lower Leg_Ay_Var;Left Lower Leg_Ay_RMS;Left Lower Leg_Ay_AvgDeriv;Left Lower Leg_Ay_Skew;Left Lower Leg_Ay_Kurt;Left Lower Leg_Ay_IQR;Left Lower Leg_Ay_ZCR;Left Lower Leg_Ay_MCR;Left Lower Leg_Ay_DomFreq;Left Lower Leg_Ay_Energy;Left Lower Leg_Ay_SpecEnt;Left Lower Leg_Az_Mean;Left Lower Leg_Az_Median;Left Lower Leg_Az_Std;Left Lower Leg_Az_Var;Left Lower Leg_Az_RMS;Left Lower Leg_Az_AvgDeriv;Left Lower Leg_Az_Skew;Left Lower Leg_Az_Kurt;Left Lower Leg_Az_IQR;Left Lower Leg_Az_ZCR;Left Lower Leg_Az_MCR;Left Lower Leg_Az_DomFreq;Left Lower Leg_Az_Energy;Left Lower Leg_Az_SpecEnt;Left Lower Leg_Gx_Mean;Left Lower Leg_Gx_Median;Left Lower Leg_Gx_Std;Left Lower Leg_Gx_Var;Left Lower Leg_Gx_RMS;Left Lower Leg_Gx_AvgDeriv;Left Lower Leg_Gx_Skew;Left Lower Leg_Gx_Kurt;Left Lower Leg_Gx_IQR;Left Lower Leg_Gx_ZCR;Left Lower Leg_Gx_MCR;Left Lower Leg_Gx_DomFreq;Left Lower Leg_Gx_Energy;Left Lower Leg_Gx_SpecEnt;Left Lower Leg_Gy_Mean;Left Lower Leg_Gy_Median;Left Lower Leg_Gy_Std;Left Lower Leg_Gy_Var;Left Lower Leg_Gy_RMS;Left Lower Leg_Gy_AvgDeriv;Left Lower Leg_Gy_Skew;Left Lower Leg_Gy_Kurt;Left Lower Leg_Gy_IQR;Left Lower Leg_Gy_ZCR;Left Lower Leg_Gy_MCR;Left Lower Leg_Gy_DomFreq;Left Lower Leg_Gy_Energy;Left Lower Leg_Gy_SpecEnt;Left Lower Leg_Gz_Mean;Left Lower Leg_Gz_Median;Left Lower Leg_Gz_Std;Left Lower Leg_Gz_Var;Left Lower Leg_Gz_RMS;Left Lower Leg_Gz_AvgDeriv;Left Lower Leg_Gz_Skew;Left Lower Leg_Gz_Kurt;Left Lower Leg_Gz_IQR;Left Lower Leg_Gz_ZCR;Left Lower Leg_Gz_MCR;Left Lower Leg_Gz_DomFreq;Left Lower Leg_Gz_Energy;Left Lower Leg_Gz_SpecEnt;Left Lower Leg_Corr_AxAy;Left Lower Leg_Corr_AxAz;Left Lower Leg_Corr_AyAz;Left Lower Leg_Corr_GxGy;Left Lower Leg_Corr_GxGz;Left Lower Leg_Corr_GyGz;Left Lower Leg_Corr_AxGx;Left Lower Leg_Corr_AyGy;Left Lower Leg_Corr_AzGz;Left Lower Leg_Corr_AxGy;Left Lower Leg_Corr_AxGz;Left Lower Leg_Corr_AyGx;Left Lower Leg_Corr_AyGz;Left Lower Leg_Corr_AzGx;Left Lower Leg_Corr_AzGy;Left Lower Leg_AI;Left Lower Leg_VI;Left Lower Leg_SMA;Left Lower Leg_EVA1;Left Lower Leg_EVA2;Left Lower Leg_CAGH;Left Lower Leg_AVH;Left Lower Leg_AVG;Left Lower Leg_ARATG;Left Lower Leg_AAE;Left Lower Leg_ARE
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-0.076745;-0.269625;1.382413;1.911066;1.384542;0.435738;0.189399;-0.825448;2.725150;0.088235;0.088235;0.501961;98.271432;2.162924;9.612035;9.579800;0.535268;0.286512;9.626928;0.309316;2.291865;13.162191;0.224125;0.274510;0.274510;0.000000;9438.548949;0.017227;-1.111199;-0.826445;0.576796;0.332694;1.251981;0.309550;-1.427893;2.330228;0.594397;0.166667;0.166667;0.000000;142.922435;0.767428;4.437660;0.973220;6.142229;37.726978;7.577586;1.640972;0.359327;-0.977839;9.053308;0.088235;0.088235;0.000000;3940.664537;1.729677;-0.838686;-0.341260;7.383531;54.516535;7.431011;2.475466;-0.223871;2.033093;3.698220;0.117647;0.117647;1.505882;2855.725504;2.629278;0.000000;0.000000;0.011841;-0.431112;-0.200809;0.325263;0.000000;0.353444;-0.172975;0.000000;0.000000;-0.172207;-0.048856;0.021021;0.132743;10.924327;0.253769;15.854689;1.930035;0.289301;0.000000;9.718456;5.029297;-0.946204;119.594690;114.207189
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.601079;0.660155;0.934231;0.872788;1.110893;0.491036;-0.563484;4.049520;1.163469;0.196078;0.196078;0.000000;81.417545;2.278717;9.532475;9.526300;0.502471;0.252478;9.545709;0.312917;3.087149;19.334335;0.214750;0.441176;0.441176;0.000000;9281.444637;0.015646;-1.689164;-1.798350;0.620462;0.384973;1.799514;0.337600;0.403565;0.019390;0.741700;0.166667;0.166667;0.000000;310.693580;0.414054;3.092063;2.335150;7.284234;53.060062;7.913338;2.115173;0.140960;-0.946888;11.874625;0.098039;0.098039;0.000000;3681.481046;2.249508;2.400032;1.173000;6.738549;45.408046;7.153195;3.304046;0.297449;0.016646;8.745025;0.137255;0.137255;0.000000;2908.494273;2.739341;0.000000;0.000000;-0.010008;0.005447;-0.241520;0.224375;0.000000;0.177983;-0.038130;0.000000;0.000000;0.367169;-0.214848;0.097979;0.126537;10.822269;0.233152;15.377992;0.881465;0.254941;0.000000;9.621286;5.029297;-1.512327;117.354650;117.027362
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.123233;-0.016302;0.398861;0.159090;0.417464;0.153280;1.484382;2.927099;0.420242;0.107843;0.107843;0.501961;9.679429;2.593055;9.503774;9.496400;0.075363;0.005680;9.504072;0.061805;0.214143;1.178363;0.083200;0.362745;0.362745;0.000000;9213.104462;0.000464;-2.037120;-2.055800;0.196194;0.038492;2.046546;0.099568;-0.087780;1.219917;0.187050;0.147059;0.147059;0.000000;425.248600;0.043631;1.013117;1.604500;4.555079;20.748746;4.666385;1.255933;0.109698;2.368985;3.734662;0.098039;0.098039;1.003922;1165.664988;2.743235;1.960944;0.700350;4.308204;18.560623;4.733490;1.965973;1.281660;1.506895;4.056202;0.127451;0.127451;0.000000;1339.063038;2.664059;0.000000;0.000000;0.071720;0.041182;0.013227;-0.022077;0.000000;0.111600;-0.104883;0.000000;0.000000;-0.107815;0.289893;0.275376;0.197311;10.746942;0.004897;14.774835;0.160696;0.005705;0.000000;9.565552;5.029297;-2.052159;115.501667;48.369427
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-0.059269;-0.019714;0.114196;0.013041;0.128660;0.041563;-2.366307;5.841887;0.084504;0.117647;0.117647;0.000000;1.023661;2.258549;9.480868;9.477250;0.035690;0.001274;9.480935;0.026121;1.011583;1.359237;0.037200;0.264706;0.264706;0.000000;9168.523800;0.000113;-2.137025;-2.141000;0.106510;0.011344;2.139677;0.031310;0.553523;-0.453882;0.169175;0.127451;0.127451;0.000000;466.399986;0.012181;1.570204;1.432900;1.241387;1.541043;2.001645;0.344282;0.701625;0.796672;1.424070;0.107843;0.107843;0.000000;330.079239;1.106444;0.259888;-0.173425;1.573287;2.475232;1.594608;0.627481;1.389766;2.104010;0.895360;0.147059;0.147059;0.501961;133.151393;2.663920;0.000000;0.000000;-0.002751;0.411629;0.368042;0.500202;0.000000;-0.085182;-0.008404;0.000000;0.000000;-0.193696;-0.496789;0.543492;0.165687;10.719314;0.000992;14.553253;0.013170;0.001286;0.000000;9.548715;5.029297;-2.095789;114.904679;11.127574
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;-0.004169;-0.006976;0.030246;0.000915;0.030532;0.022809;0.175272;-0.312439;0.048587;0.284314;0.284314;0.501961;0.048465;2.764478;9.456582;9.459200;0.020438;0.000418;9.456604;0.018333;-0.016817;0.433744;0.024475;0.411765;0.411765;0.000000;9121.570241;0.000041;-2.234836;-2.243700;0.043192;0.001866;2.235254;0.022109;0.850860;0.947236;0.044400;0.205882;0.205882;0.000000;509.533612;0.002289;1.055295;0.893440;0.773851;0.598845;1.308623;0.180659;0.344439;-1.164238;1.433253;0.058824;0.058824;0.000000;144.133659;0.753716;-0.452513;-0.375210;0.562876;0.316829;0.722217;0.268394;-0.346937;-0.398044;0.764046;0.186275;0.186275;0.000000;37.046805;1.847119;0.000000;0.000000;0.101052;0.205574;0.189435;-0.405183;0.000000;0.590184;0.078882;0.000000;0.000000;0.197811;-0.492052;0.330186;-0.010468;10.697101;0.000327;14.481712;0.000932;0.000414;0.000000;9.516941;5.029297;-2.233676;114.428300;7.230449
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;0.031626;0.017473;0.060644;0.003678;0.068395;0.029137;0.632992;-0.335671;0.079154;0.205882;0.205882;0.501961;0.289754;1.969975;9.442788;9.446900;0.026307;0.000692;9.442825;0.021118;-0.034032;0.822500;0.036150;0.333333;0.333333;0.000000;9094.992783;0.000064;-2.303784;-2.280750;0.074195;0.005505;2.304979;0.031050;-0.883630;-0.214985;0.096600;0.196078;0.196078;0.000000;541.638728;0.005338;0.576391;0.283055;1.176764;1.384773;1.310343;0.224881;0.477474;-0.651420;1.902292;0.039216;0.039216;0.501961;104.511521;1.442959;-0.604868;-0.533565;0.740722;0.548670;0.956313;0.371627;-0.186289;-0.621012;1.158187;0.156863;0.156863;0.000000;65.309107;1.601380;0.000000;0.000000;-0.324305;-0.030064;0.218117;-0.635339;0.000000;0.234041;0.036167;0.000000;0.000000;-0.715961;-0.381482;0.298574;0.035122;10.685087;0.000536;14.494559;0.003802;0.000611;0.000000;9.502984;5.029297;-2.295023;114.171620;7.944461
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;2.021317;1.897100;0.471847;0.222639;2.075659;0.186740;4.647363;29.857427;0.175400;0.107843;0.107843;0.000000;428.103393;0.213022;9.194069;9.174650;0.651617;0.424605;9.217131;0.198253;4.985632;35.730834;0.212100;0.117647;0.117647;0.000000;8643.841681;0.026673;-2.351873;-2.369200;0.394921;0.155963;2.384799;0.154857;0.100065;4.496422;0.440025;0.137255;0.137255;0.000000;572.199958;0.116056;-1.547858;-2.671850;4.009184;16.073559;4.297607;0.936134;0.779734;-0.247463;4.509425;0.088235;0.088235;0.501961;1066.553547;2.096904;-1.271815;-0.661275;5.615904;31.538373;5.758115;1.944505;-1.396519;4.743018;2.852485;0.127451;0.127451;1.003922;1774.147820;2.898846;0.000000;0.000000;0.567774;0.535496;0.042295;0.208367;0.000000;0.135068;-0.097128;0.000000;0.000000;-0.118031;-0.529010;0.143736;0.129282;10.669714;0.421061;16.215385;0.530496;0.123156;0.000000;9.447996;5.029297;-2.486601;114.263863;57.312577
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;2.708305;2.532650;0.791799;0.626945;2.821677;0.265475;0.552084;0.011817;1.395750;0.098039;0.098039;0.000000;780.136139;0.258349;9.041041;8.903150;0.675318;0.456054;9.066227;0.234482;5.094771;34.928869;0.367400;0.225490;0.225490;0.000000;8360.827139;0.029382;-2.230442;-2.251000;0.336858;0.113473;2.255736;0.195460;-0.362191;10.236992;0.295325;0.264706;0.264706;0.000000;513.257721;0.103575;0.423765;-0.256565;3.663471;13.421020;3.687899;1.266561;0.081154;-0.214183;5.142025;0.107843;0.107843;2.007843;704.458487;2.343635;-0.238066;0.190830;6.230776;38.822569;6.235322;2.326548;-1.289244;3.088863;7.605225;0.127451;0.127451;1.003922;1988.118921;2.748692;0.000000;0.000000;0.118601;0.283229;0.076660;0.291800;0.000000;-0.159781;-0.156425;0.000000;0.000000;-0.262600;-0.028646;0.168487;0.180531;10.711470;0.422753;16.749346;0.654323;0.439399;0.000000;9.498345;5.029297;-2.218786;115.158341;57.568187
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;2.482273;2.465750;0.903094;0.815580;2.641450;0.211411;0.151196;-1.371502;1.657175;0.029412;0.029412;0.000000;670.089271;0.262618;9.022558;9.056500;0.182447;0.033287;9.024402;0.098768;-0.218654;-0.670019;0.271625;0.254902;0.254902;0.000000;8305.167236;0.002264;-2.482727;-2.392350;0.312621;0.097732;2.502332;0.121746;-0.421739;-0.801176;0.471200;0.137255;0.137255;0.000000;633.707204;0.057945;2.646778;1.861750;3.845177;14.785384;4.668063;0.866953;0.312481;-0.890144;6.433645;0.078431;0.078431;0.000000;1468.651386;1.488059;0.467671;0.345555;3.592340;12.904908;3.622654;1.555025;-0.205871;0.399617;4.433550;0.156863;0.156863;1.003922;680.631986;2.596492;0.000000;0.000000;-0.799416;-0.319149;0.217146;-0.001656;0.000000;-0.642865;-0.188268;0.000000;0.000000;0.750799;0.214438;-0.404998;0.684545;10.649012;0.015636;16.504830;0.845451;0.011821;0.000000;9.470864;5.029297;-2.380595;113.417094;41.176108
5.000000;5.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2550.000000;-0.000000;1.704717;1.695350;0.341619;0.116704;1.738610;0.184417;0.882534;1.642520;0.302200;0.254902;0.254902;0.000000;302.371351;0.151920;9.098939;9.081000;0.099103;0.009821;9.099479;0.073426;1.024126;0.970472;0.124800;0.235294;0.235294;0.000000;8445.151934;0.000797;-2.890031;-3.005750;0.326732;0.106754;2.908442;0.106957;0.773231;-0.020541;0.414350;0.127451;0.127451;0.000000;857.380315;0.051092;3.022694;1.975250;3.547099;12.581912;4.660321;0.693904;0.479422;-0.876126;5.471942;0.078431;0.078431;0.000000;1573.627715;1.305507;-0.472922;0.088017;3.154137;9.948580;3.189394;1.460370;-0.355262;0.754722;3.558400;0.225490;0.225490;1.003922;530.369219;2.873577;0.000000;0.000000;0.015243;0.548432;0.003641;-0.048053;0.000000;-0.100192;0.060016;0.000000;0.000000;0.565956;-0.280338;0.563069;0.523067;10.526739;0.011052;15.803656;0.117862;0.009916;0.000000;9.352360;5.029297;-2.761664;110.823280;40.349864
