Left Wrist_Ax_Mean;Left Wrist_Ax_Median;Left Wrist_Ax_Std;Left Wrist_Ax_Var;Left Wrist_Ax_RMS;Left Wrist_Ax_AvgDeriv;Left Wrist_Ax_Skew;Left Wrist_Ax_Kurt;Left Wrist_Ax_IQR;Left Wrist_Ax_ZCR;Left Wrist_Ax_MCR;Left Wrist_Ax_DomFreq;Left Wrist_Ax_Energy;Left Wrist_Ax_SpecEnt;Left Wrist_Ay_Mean;Left Wrist_Ay_Median;Left Wrist_Ay_Std;Left Wrist_Ay_Var;Left Wrist_Ay_RMS;Left Wrist_Ay_AvgDeriv;Left Wrist_Ay_Skew;Left Wrist_Ay_Kurt;Left Wrist_Ay_IQR;Left Wrist_Ay_ZCR;Left Wrist_Ay_MCR;Left Wrist_Ay_DomFreq;Left Wrist_Ay_Energy;Left Wrist_Ay_SpecEnt;Left Wrist_Az_Mean;Left Wrist_Az_Median;Left Wrist_Az_Std;Left Wrist_Az_Var;Left Wrist_Az_RMS;Left Wrist_Az_AvgDeriv;Left Wrist_Az_Skew;Left Wrist_Az_Kurt;Left Wrist_Az_IQR;Left Wrist_Az_ZCR;Left Wrist_Az_MCR;Left Wrist_Az_DomFreq;Left Wrist_Az_Energy;Left Wrist_Az_SpecEnt;Left Wrist_Gx_Mean;Left Wrist_Gx_Median;Left Wrist_Gx_Std;Left Wrist_Gx_Var;Left Wrist_Gx_RMS;Left Wrist_Gx_AvgDeriv;Left Wrist_Gx_Skew;Left Wrist_Gx_Kurt;Left Wrist_Gx_IQR;Left Wrist_Gx_ZCR;Left Wrist_Gx_MCR;Left Wrist_Gx_DomFreq;Left Wrist_Gx_Energy;Left Wrist_Gx_SpecEnt;Left Wrist_Gy_Mean;Left Wrist_Gy_Median;Left Wrist_Gy_Std;Left Wrist_Gy_Var;Left Wrist_Gy_RMS;Left Wrist_Gy_AvgDeriv;Left Wrist_Gy_Skew;Left Wrist_Gy_Kurt;Left Wrist_Gy_IQR;Left Wrist_Gy_ZCR;Left Wrist_Gy_MCR;Left Wrist_Gy_DomFreq;Left Wrist_Gy_Energy;Left Wrist_Gy_SpecEnt;Left Wrist_Gz_Mean;Left Wrist_Gz_Median;Left Wrist_Gz_Std;Left Wrist_Gz_Var;Left Wrist_Gz_RMS;Left Wrist_Gz_AvgDeriv;Left Wrist_Gz_Skew;Left Wrist_Gz_Kurt;Left Wrist_Gz_IQR;Left Wrist_Gz_ZCR;Left Wrist_Gz_MCR;Left Wrist_Gz_DomFreq;Left Wrist_Gz_Energy;Left Wrist_Gz_SpecEnt;Left Wrist_Corr_AxAy;Left Wrist_Corr_AxAz;Left Wrist_Corr_AyAz;Left Wrist_Corr_GxGy;Left Wrist_Corr_GxGz;Left Wrist_Corr_GyGz;Left Wrist_Corr_AxGx;Left Wrist_Corr_AyGy;Left Wrist_Corr_AzGz;Left Wrist_Corr_AxGy;Left Wrist_Corr_AxGz;Left Wrist_Corr_AyGx;Left Wrist_Corr_AyGz;Left Wrist_Corr_AzGx;Left Wrist_Corr_AzGy;Left Wrist_AI;Left Wrist_VI;Left Wrist_SMA;Left Wrist_EVA1;Left Wrist_EVA2;Left Wrist_CAGH;Left Wrist_AVH;Left Wrist_AVG;Left Wrist_ARATG;Left Wrist_AAE;Left Wrist_ARE
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-3.024751;-2.777750;1.407346;1.980623;3.336126;0.446021;-1.861250;5.564722;0.622150;0.137255;0.137255;0.000000;1034.224371;0.620436;9.441179;9.061850;1.620455;2.625874;9.579235;0.590061;0.608055;-0.378591;2.122350;0.156863;0.156863;0.000000;9225.778170;0.109438;2.328148;2.737400;1.314378;1.727588;2.673549;0.328955;-0.177004;-0.079064;2.073125;0.049020;0.049020;0.000000;641.022995;0.675093;14.899348;6.323300;38.631617;1492.401846;41.405222;6.014837;0.350134;-1.075369;60.130750;0.049020;0.049020;1.505882;98761.460916;1.798166;-36.484358;-39.387500;48.120615;2315.593578;60.387929;14.247705;1.109450;3.515365;44.337000;0.098039;0.098039;0.000000;253870.344171;1.830054;0.000000;0.000000;-0.126721;0.325343;0.498054;-0.085781;0.000000;0.422759;-0.062760;0.000000;0.000000;0.225685;-0.071684;0.011390;0.119410;10.048681;2.915487;13.483758;2.763474;1.888632;0.000000;10.000567;1.005859;2.355684;103.891482;5368.242237
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;0.030315;-0.003679;0.714638;0.510708;0.715281;0.144704;0.683266;0.041025;0.850525;0.098039;0.098039;1.003922;26.141833;1.854836;9.432647;9.756950;1.093594;1.195947;9.495829;0.301391;-0.670803;0.683873;1.238125;0.068627;0.068627;0.000000;9136.437576;0.056715;1.329032;1.421950;0.569389;0.324204;1.445866;0.097925;-0.187876;-1.319311;1.063175;0.019608;0.019608;0.000000;196.700000;0.393742;-3.254348;-4.606800;6.631385;43.975266;7.386883;1.076675;0.333047;-0.692804;11.338225;0.058824;0.058824;0.000000;3323.091535;1.756448;-39.933687;-44.236000;12.871569;165.677292;41.956843;3.718986;1.037725;0.299087;16.261750;0.078431;0.078431;0.000000;171109.869589;0.309183;0.000000;0.000000;0.229533;0.125780;-0.283800;0.483007;0.000000;0.308979;0.166513;0.000000;0.000000;0.468685;0.107111;-0.352327;0.091835;9.513245;1.180574;10.976608;1.252345;0.471208;0.000000;9.632319;1.005859;1.174470;91.682404;1817.033245
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;0.398612;0.373640;1.963771;3.856397;2.003819;0.450196;0.313370;0.857103;2.151637;0.107843;0.107843;2.509804;212.884184;1.973365;10.000648;9.374850;3.133854;9.821039;10.480172;0.770405;0.732260;0.332000;4.410650;0.078431;0.078431;0.000000;10702.195243;0.263903;2.137663;2.271750;1.374670;1.889718;2.541520;0.344866;-0.912199;1.007493;1.119500;0.137255;0.137255;0.000000;562.477858;0.815945;31.308448;38.391000;109.782535;12052.204885;114.159642;16.602356;0.239844;-0.114473;118.534750;0.049020;0.049020;1.505882;714677.917918;1.795544;45.463345;33.145000;140.239982;19667.252444;147.425127;24.484236;0.874650;0.686214;170.487250;0.078431;0.078431;1.003922;1213865.108485;1.895311;0.000000;0.000000;0.295397;-0.053852;-0.413286;0.191862;0.000000;-0.064185;-0.237056;0.000000;0.000000;-0.309088;-0.538431;-0.160921;0.445877;10.244805;9.893255;12.515997;10.433729;3.379127;0.000000;10.106645;1.005859;2.038707;114.849289;34773.051273
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-2.707409;-2.599300;0.787932;0.620836;2.819734;0.217527;-0.067771;1.897720;0.706500;0.156863;0.156863;0.000000;779.330456;0.252894;9.188453;8.862100;1.852889;3.433199;9.373413;0.418436;1.541180;3.062554;2.021225;0.049020;0.049020;0.000000;8786.746826;0.139815;2.625642;2.361450;1.052701;1.108180;2.828812;0.233502;1.902672;4.186474;1.228300;0.088235;0.088235;0.000000;759.705220;0.406236;-1.311434;-4.994750;28.379788;805.412384;28.410073;4.584436;0.103905;-0.791126;40.847250;0.058824;0.058824;1.505882;41251.797370;1.250650;-1.401639;2.155500;43.293812;1874.354160;43.316495;9.512729;-0.785046;0.976122;48.227250;0.078431;0.078431;1.505882;95794.592120;1.953653;0.000000;0.000000;-0.613490;0.385958;-0.502345;-0.653748;0.000000;-0.529808;-0.079421;0.000000;0.000000;-0.324753;-0.013443;0.530298;0.345747;9.652241;3.646004;12.895862;3.730796;0.363378;0.000000;9.477785;1.005859;2.696860;96.811765;2691.453171
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.856390;-1.898500;1.019952;1.040302;2.118132;0.251653;0.733716;2.063833;1.079350;0.078431;0.078431;0.000000;404.565986;0.659493;9.713265;8.737950;2.260635;5.110469;9.972862;0.567360;1.056987;0.084448;2.850700;0.088235;0.088235;0.000000;9884.111526;0.178815;2.967323;2.794300;0.742451;0.551234;3.058797;0.208985;1.666476;2.969495;0.589500;0.117647;0.117647;0.000000;926.223365;0.203188;-0.344331;-4.761400;20.490660;419.867129;20.493552;3.265678;-0.258766;0.326926;29.861500;0.058824;0.058824;1.003922;21429.367045;1.839966;-19.984449;-16.619500;35.213978;1240.024260;40.489535;9.766226;-0.082718;0.199722;42.921132;0.107843;0.107843;0.000000;103981.578543;2.063416;0.000000;0.000000;-0.177529;0.310111;-0.134050;0.151465;0.000000;-0.371266;-0.139855;0.000000;0.000000;0.004365;-0.207994;0.244716;-0.082589;9.997884;4.986777;12.671352;5.202230;1.009439;0.000000;9.882197;1.005859;2.880737;104.944464;2068.744398
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.126835;-0.590965;1.559479;2.431976;1.923989;0.236584;-0.496519;-0.466607;1.603242;0.058824;0.058824;0.000000;253.545931;1.490991;10.098526;9.588450;3.058770;9.356075;10.551602;0.673511;0.566550;-0.683252;4.940675;0.078431;0.078431;0.000000;10879.146982;0.257602;2.610142;2.632350;0.739561;0.546950;2.712894;0.181127;0.368766;-0.314595;1.040500;0.098039;0.098039;0.000000;722.806093;0.240875;1.191632;2.312300;36.096278;1302.941317;36.115943;5.470703;-0.228720;-0.218906;39.278750;0.078431;0.078431;1.003922;66599.829592;1.302980;-4.533663;13.205000;55.589149;3090.153494;55.773718;12.358151;-0.815573;-0.291706;71.466250;0.078431;0.078431;1.003922;159694.347821;1.774022;0.000000;0.000000;0.150730;0.091885;-0.169893;0.278416;0.000000;-0.360402;-0.095112;0.000000;0.000000;-0.015142;-0.503182;0.262902;0.052205;10.357496;8.760324;12.530623;9.523313;2.381452;0.000000;10.136424;1.005859;2.521538;116.038044;4422.428695
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-3.457621;-3.249150;1.483272;2.200096;3.762345;0.416284;-0.661240;2.331843;1.536700;0.117647;0.117647;0.000000;1331.629416;0.469998;9.662294;9.126250;3.297869;10.875941;10.209597;0.931211;1.237163;1.922520;3.319525;0.117647;0.117647;0.000000;10077.393534;0.330037;2.049030;1.662750;1.201185;1.442846;2.375156;0.327987;0.556173;-0.769810;2.073925;0.098039;0.098039;0.000000;501.834696;0.702528;-15.058024;-15.729000;52.626006;2769.496496;54.737926;6.725003;0.910544;0.427124;57.945425;0.049020;0.049020;0.501961;164372.259181;1.572298;-8.367995;-19.682500;87.016944;7571.948494;87.418372;19.226986;0.511270;-0.133670;123.069250;0.088235;0.088235;3.011765;393322.671413;1.893697;0.000000;0.000000;-0.457568;0.529339;0.061154;0.243198;0.000000;0.121006;-0.354193;0.000000;0.000000;0.098336;-0.056269;0.308094;-0.040201;10.408696;11.050157;14.123622;11.532410;1.673093;0.000000;10.554210;1.005859;1.990626;119.391106;10643.853802
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-2.315484;-1.977100;1.148460;1.318960;2.584652;0.205834;-0.753284;0.148648;1.191175;0.058824;0.058824;0.000000;614.137423;0.519304;9.597652;9.576500;1.063698;1.131454;9.656416;0.282125;0.493847;-0.065954;1.538500;0.127451;0.127451;0.000000;9453.426872;0.050104;2.520782;2.307450;1.184777;1.403697;2.785325;0.165788;0.723090;0.523843;0.829875;0.088235;0.088235;0.000000;719.748377;0.478068;8.478465;0.681905;30.915631;955.776214;32.057146;3.967125;1.179734;0.842713;25.714950;0.058824;0.058824;1.505882;56078.267623;1.490240;-30.824510;-26.589500;42.241679;1784.359424;52.292541;8.849861;-0.529372;0.066766;63.125903;0.078431;0.078431;0.000000;187922.575310;1.610433;0.000000;0.000000;0.407335;0.027347;-0.304465;-0.248555;0.000000;-0.901633;-0.199892;0.000000;0.000000;0.014268;0.206021;0.532120;-0.365645;10.001595;0.894908;12.913136;1.748713;0.725963;0.000000;10.036297;1.005859;2.803795;100.926805;3769.928451
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-3.484531;-3.455050;0.949053;0.900702;3.611462;0.263426;0.132802;-0.851015;1.355375;0.117647;0.117647;0.000000;1284.418443;0.227102;8.814455;8.955150;1.832218;3.357024;9.002868;0.539943;0.604414;1.380073;2.531025;0.117647;0.117647;0.000000;8096.059333;0.138516;3.545240;3.429900;1.428694;2.041166;3.822289;0.263969;0.442485;-0.285058;1.851975;0.088235;0.088235;0.000000;1386.125575;0.381565;-10.534663;-6.895950;35.914528;1289.853345;37.427697;4.620530;0.182337;0.031989;37.875975;0.049020;0.049020;1.505882;77106.790109;1.755340;1.479430;0.987265;49.816560;2481.689602;49.838522;12.715466;0.205572;-0.742418;67.911250;0.117647;0.117647;1.505882;126793.421301;2.101891;0.000000;0.000000;-0.385769;0.475834;-0.211173;-0.331726;0.000000;-0.561367;-0.519696;0.000000;0.000000;-0.641661;0.098051;0.524204;0.349578;9.577512;3.365563;13.298986;3.563209;0.736673;0.000000;9.684298;1.005859;3.899433;95.094300;3899.320680
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-2.409744;-2.263400;0.944819;0.892683;2.588348;0.325829;0.554373;2.834414;1.183000;0.147059;0.147059;0.000000;637.827470;0.464655;9.619594;9.292450;1.900427;3.611623;9.805520;0.512756;0.578692;-0.446654;3.065475;0.107843;0.107843;0.000000;9622.947869;0.136912;0.859506;1.159150;1.744460;3.043140;1.944708;0.336006;-0.924404;0.470336;1.980569;0.078431;0.078431;1.003922;230.553741;1.736331;-4.028200;-2.033950;42.497831;1806.065616;42.688312;7.101410;0.428199;-0.428489;63.282250;0.049020;0.049020;1.003922;93779.564343;1.788079;-28.726809;-44.258000;82.453700;6798.612684;87.314616;13.612956;0.427017;-0.286224;110.130500;0.049020;0.049020;1.003922;431006.639312;2.212354;0.000000;0.000000;0.068118;0.348220;0.188156;-0.247425;0.000000;-0.291696;-0.424609;0.000000;0.000000;-0.164407;0.063350;0.159182;0.169064;10.022198;3.403308;13.065618;3.652927;0.895976;0.000000;9.916145;1.005859;1.392711;103.847761;9449.916131
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-2.940228;-2.666650;1.571261;2.468861;3.333737;0.359790;-0.508856;-0.712027;2.446650;0.088235;0.088235;0.000000;1007.696707;0.616730;9.297432;9.093600;2.470609;6.103907;9.620091;0.701321;0.453288;0.096133;3.245900;0.098039;0.098039;0.000000;9128.415700;0.222215;1.448058;1.383600;0.923306;0.852494;1.717372;0.312062;0.214713;-0.739037;1.335283;0.117647;0.117647;0.000000;257.360324;0.857720;-3.787227;-4.979550;19.594880;383.959330;19.957515;4.423990;0.511019;0.000351;24.823225;0.088235;0.088235;1.505882;21048.556717;2.074092;-9.467923;-8.846100;100.988002;10198.576635;101.430854;22.149297;-0.070814;-1.193955;183.850750;0.068627;0.068627;2.509804;529289.466943;1.756107;0.000000;0.000000;0.054727;-0.324566;0.233664;-0.287520;0.000000;-0.007288;0.098783;0.000000;0.000000;0.163799;-0.153676;-0.096165;0.009046;9.964058;5.377506;13.237660;6.176839;2.480809;0.000000;9.456086;1.005859;1.362358;104.659958;10689.469976
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-2.632291;-2.800800;1.216229;1.479214;2.899684;0.281211;0.449410;-0.360301;1.836500;0.088235;0.088235;0.000000;782.198658;0.508343;9.551404;8.686800;2.657164;7.060521;9.914123;0.675857;1.224334;1.258147;3.842300;0.068627;0.068627;0.000000;9665.479363;0.235059;1.152867;1.137300;0.825257;0.681049;1.417798;0.269296;-0.179785;-0.291174;1.216405;0.088235;0.088235;0.000000;170.310434;1.084967;-0.555555;0.358470;21.866651;478.150431;21.873707;5.632699;0.004022;-0.537252;30.826250;0.088235;0.088235;3.513725;24418.500266;2.426199;-0.082400;3.549000;53.730884;2887.007935;53.730948;8.263461;0.414898;-0.527525;90.131500;0.039216;0.039216;0.501961;147239.638653;1.254836;0.000000;0.000000;0.333884;0.566474;-0.520190;-0.088899;0.000000;0.174056;0.332127;0.000000;0.000000;0.038366;0.552221;-0.073781;0.005315;10.067473;6.343988;13.204337;7.333762;1.290526;0.000000;9.557590;1.005859;1.317423;107.698008;3367.483948
1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;102.000000;-0.000000;-1.399197;-1.451050;0.777309;0.604209;1.600613;0.268194;0.100466;-0.151696;0.923793;0.127451;0.127451;0.000000;230.516822;0.679469;9.793753;9.163000;2.151084;4.627164;10.027201;0.592525;0.836947;0.051808;2.881300;0.117647;0.117647;0.000000;10019.586782;0.161744;2.845856;2.780900;1.028920;1.058676;3.026148;0.303248;0.476892;-0.317983;1.457825;0.147059;0.147059;0.000000;880.087639;0.352538;-7.160210;-6.143100;25.075044;628.757811;26.077316;3.607556;0.277685;-0.709891;42.101000;0.039216;0.039216;1.003922;37296.964439;1.837454;1.017728;-6.005400;51.025697;2603.621794;51.035846;12.468482;1.789542;4.246059;38.795500;0.137255;0.137255;1.003922;132893.093367;2.016483;0.000000;0.000000;0.180093;0.623690;0.068874;0.354251;0.000000;-0.326303;-0.035732;0.000000;0.000000;-0.220762;-0.377405;0.441767;-0.194860;9.983829;4.429881;12.221646;4.695614;0.587555;0.000000;10.103147;1.005859;2.909604;104.106723;3293.841562
