Right Upper Leg_Ax_Mean;Right Upper Leg_Ax_Median;Right Upper Leg_Ax_Std;Right Upper Leg_Ax_Var;Right Upper Leg_Ax_RMS;Right Upper Leg_Ax_AvgDeriv;Right Upper Leg_Ax_Skew;Right Upper Leg_Ax_Kurt;Right Upper Leg_Ax_IQR;Right Upper Leg_Ax_ZCR;Right Upper Leg_Ax_MCR;Right Upper Leg_Ax_DomFreq;Right Upper Leg_Ax_Energy;Right Upper Leg_Ax_SpecEnt;Right Upper Leg_Ay_Mean;Right Upper Leg_Ay_Median;Right Upper Leg_Ay_Std;Right Upper Leg_Ay_Var;Right Upper Leg_Ay_RMS;Right Upper Leg_Ay_AvgDeriv;Right Upper Leg_Ay_Skew;Right Upper Leg_Ay_Kurt;Right Upper Leg_Ay_IQR;Right Upper Leg_Ay_ZCR;Right Upper Leg_Ay_MCR;Right Upper Leg_Ay_DomFreq;Right Upper Leg_Ay_Energy;Right Upper Leg_Ay_SpecEnt;Right Upper Leg_Az_Mean;Right Upper Leg_Az_Median;Right Upper Leg_Az_Std;Right Upper Leg_Az_Var;Right Upper Leg_Az_RMS;Right Upper Leg_Az_AvgDeriv;Right Upper Leg_Az_Skew;Right Upper Leg_Az_Kurt;Right Upper Leg_Az_IQR;Right Upper Leg_Az_ZCR;Right Upper Leg_Az_MCR;Right Upper Leg_Az_DomFreq;Right Upper Leg_Az_Energy;Right Upper Leg_Az_SpecEnt;Right Upper Leg_Gx_Mean;Right Upper Leg_Gx_Median;Right Upper Leg_Gx_Std;Right Upper Leg_Gx_Var;Right Upper Leg_Gx_RMS;Right Upper Leg_Gx_AvgDeriv;Right Upper Leg_Gx_Skew;Right Upper Leg_Gx_Kurt;Right Upper Leg_Gx_IQR;Right Upper Leg_Gx_ZCR;Right Upper Leg_Gx_MCR;Right Upper Leg_Gx_DomFreq;Right Upper Leg_Gx_Energy;Right Upper Leg_Gx_SpecEnt;Right Upper Leg_Gy_Mean;Right Upper Leg_Gy_Median;Right Upper Leg_Gy_Std;Right Upper Leg_Gy_Var;Right Upper Leg_Gy_RMS;Right Upper Leg_Gy_AvgDeriv;Right Upper Leg_Gy_Skew;Right Upper Leg_Gy_Kurt;Right Upper Leg_Gy_IQR;Right Upper Leg_Gy_ZCR;Right Upper Leg_Gy_MCR;Right Upper Leg_Gy_DomFreq;Right Upper Leg_Gy_Energy;Right Upper Leg_Gy_SpecEnt;Right Upper Leg_Gz_Mean;Right Upper Leg_Gz_Median;Right Upper Leg_Gz_Std;Right Upper Leg_Gz_Var;Right Upper Leg_Gz_RMS;Right Upper Leg_Gz_AvgDeriv;Right Upper Leg_Gz_Skew;Right Upper Leg_Gz_Kurt;Right Upper Leg_Gz_IQR;Right Upper Leg_Gz_ZCR;Right Upper Leg_Gz_MCR;Right Upper Leg_Gz_DomFreq;Right Upper Leg_Gz_Energy;Right Upper Leg_Gz_SpecEnt;Right Upper Leg_Corr_AxAy;Right Upper Leg_Corr_AxAz;Right Upper Leg_Corr_AyAz;Right Upper Leg_Corr_GxGy;Right Upper Leg_Corr_GxGz;Right Upper Leg_Corr_GyGz;Right Upper Leg_Corr_AxGx;Right Upper Leg_Corr_AyGy;Right Upper Leg_Corr_AzGz;Right Upper Leg_Corr_AxGy;Right Upper Leg_Corr_AxGz;Right Upper Leg_Corr_AyGx;Right Upper Leg_Corr_AyGz;Right Upper Leg_Corr_AzGx;Right Upper Leg_Corr_AzGy;Right Upper Leg_AI;Right Upper Leg_VI;Right Upper Leg_SMA;Right Upper Leg_EVA1;Right Upper Leg_EVA2;Right Upper Leg_CAGH;Right Upper Leg_AVH;Right Upper Leg_AVG;Right Upper Leg_ARATG;Right Upper Leg_AAE;Right Upper Leg_ARE
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.504164;0.652745;1.303021;1.697864;1.397156;0.291562;-0.215843;-1.176257;2.305115;0.049020;0.049020;0.501961;112.523943;1.484002;6.174928;7.192400;3.478909;12.102811;7.087493;0.284665;-0.537566;-1.195306;6.455500;0.029412;0.029412;0.000000;4506.547276;0.579180;5.917990;5.904750;3.663213;13.419133;6.960010;0.294714;-0.131834;-1.598572;7.056350;0.009804;0.009804;0.000000;4256.810367;0.606692;41.375037;40.609000;26.553779;705.103175;49.162963;5.153302;0.030169;-1.405939;49.805750;0.058824;0.058824;0.000000;210575.334799;0.730798;3.806604;3.227300;15.071385;227.146655;15.544674;6.716298;-0.027429;0.505800;17.306250;0.196078;0.196078;4.015686;13062.584715;2.617791;0.000000;0.000000;-0.788151;0.304868;0.046323;0.059329;0.000000;0.313647;-0.090950;0.000000;0.000000;0.864464;0.080547;-0.885334;0.038380;7.898858;5.792644;11.393774;13.342274;0.595041;0.000000;4.583801;4.023438;7.957010;68.184596;2707.075511
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.507997;-0.533750;0.628302;0.394763;0.807975;0.208425;0.411942;2.963471;0.515235;0.137255;0.137255;0.000000;46.458392;1.764964;9.492654;9.800300;0.804096;0.646570;9.526649;0.192662;-0.903360;0.748212;0.925800;0.049020;0.049020;0.000000;9224.248038;0.031720;1.304879;0.441655;1.678363;2.816903;2.125938;0.223079;1.228968;0.545834;2.539085;0.029412;0.029412;0.000000;317.423880;1.512145;19.294284;11.821500;22.841932;521.753839;29.900222;4.065174;1.382462;0.985329;21.533650;0.068627;0.068627;0.000000;64595.841376;1.533344;2.668870;-0.326155;14.039263;197.100902;14.290688;5.462061;0.335604;1.173328;14.285700;0.147059;0.147059;1.003922;10779.038370;2.393106;0.000000;0.000000;-0.258297;0.826736;0.252598;0.170405;0.000000;0.192021;-0.198699;0.000000;0.000000;0.151001;0.255529;-0.815226;-0.692481;10.338185;0.531803;14.157367;0.708947;0.342696;0.000000;9.257225;4.023438;2.156092;107.409872;1102.766625
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.494108;-0.562480;0.292422;0.085511;0.574154;0.075466;2.998412;10.263129;0.165708;0.068627;0.068627;0.000000;29.264259;0.836380;9.906022;9.882500;0.113951;0.012985;9.906677;0.056820;0.993875;1.925028;0.063575;0.264706;0.264706;0.000000;10009.847096;0.000907;-0.067777;-0.121455;0.232046;0.053845;0.241741;0.097491;1.648635;3.550371;0.259929;0.127451;0.127451;0.501961;3.214683;2.609293;1.742765;0.219826;4.291482;18.416814;4.631851;1.516948;1.481914;1.372036;3.980037;0.107843;0.107843;0.000000;1249.808004;2.417901;0.282396;-0.871620;5.518590;30.454831;5.525810;2.042240;1.342926;2.319698;5.626050;0.127451;0.127451;1.003922;1561.333410;2.513799;0.000000;0.000000;0.593831;0.540852;0.379524;-0.088110;0.000000;0.483268;0.357926;0.000000;0.000000;0.729526;0.245055;0.411637;0.259149;10.698634;0.011123;14.457965;0.091455;0.008016;0.000000;9.994428;4.023438;0.032629;114.471901;52.047061
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.620107;-0.614670;0.072662;0.005280;0.624349;0.044247;-0.050467;-0.764109;0.120405;0.245098;0.245098;0.000000;39.491614;0.061507;9.881779;9.881500;0.034665;0.001202;9.881840;0.031978;0.193808;-0.332724;0.047950;0.323529;0.323529;0.000000;9960.316848;0.000101;-0.166760;-0.169540;0.097842;0.009573;0.193344;0.065160;0.246889;0.007035;0.131517;0.303922;0.303922;0.000000;3.325455;0.789916;-0.661165;-0.503635;1.204487;1.450789;1.374019;0.626094;-0.228880;-0.098893;1.519901;0.176471;0.176471;0.000000;118.631853;2.092768;0.061563;-0.264395;2.949898;8.701895;2.950540;1.281614;0.339621;0.503694;3.831600;0.137255;0.137255;1.003922;444.186502;2.356985;0.000000;0.000000;-0.001359;-0.194215;-0.079159;-0.399743;0.000000;0.040353;-0.066642;0.000000;0.000000;0.148753;-0.302537;-0.073173;0.184155;10.678929;0.001047;14.501886;0.005332;0.001214;0.000000;9.960473;4.023438;-0.196128;114.040578;10.630996
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.657485;-0.666195;0.056403;0.003181;0.659900;0.041489;0.187240;-0.272212;0.073338;0.254902;0.254902;0.000000;44.255616;0.035188;9.877406;9.871850;0.040186;0.001615;9.877488;0.036121;0.237442;0.042260;0.059425;0.421569;0.421569;0.000000;9951.523395;0.000133;-0.100688;-0.116385;0.087782;0.007706;0.133581;0.059148;0.564604;0.423756;0.095906;0.294118;0.294118;0.000000;1.428154;1.349831;-0.665331;-0.543795;1.034139;1.069443;1.229678;0.502643;-0.655133;0.334865;1.419833;0.205882;0.205882;0.000000;99.699860;1.897779;-0.165217;-0.203515;2.439337;5.950364;2.444925;1.069141;0.460015;0.469707;3.465975;0.166667;0.166667;1.003922;306.337577;2.635160;0.000000;0.000000;0.016923;-0.255912;-0.055343;-0.467994;0.000000;-0.248609;-0.092391;0.000000;0.000000;0.601341;0.057247;-0.108302;-0.029760;10.677024;0.001388;14.534891;0.003214;0.001630;0.000000;9.957178;4.023438;-0.105720;114.000230;7.507613
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;-0.689254;-0.691190;0.055960;0.003132;0.691522;0.035039;0.074292;-0.062885;0.074635;0.245098;0.245098;0.000000;48.617001;0.031301;9.876006;9.870750;0.033713;0.001137;9.876063;0.028569;0.282806;1.804005;0.036600;0.431373;0.431373;0.000000;9948.678176;0.000095;-0.112952;-0.121760;0.077330;0.005980;0.136887;0.057306;0.889980;1.674353;0.089818;0.382353;0.382353;0.000000;1.607984;1.035246;-0.232375;-0.210820;0.717094;0.514224;0.753805;0.470014;0.021408;-0.745412;1.154157;0.235294;0.235294;1.003922;31.784147;2.635733;-0.786217;-0.584880;1.966305;3.866354;2.117662;0.888024;-0.050747;-0.876197;3.183468;0.147059;0.147059;0.000000;260.291459;2.278456;0.000000;0.000000;0.179405;-0.449572;0.298507;-0.409490;0.000000;-0.295464;-0.109699;0.000000;0.000000;0.461661;0.075354;-0.054399;-0.074202;10.677729;0.000945;14.565260;0.003219;0.001091;0.000000;9.957112;4.023438;-0.093026;114.014832;5.071452
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.021602;0.120235;0.685830;0.470363;0.686171;0.166020;-1.162454;1.749297;0.603403;0.107843;0.107843;0.501961;24.038773;1.961601;5.833961;6.167250;3.182571;10.128756;6.645589;0.233388;-0.037232;-1.623013;6.585925;0.009804;0.009804;0.000000;3988.363475;0.518841;6.247316;7.952200;4.098346;16.796441;7.471640;0.277966;-0.718595;-0.933138;6.244750;0.009804;0.009804;0.000000;4837.851325;0.692227;43.800462;53.608000;29.066179;844.842783;52.567321;3.244837;-0.537109;-1.025886;46.558500;0.019608;0.019608;0.000000;238774.157746;0.598567;-0.834109;-1.034040;19.284926;371.908359;19.302956;4.992837;0.511656;0.763738;23.003575;0.098039;0.098039;1.505882;19038.460085;1.964648;0.000000;0.000000;0.562660;-0.511132;0.029282;-0.230119;0.000000;0.276535;-0.161943;0.000000;0.000000;-0.471686;-0.208910;-0.912940;0.753202;7.386516;6.074065;10.315349;10.384279;0.319782;0.000000;4.118955;4.023438;8.475525;60.634684;3191.752763
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.460895;0.379855;0.450589;0.203030;0.644558;0.168268;1.725028;4.653970;0.431808;0.117647;0.117647;0.000000;32.022081;1.513501;9.242961;9.663100;0.938493;0.880769;9.290484;0.129879;-1.405877;0.689840;0.862675;0.009804;0.009804;0.000000;8759.030950;0.040611;0.616908;-1.309600;3.252779;10.580574;3.310763;0.179055;1.053952;-0.464037;4.850325;0.009804;0.009804;0.501961;578.541778;1.570439;33.144055;15.157500;33.387375;1114.716801;47.045140;1.890329;0.212731;-1.755678;64.192725;0.009804;0.009804;0.000000;168901.984581;0.835903;-1.144425;-2.278800;16.820416;282.926405;16.859303;4.880788;-0.237759;-0.111498;24.933500;0.107843;0.107843;1.003922;14564.918796;2.595264;0.000000;0.000000;0.062865;0.809221;-0.061263;0.000999;0.000000;-0.079772;0.019484;0.000000;0.000000;-0.085873;-0.284413;-0.929665;-0.626699;10.099584;0.726954;13.726902;0.890541;0.203989;0.000000;8.919101;4.023438;2.200043;102.728548;2508.442459
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.429910;0.383610;0.509221;0.259306;0.666430;0.196579;1.008774;3.111399;0.486830;0.147059;0.147059;0.000000;32.077476;1.815093;9.685647;9.678150;0.127755;0.016321;9.686490;0.109078;0.315669;0.764532;0.140100;0.362745;0.362745;0.000000;9569.631818;0.001194;-1.927671;-2.045900;0.363840;0.132379;1.961707;0.107429;0.411432;-0.823406;0.598500;0.049020;0.049020;0.000000;385.776379;0.118052;1.844098;1.102400;2.817109;7.936105;3.367017;0.830548;1.236189;1.831423;2.371580;0.088235;0.088235;0.000000;751.619412;1.921618;-0.452256;0.479558;16.255318;264.235369;16.261608;4.803522;-0.275649;0.509142;14.860150;0.127451;0.127451;1.505882;13498.208113;2.250699;0.000000;0.000000;-0.037997;-0.321655;-0.093238;0.082941;0.000000;-0.424842;-0.056523;0.000000;0.000000;0.065877;-0.369871;0.435811;0.175452;10.500297;0.015975;14.191556;0.261899;0.016458;0.000000;9.775288;4.023438;-1.841786;110.272209;279.625000
4.000000;4.000000;0.000000;0.000000;4.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1632.000000;-0.000000;0.354728;0.374765;0.403464;0.162784;0.537230;0.166845;0.226626;1.637865;0.413600;0.245098;0.245098;0.000000;21.136935;1.774271;9.647574;9.646550;0.085378;0.007289;9.647951;0.080811;-0.139022;0.854093;0.097925;0.411765;0.411765;0.000000;9494.092283;0.000564;-2.156303;-2.123300;0.199954;0.039981;2.165554;0.089503;-0.505166;-0.068839;0.241400;0.166667;0.166667;0.000000;476.309753;0.038658;0.296551;0.023144;2.972258;8.834321;2.987016;0.659555;1.391927;2.052239;3.146150;0.127451;0.127451;0.501961;459.889104;2.305189;1.619265;1.212350;10.487633;109.990437;10.611902;3.596368;0.410761;1.146641;9.058925;0.166667;0.166667;3.011765;5878.935358;2.722588;0.000000;0.000000;0.105637;-0.341557;-0.358720;0.323290;0.000000;-0.444556;-0.027830;0.000000;0.000000;0.434230;-0.507970;0.170659;0.223076;10.457740;0.007257;14.076111;0.164481;0.007276;0.000000;9.711074;4.023438;-2.214241;109.371580;126.224343
